date,Starbucks,isPartial
2013-06-29,47,False
2013-06-30,44,False
2013-07-01,42,False
2013-07-02,42,False
2013-07-03,41,False
2013-07-04,39,False
2013-07-05,38,False
2013-07-06,41,False
2013-07-07,42,False
2013-07-08,42,False
2013-07-09,41,False
2013-07-10,42,False
2013-07-11,44,False
2013-07-12,43,False
2013-07-13,45,False
2013-07-14,44,False
2013-07-15,40,False
2013-07-16,42,False
2013-07-17,45,False
2013-07-18,45,False
2013-07-19,43,False
2013-07-20,44,False
2013-07-21,44,False
2013-07-22,40,False
2013-07-23,43,False
2013-07-24,43,False
2013-07-25,44,False
2013-07-26,49,False
2013-07-27,44,False
2013-07-28,47,False
2013-07-29,42,False
2013-07-30,43,False
2013-07-31,44,False
2013-08-01,43,False
2013-08-02,44,False
2013-08-03,44,False
2013-08-04,46,False
2013-08-05,42,False
2013-08-06,40,False
2013-08-07,44,False
2013-08-08,43,False
2013-08-09,48,False
2013-08-10,47,False
2013-08-11,44,False
2013-08-12,42,False
2013-08-13,43,False
2013-08-14,43,False
2013-08-15,46,False
2013-08-16,45,False
2013-08-17,44,False
2013-08-18,45,False
2013-08-19,41,False
2013-08-20,40,False
2013-08-21,41,False
2013-08-22,41,False
2013-08-23,44,False
2013-08-24,45,False
2013-08-25,43,False
2013-08-26,39,False
2013-08-27,44,False
2013-08-28,43,False
2013-08-29,42,False
2013-08-30,47,False
2013-08-31,46,False
2013-09-01,47,False
2013-09-02,47,False
2013-09-03,44,False
2013-09-04,45,False
2013-09-05,46,False
2013-09-06,46,False
2013-09-07,49,False
2013-09-08,48,False
2013-09-09,43,False
2013-09-10,43,False
2013-09-11,43,False
2013-09-12,44,False
2013-09-13,46,False
2013-09-14,51,False
2013-09-15,49,False
2013-09-16,42,False
2013-09-17,46,False
2013-09-18,53,False
2013-09-19,51,False
2013-09-20,48,False
2013-09-21,51,False
2013-09-22,49,False
2013-09-23,45,False
2013-09-24,45,False
2013-09-25,43,False
2013-09-26,44,False
2013-09-27,45,False
2013-09-28,50,False
2013-09-29,56,False
2013-09-30,43,False
2013-10-01,44,False
2013-10-02,44,False
2013-10-03,45,False
2013-10-04,42,False
2013-10-05,47,False
2013-10-06,48,False
2013-10-07,43,False
2013-10-08,43,False
2013-10-09,51,False
2013-10-10,51,False
2013-10-11,51,False
2013-10-12,55,False
2013-10-13,48,False
2013-10-14,48,False
2013-10-15,44,False
2013-10-16,46,False
2013-10-17,44,False
2013-10-18,43,False
2013-10-19,48,False
2013-10-20,49,False
2013-10-21,42,False
2013-10-22,41,False
2013-10-23,44,False
2013-10-24,44,False
2013-10-25,46,False
2013-10-26,50,False
2013-10-27,46,False
2013-10-28,41,False
2013-10-29,44,False
2013-10-30,42,False
2013-10-31,42,False
2013-11-01,45,False
2013-11-02,53,False
2013-11-03,52,False
2013-11-04,49,False
2013-11-05,47,False
2013-11-06,53,False
2013-11-07,50,False
2013-11-08,52,False
2013-11-09,55,False
2013-11-10,53,False
2013-11-11,52,False
2013-11-12,50,False
2013-11-13,65,False
2013-11-14,62,False
2013-11-15,63,False
2013-11-16,65,False
2013-11-17,63,False
2013-11-18,52,False
2013-11-19,52,False
2013-11-20,49,False
2013-11-21,51,False
2013-11-22,51,False
2013-11-23,56,False
2013-11-24,53,False
2013-11-25,47,False
2013-11-26,48,False
2013-11-27,51,False
2013-11-28,69,False
2013-11-29,58,False
2013-11-30,54,False
2013-12-01,54,False
2013-12-02,52,False
2013-12-03,53,False
2013-12-04,49,False
2013-12-05,48,False
2013-12-06,53,False
2013-12-07,56,False
2013-12-08,54,False
2013-12-09,48,False
2013-12-10,49,False
2013-12-11,45,False
2013-12-12,49,False
2013-12-13,46,False
2013-12-14,52,False
2013-12-15,53,False
2013-12-16,44,False
2013-12-17,47,False
2013-12-18,49,False
2013-12-19,50,False
2013-12-20,51,False
2013-12-21,55,False
2013-12-22,54,False
2013-12-23,51,False
2013-12-24,58,False
2013-12-25,100,False
2013-12-26,56,False
2013-12-27,54,False
2013-12-28,55,False
2013-12-29,52,False
2013-12-30,51,False
2013-12-31,52,False
2014-01-01,60,False
2014-01-02,49,False
2014-01-03,51,False
2014-01-04,49,False
2014-01-05,47,False
2014-01-06,44,False
2014-01-07,43,False
2014-01-08,45,False
2014-01-09,45,False
2014-01-10,44,False
2014-01-11,46,False
2014-01-12,47,False
2014-01-13,42,False
2014-01-14,42,False
2014-01-15,43,False
2014-01-16,44,False
2014-01-17,45,False
2014-01-18,46,False
2014-01-19,45,False
2014-01-20,43,False
2014-01-21,41,False
2014-01-22,39,False
2014-01-23,43,False
2014-01-24,43,False
2014-01-25,46,False
2014-01-26,45,False
2014-01-27,39,False
2014-01-28,41,False
2014-01-29,42,False
2014-01-30,41,False
2014-01-31,43,False
2014-02-01,45,False
2014-02-02,44,False
2014-02-03,38,False
2014-02-04,40,False
2014-02-05,42,False
2014-02-06,38,False
2014-02-07,43,False
2014-02-08,46,False
2014-02-09,51,False
2014-02-10,59,False
2014-02-11,65,False
2014-02-12,57,False
2014-02-13,49,False
2014-02-14,51,False
2014-02-15,49,False
2014-02-16,48,False
2014-02-17,46,False
2014-02-18,42,False
2014-02-19,43,False
2014-02-20,44,False
2014-02-21,43,False
2014-02-22,48,False
2014-02-23,46,False
2014-02-24,41,False
2014-02-25,41,False
2014-02-26,41,False
2014-02-27,41,False
2014-02-28,45,False
2014-03-01,47,False
2014-03-02,47,False
2014-03-03,40,False
2014-03-04,41,False
2014-03-05,41,False
2014-03-06,42,False
2014-03-07,44,False
2014-03-08,47,False
2014-03-09,47,False
2014-03-10,40,False
2014-03-11,42,False
2014-03-12,43,False
2014-03-13,42,False
2014-03-14,45,False
2014-03-15,48,False
2014-03-16,46,False
