date,Starbucks,isPartial
2017-01-19,38,False
2017-01-20,39,False
2017-01-21,44,False
2017-01-22,42,False
2017-01-23,36,False
2017-01-24,36,False
2017-01-25,38,False
2017-01-26,37,False
2017-01-27,38,False
2017-01-28,44,False
2017-01-29,43,False
2017-01-30,50,False
2017-01-31,56,False
2017-02-01,48,False
2017-02-02,42,False
2017-02-03,41,False
2017-02-04,45,False
2017-02-05,41,False
2017-02-06,35,False
2017-02-07,38,False
2017-02-08,40,False
2017-02-09,37,False
2017-02-10,39,False
2017-02-11,41,False
2017-02-12,43,False
2017-02-13,37,False
2017-02-14,40,False
2017-02-15,40,False
2017-02-16,38,False
2017-02-17,40,False
2017-02-18,44,False
2017-02-19,46,False
2017-02-20,40,False
2017-02-21,38,False
2017-02-22,39,False
2017-02-23,37,False
2017-02-24,39,False
2017-02-25,45,False
2017-02-26,45,False
2017-02-27,40,False
2017-02-28,43,False
2017-03-01,38,False
2017-03-02,44,False
2017-03-03,46,False
2017-03-04,49,False
2017-03-05,48,False
2017-03-06,41,False
2017-03-07,38,False
2017-03-08,37,False
2017-03-09,38,False
2017-03-10,39,False
2017-03-11,44,False
2017-03-12,44,False
2017-03-13,38,False
2017-03-14,38,False
2017-03-15,39,False
2017-03-16,39,False
2017-03-17,41,False
2017-03-18,44,False
2017-03-19,43,False
2017-03-20,38,False
2017-03-21,40,False
2017-03-22,41,False
2017-03-23,41,False
2017-03-24,42,False
2017-03-25,47,False
2017-03-26,44,False
2017-03-27,40,False
2017-03-28,37,False
2017-03-29,39,False
2017-03-30,39,False
2017-03-31,44,False
2017-04-01,46,False
2017-04-02,45,False
2017-04-03,39,False
2017-04-04,37,False
2017-04-05,37,False
2017-04-06,40,False
2017-04-07,40,False
2017-04-08,46,False
2017-04-09,44,False
2017-04-10,39,False
2017-04-11,39,False
2017-04-12,37,False
2017-04-13,40,False
2017-04-14,48,False
2017-04-15,49,False
2017-04-16,64,False
2017-04-17,46,False
2017-04-18,47,False
2017-04-19,82,False
2017-04-20,100,False
2017-04-21,95,False
2017-04-22,98,False
2017-04-23,84,False
2017-04-24,55,False
2017-04-25,49,False
2017-04-26,49,False
2017-04-27,50,False
2017-04-28,50,False
2017-04-29,57,False
2017-04-30,56,False
2017-05-01,50,False
2017-05-02,48,False
2017-05-03,53,False
2017-05-04,50,False
2017-05-05,58,False
2017-05-06,62,False
2017-05-07,58,False
2017-05-08,49,False
2017-05-09,48,False
2017-05-10,48,False
2017-05-11,45,False
2017-05-12,51,False
2017-05-13,56,False
2017-05-14,57,False
2017-05-15,44,False
2017-05-16,44,False
2017-05-17,43,False
2017-05-18,41,False
2017-05-19,44,False
2017-05-20,46,False
2017-05-21,47,False
2017-05-22,40,False
2017-05-23,40,False
2017-05-24,38,False
2017-05-25,40,False
2017-05-26,41,False
2017-05-27,46,False
2017-05-28,46,False
2017-05-29,43,False
2017-05-30,39,False
2017-05-31,39,False
2017-06-01,41,False
2017-06-02,41,False
2017-06-03,47,False
2017-06-04,45,False
2017-06-05,41,False
2017-06-06,38,False
2017-06-07,40,False
2017-06-08,39,False
2017-06-09,42,False
2017-06-10,46,False
2017-06-11,48,False
2017-06-12,43,False
2017-06-13,42,False
2017-06-14,40,False
2017-06-15,43,False
2017-06-16,43,False
2017-06-17,48,False
2017-06-18,46,False
2017-06-19,43,False
2017-06-20,43,False
2017-06-21,44,False
2017-06-22,43,False
2017-06-23,47,False
2017-06-24,50,False
2017-06-25,49,False
2017-06-26,44,False
2017-06-27,47,False
2017-06-28,49,False
2017-06-29,48,False
2017-06-30,46,False
2017-07-01,49,False
2017-07-02,49,False
2017-07-03,43,False
2017-07-04,47,False
2017-07-05,39,False
2017-07-06,39,False
2017-07-07,42,False
2017-07-08,45,False
2017-07-09,46,False
2017-07-10,45,False
2017-07-11,42,False
2017-07-12,42,False
2017-07-13,42,False
2017-07-14,54,False
2017-07-15,48,False
2017-07-16,48,False
2017-07-17,42,False
2017-07-18,40,False
2017-07-19,43,False
2017-07-20,44,False
2017-07-21,46,False
2017-07-22,49,False
2017-07-23,48,False
2017-07-24,44,False
2017-07-25,41,False
2017-07-26,43,False
2017-07-27,43,False
2017-07-28,45,False
2017-07-29,48,False
2017-07-30,48,False
2017-07-31,43,False
2017-08-01,43,False
2017-08-02,45,False
2017-08-03,47,False
2017-08-04,49,False
2017-08-05,52,False
2017-08-06,52,False
2017-08-07,47,False
2017-08-08,43,False
2017-08-09,47,False
2017-08-10,43,False
