date,Starbucks,isPartial
2015-04-10,32,False
2015-04-11,33,False
2015-04-12,32,False
2015-04-13,26,False
2015-04-14,28,False
2015-04-15,29,False
2015-04-16,28,False
2015-04-17,31,False
2015-04-18,33,False
2015-04-19,31,False
2015-04-20,28,False
2015-04-21,29,False
2015-04-22,31,False
2015-04-23,31,False
2015-04-24,32,False
2015-04-25,46,False
2015-04-26,33,False
2015-04-27,28,False
2015-04-28,32,False
2015-04-29,33,False
2015-04-30,31,False
2015-05-01,43,False
2015-05-02,41,False
2015-05-03,40,False
2015-05-04,36,False
2015-05-05,36,False
2015-05-06,36,False
2015-05-07,37,False
2015-05-08,35,False
2015-05-09,38,False
2015-05-10,38,False
2015-05-11,33,False
2015-05-12,32,False
2015-05-13,32,False
2015-05-14,33,False
2015-05-15,35,False
2015-05-16,37,False
2015-05-17,34,False
2015-05-18,32,False
2015-05-19,31,False
2015-05-20,30,False
2015-05-21,28,False
2015-05-22,31,False
2015-05-23,34,False
2015-05-24,32,False
2015-05-25,30,False
2015-05-26,28,False
2015-05-27,29,False
2015-05-28,28,False
2015-05-29,28,False
2015-05-30,31,False
2015-05-31,33,False
2015-06-01,27,False
2015-06-02,28,False
2015-06-03,29,False
2015-06-04,29,False
2015-06-05,29,False
2015-06-06,31,False
2015-06-07,32,False
2015-06-08,32,False
2015-06-09,35,False
2015-06-10,33,False
2015-06-11,31,False
2015-06-12,34,False
2015-06-13,33,False
2015-06-14,35,False
2015-06-15,30,False
2015-06-16,30,False
2015-06-17,30,False
2015-06-18,32,False
2015-06-19,30,False
2015-06-20,33,False
2015-06-21,33,False
2015-06-22,30,False
2015-06-23,33,False
2015-06-24,33,False
2015-06-25,33,False
2015-06-26,32,False
2015-06-27,35,False
2015-06-28,33,False
2015-06-29,30,False
2015-06-30,30,False
2015-07-01,31,False
2015-07-02,30,False
2015-07-03,33,False
2015-07-04,34,False
2015-07-05,32,False
2015-07-06,30,False
2015-07-07,33,False
2015-07-08,30,False
2015-07-09,31,False
2015-07-10,32,False
2015-07-11,33,False
2015-07-12,33,False
2015-07-13,30,False
2015-07-14,32,False
2015-07-15,31,False
2015-07-16,30,False
2015-07-17,31,False
2015-07-18,34,False
2015-07-19,33,False
2015-07-20,30,False
2015-07-21,30,False
2015-07-22,31,False
2015-07-23,30,False
2015-07-24,32,False
2015-07-25,33,False
2015-07-26,33,False
2015-07-27,31,False
2015-07-28,31,False
2015-07-29,31,False
2015-07-30,32,False
2015-07-31,31,False
2015-08-01,33,False
2015-08-02,33,False
2015-08-03,31,False
2015-08-04,30,False
2015-08-05,31,False
2015-08-06,31,False
2015-08-07,32,False
2015-08-08,32,False
2015-08-09,33,False
2015-08-10,31,False
2015-08-11,32,False
2015-08-12,30,False
2015-08-13,29,False
2015-08-14,31,False
2015-08-15,33,False
2015-08-16,33,False
2015-08-17,31,False
2015-08-18,32,False
2015-08-19,31,False
2015-08-20,31,False
2015-08-21,31,False
2015-08-22,34,False
2015-08-23,34,False
2015-08-24,29,False
2015-08-25,30,False
2015-08-26,31,False
2015-08-27,31,False
