date,Starbucks,isPartial
2012-06-04,40,False
2012-06-05,44,False
2012-06-06,39,False
2012-06-07,41,False
2012-06-08,43,False
2012-06-09,40,False
2012-06-10,37,False
2012-06-11,40,False
2012-06-12,46,False
2012-06-13,39,False
2012-06-14,39,False
2012-06-15,41,False
2012-06-16,43,False
2012-06-17,43,False
2012-06-18,53,False
2012-06-19,44,False
2012-06-20,46,False
2012-06-21,41,False
2012-06-22,48,False
2012-06-23,48,False
2012-06-24,47,False
2012-06-25,43,False
2012-06-26,44,False
2012-06-27,45,False
2012-06-28,45,False
2012-06-29,47,False
2012-06-30,46,False
2012-07-01,48,False
2012-07-02,41,False
2012-07-03,43,False
2012-07-04,46,False
2012-07-05,42,False
2012-07-06,47,False
2012-07-07,44,False
2012-07-08,44,False
2012-07-09,41,False
2012-07-10,45,False
2012-07-11,49,False
2012-07-12,53,False
2012-07-13,82,False
2012-07-14,50,False
2012-07-15,46,False
2012-07-16,45,False
2012-07-17,47,False
2012-07-18,48,False
2012-07-19,49,False
2012-07-20,44,False
2012-07-21,45,False
2012-07-22,48,False
2012-07-23,44,False
2012-07-24,43,False
2012-07-25,43,False
2012-07-26,44,False
2012-07-27,47,False
2012-07-28,45,False
2012-07-29,43,False
2012-07-30,42,False
2012-07-31,41,False
2012-08-01,44,False
2012-08-02,44,False
2012-08-03,44,False
2012-08-04,42,False
2012-08-05,43,False
2012-08-06,42,False
2012-08-07,48,False
2012-08-08,48,False
2012-08-09,47,False
2012-08-10,46,False
2012-08-11,47,False
2012-08-12,45,False
2012-08-13,44,False
2012-08-14,45,False
2012-08-15,45,False
2012-08-16,43,False
2012-08-17,48,False
2012-08-18,47,False
2012-08-19,47,False
2012-08-20,43,False
2012-08-21,44,False
2012-08-22,46,False
2012-08-23,42,False
2012-08-24,45,False
2012-08-25,44,False
2012-08-26,48,False
2012-08-27,43,False
2012-08-28,41,False
2012-08-29,44,False
2012-08-30,42,False
2012-08-31,45,False
2012-09-01,45,False
2012-09-02,47,False
2012-09-03,44,False
2012-09-04,45,False
2012-09-05,57,False
2012-09-06,54,False
2012-09-07,51,False
2012-09-08,48,False
2012-09-09,52,False
2012-09-10,45,False
2012-09-11,45,False
2012-09-12,45,False
2012-09-13,46,False
2012-09-14,48,False
2012-09-15,50,False
2012-09-16,48,False
2012-09-17,48,False
2012-09-18,51,False
2012-09-19,50,False
2012-09-20,53,False
2012-09-21,52,False
2012-09-22,52,False
2012-09-23,52,False
2012-09-24,50,False
2012-09-25,50,False
2012-09-26,47,False
2012-09-27,48,False
2012-09-28,50,False
2012-09-29,54,False
2012-09-30,53,False
2012-10-01,48,False
2012-10-02,51,False
2012-10-03,49,False
2012-10-04,49,False
2012-10-05,49,False
2012-10-06,51,False
2012-10-07,52,False
2012-10-08,47,False
2012-10-09,47,False
2012-10-10,49,False
2012-10-11,48,False
2012-10-12,48,False
2012-10-13,51,False
2012-10-14,51,False
2012-10-15,46,False
2012-10-16,55,False
2012-10-17,52,False
2012-10-18,53,False
2012-10-19,57,False
2012-10-20,64,False
2012-10-21,57,False
2012-10-22,50,False
2012-10-23,49,False
2012-10-24,50,False
2012-10-25,51,False
2012-10-26,50,False
2012-10-27,49,False
2012-10-28,45,False
2012-10-29,45,False
2012-10-30,49,False
2012-10-31,49,False
2012-11-01,53,False
2012-11-02,60,False
2012-11-03,62,False
2012-11-04,55,False
2012-11-05,51,False
2012-11-06,56,False
2012-11-07,50,False
2012-11-08,51,False
2012-11-09,54,False
2012-11-10,57,False
2012-11-11,53,False
2012-11-12,52,False
2012-11-13,54,False
2012-11-14,55,False
2012-11-15,67,False
2012-11-16,59,False
2012-11-17,69,False
2012-11-18,68,False
2012-11-19,57,False
2012-11-20,53,False
2012-11-21,51,False
2012-11-22,67,False
2012-11-23,56,False
2012-11-24,56,False
2012-11-25,55,False
2012-11-26,49,False
2012-11-27,51,False
2012-11-28,49,False
2012-11-29,55,False
2012-11-30,52,False
2012-12-01,57,False
2012-12-02,60,False
2012-12-03,59,False
2012-12-04,57,False
2012-12-05,61,False
2012-12-06,65,False
2012-12-07,62,False
2012-12-08,62,False
2012-12-09,62,False
2012-12-10,57,False
2012-12-11,60,False
2012-12-12,59,False
2012-12-13,60,False
2012-12-14,55,False
2012-12-15,56,False
