date,Starbucks,isPartial
2015-12-26,100,False
2015-12-27,86,False
2015-12-28,81,False
2015-12-29,80,False
2015-12-30,79,False
2015-12-31,81,False
2016-01-01,98,False
2016-01-02,79,False
2016-01-03,73,False
2016-01-04,69,False
2016-01-05,77,False
2016-01-06,72,False
2016-01-07,68,False
2016-01-08,69,False
2016-01-09,72,False
2016-01-10,72,False
2016-01-11,60,False
2016-01-12,62,False
2016-01-13,61,False
2016-01-14,64,False
2016-01-15,63,False
2016-01-16,70,False
2016-01-17,68,False
2016-01-18,61,False
2016-01-19,58,False
2016-01-20,58,False
2016-01-21,59,False
2016-01-22,61,False
2016-01-23,63,False
2016-01-24,64,False
2016-01-25,56,False
2016-01-26,56,False
2016-01-27,58,False
2016-01-28,61,False
2016-01-29,64,False
2016-01-30,69,False
2016-01-31,66,False
2016-02-01,55,False
2016-02-02,56,False
2016-02-03,58,False
2016-02-04,59,False
2016-02-05,61,False
2016-02-06,64,False
2016-02-07,62,False
2016-02-08,60,False
2016-02-09,65,False
2016-02-10,63,False
2016-02-11,62,False
2016-02-12,62,False
2016-02-13,67,False
2016-02-14,69,False
2016-02-15,62,False
2016-02-16,56,False
2016-02-17,64,False
2016-02-18,61,False
2016-02-19,63,False
2016-02-20,69,False
2016-02-21,68,False
2016-02-22,61,False
2016-02-23,65,False
2016-02-24,63,False
2016-02-25,61,False
2016-02-26,60,False
2016-02-27,65,False
2016-02-28,63,False
2016-02-29,58,False
2016-03-01,56,False
2016-03-02,58,False
2016-03-03,58,False
2016-03-04,59,False
2016-03-05,66,False
2016-03-06,65,False
2016-03-07,65,False
2016-03-08,59,False
2016-03-09,57,False
2016-03-10,56,False
2016-03-11,60,False
2016-03-12,66,False
2016-03-13,66,False
2016-03-14,58,False
2016-03-15,58,False
2016-03-16,60,False
2016-03-17,63,False
2016-03-18,63,False
2016-03-19,73,False
2016-03-20,71,False
2016-03-21,63,False
2016-03-22,62,False
2016-03-23,64,False
2016-03-24,64,False
2016-03-25,71,False
2016-03-26,71,False
2016-03-27,87,False
2016-03-28,66,False
2016-03-29,60,False
2016-03-30,59,False
2016-03-31,58,False
2016-04-01,63,False
2016-04-02,69,False
2016-04-03,71,False
2016-04-04,58,False
2016-04-05,60,False
2016-04-06,64,False
2016-04-07,60,False
2016-04-08,63,False
2016-04-09,69,False
2016-04-10,73,False
2016-04-11,62,False
2016-04-12,69,False
2016-04-13,66,False
2016-04-14,63,False
2016-04-15,63,False
2016-04-16,71,False
2016-04-17,70,False
2016-04-18,63,False
2016-04-19,62,False
2016-04-20,62,False
2016-04-21,66,False
2016-04-22,67,False
2016-04-23,71,False
2016-04-24,71,False
2016-04-25,62,False
2016-04-26,62,False
2016-04-27,64,False
2016-04-28,67,False
2016-04-29,69,False
2016-04-30,78,False
2016-05-01,85,False
2016-05-02,76,False
2016-05-03,74,False
2016-05-04,72,False
2016-05-05,71,False
2016-05-06,75,False
2016-05-07,79,False
2016-05-08,80,False
2016-05-09,69,False
2016-05-10,69,False
2016-05-11,65,False
2016-05-12,69,False
2016-05-13,71,False
2016-05-14,79,False
2016-05-15,79,False
2016-05-16,66,False
2016-05-17,64,False
2016-05-18,65,False
2016-05-19,65,False
2016-05-20,66,False
2016-05-21,74,False
2016-05-22,73,False
2016-05-23,64,False
2016-05-24,64,False
2016-05-25,63,False
2016-05-26,64,False
2016-05-27,66,False
2016-05-28,71,False
2016-05-29,70,False
2016-05-30,68,False
2016-05-31,66,False
2016-06-01,67,False
2016-06-02,68,False
2016-06-03,71,False
2016-06-04,80,False
2016-06-05,77,False
2016-06-06,68,False
2016-06-07,68,False
2016-06-08,67,False
2016-06-09,67,False
2016-06-10,70,False
2016-06-11,76,False
2016-06-12,74,False
2016-06-13,63,False
2016-06-14,67,False
2016-06-15,71,False
2016-06-16,70,False
2016-06-17,68,False
2016-06-18,77,False
2016-06-19,74,False
2016-06-20,63,False
2016-06-21,65,False
2016-06-22,66,False
2016-06-23,70,False
2016-06-24,72,False
2016-06-25,77,False
2016-06-26,75,False
2016-06-27,63,False
2016-06-28,67,False
2016-06-29,67,False
2016-06-30,67,False
2016-07-01,73,False
2016-07-02,76,False
2016-07-03,76,False
2016-07-04,78,False
2016-07-05,67,False
2016-07-06,69,False
2016-07-07,69,False
2016-07-08,69,False
2016-07-09,77,False
2016-07-10,77,False
2016-07-11,67,False
2016-07-12,70,False
2016-07-13,66,False
2016-07-14,71,False
2016-07-15,73,False
2016-07-16,77,False
2016-07-17,79,False
2016-07-18,72,False
2016-07-19,71,False
2016-07-20,74,False
2016-07-21,70,False
2016-07-22,71,False
2016-07-23,77,False
2016-07-24,77,False
2016-07-25,68,False
2016-07-26,70,False
2016-07-27,67,False
2016-07-28,72,False
2016-07-29,73,False
2016-07-30,80,False
2016-07-31,77,False
2016-08-01,68,False
2016-08-02,67,False
2016-08-03,70,False
2016-08-04,67,False
2016-08-05,71,False
2016-08-06,71,False
2016-08-07,71,False
2016-08-08,64,False
2016-08-09,64,False
2016-08-10,65,False
2016-08-11,65,False
2016-08-12,67,False
2016-08-13,72,False
