date,Starbucks,isPartial
2011-09-18,44,False
2011-09-19,44,False
2011-09-20,45,False
2011-09-21,47,False
2011-09-22,48,False
2011-09-23,48,False
2011-09-24,46,False
2011-09-25,48,False
2011-09-26,43,False
2011-09-27,45,False
2011-09-28,45,False
2011-09-29,55,False
2011-09-30,46,False
2011-10-01,47,False
2011-10-02,48,False
2011-10-03,47,False
2011-10-04,48,False
2011-10-05,50,False
2011-10-06,46,False
2011-10-07,43,False
2011-10-08,45,False
2011-10-09,47,False
2011-10-10,45,False
2011-10-11,47,False
2011-10-12,47,False
2011-10-13,45,False
2011-10-14,44,False
2011-10-15,45,False
2011-10-16,46,False
2011-10-17,45,False
2011-10-18,62,False
2011-10-19,48,False
2011-10-20,47,False
2011-10-21,48,False
2011-10-22,50,False
2011-10-23,46,False
2011-10-24,44,False
2011-10-25,45,False
2011-10-26,46,False
2011-10-27,49,False
2011-10-28,46,False
2011-10-29,46,False
2011-10-30,47,False
2011-10-31,43,False
2011-11-01,51,False
2011-11-02,52,False
2011-11-03,56,False
2011-11-04,53,False
2011-11-05,54,False
2011-11-06,53,False
2011-11-07,48,False
2011-11-08,52,False
2011-11-09,49,False
2011-11-10,50,False
2011-11-11,53,False
2011-11-12,52,False
2011-11-13,51,False
2011-11-14,50,False
2011-11-15,54,False
2011-11-16,57,False
2011-11-17,66,False
2011-11-18,66,False
2011-11-19,64,False
2011-11-20,63,False
2011-11-21,50,False
2011-11-22,51,False
2011-11-23,49,False
2011-11-24,63,False
2011-11-25,59,False
2011-11-26,51,False
2011-11-27,51,False
2011-11-28,49,False
2011-11-29,54,False
2011-11-30,50,False
2011-12-01,56,False
2011-12-02,54,False
2011-12-03,57,False
2011-12-04,57,False
2011-12-05,52,False
2011-12-06,56,False
2011-12-07,54,False
2011-12-08,54,False
2011-12-09,51,False
2011-12-10,52,False
2011-12-11,53,False
2011-12-12,54,False
2011-12-13,52,False
2011-12-14,50,False
2011-12-15,51,False
2011-12-16,49,False
2011-12-17,53,False
2011-12-18,50,False
2011-12-19,49,False
2011-12-20,50,False
2011-12-21,51,False
2011-12-22,50,False
2011-12-23,50,False
2011-12-24,59,False
2011-12-25,100,False
2011-12-26,55,False
2011-12-27,53,False
2011-12-28,52,False
2011-12-29,53,False
2011-12-30,50,False
2011-12-31,52,False
2012-01-01,62,False
2012-01-02,56,False
2012-01-03,49,False
2012-01-04,50,False
2012-01-05,50,False
2012-01-06,48,False
2012-01-07,49,False
2012-01-08,47,False
2012-01-09,47,False
2012-01-10,48,False
2012-01-11,47,False
2012-01-12,47,False
2012-01-13,47,False
2012-01-14,49,False
2012-01-15,48,False
2012-01-16,46,False
2012-01-17,47,False
2012-01-18,47,False
2012-01-19,46,False
2012-01-20,44,False
2012-01-21,49,False
2012-01-22,49,False
