date,Starbucks,isPartial
2012-10-12,48,False
2012-10-13,53,False
2012-10-14,52,False
2012-10-15,46,False
2012-10-16,56,False
2012-10-17,52,False
2012-10-18,50,False
2012-10-19,53,False
2012-10-20,64,False
2012-10-21,56,False
2012-10-22,51,False
2012-10-23,48,False
2012-10-24,49,False
2012-10-25,50,False
2012-10-26,49,False
2012-10-27,47,False
2012-10-28,49,False
2012-10-29,45,False
2012-10-30,49,False
2012-10-31,49,False
2012-11-01,53,False
2012-11-02,61,False
2012-11-03,60,False
2012-11-04,59,False
2012-11-05,51,False
2012-11-06,57,False
2012-11-07,52,False
2012-11-08,52,False
2012-11-09,52,False
2012-11-10,55,False
2012-11-11,52,False
2012-11-12,53,False
2012-11-13,56,False
2012-11-14,56,False
2012-11-15,66,False
2012-11-16,63,False
2012-11-17,69,False
2012-11-18,68,False
2012-11-19,59,False
2012-11-20,54,False
2012-11-21,50,False
2012-11-22,65,False
2012-11-23,57,False
2012-11-24,53,False
2012-11-25,54,False
2012-11-26,50,False
2012-11-27,49,False
2012-11-28,50,False
2012-11-29,55,False
2012-11-30,54,False
2012-12-01,57,False
2012-12-02,60,False
2012-12-03,61,False
2012-12-04,59,False
2012-12-05,60,False
2012-12-06,70,False
2012-12-07,61,False
2012-12-08,65,False
2012-12-09,62,False
2012-12-10,57,False
2012-12-11,60,False
2012-12-12,58,False
2012-12-13,60,False
2012-12-14,56,False
2012-12-15,59,False
2012-12-16,58,False
2012-12-17,54,False
2012-12-18,53,False
2012-12-19,51,False
2012-12-20,52,False
2012-12-21,53,False
2012-12-22,56,False
2012-12-23,57,False
2012-12-24,66,False
2012-12-25,100,False
2012-12-26,63,False
2012-12-27,55,False
2012-12-28,55,False
2012-12-29,53,False
2012-12-30,52,False
2012-12-31,53,False
2013-01-01,59,False
2013-01-02,49,False
2013-01-03,55,False
2013-01-04,55,False
2013-01-05,53,False
2013-01-06,52,False
2013-01-07,50,False
2013-01-08,52,False
2013-01-09,46,False
2013-01-10,50,False
2013-01-11,45,False
2013-01-12,51,False
2013-01-13,49,False
2013-01-14,45,False
2013-01-15,46,False
2013-01-16,47,False
2013-01-17,46,False
2013-01-18,44,False
2013-01-19,48,False
2013-01-20,49,False
2013-01-21,49,False
2013-01-22,49,False
2013-01-23,45,False
2013-01-24,48,False
2013-01-25,45,False
2013-01-26,49,False
2013-01-27,51,False
2013-01-28,44,False
2013-01-29,45,False
2013-01-30,45,False
2013-01-31,46,False
2013-02-01,47,False
2013-02-02,48,False
2013-02-03,45,False
2013-02-04,42,False
2013-02-05,46,False
2013-02-06,45,False
2013-02-07,50,False
2013-02-08,47,False
2013-02-09,48,False
2013-02-10,52,False
2013-02-11,49,False
2013-02-12,47,False
2013-02-13,46,False
2013-02-14,48,False
2013-02-15,42,False
2013-02-16,48,False
2013-02-17,50,False
2013-02-18,46,False
2013-02-19,46,False
2013-02-20,45,False
2013-02-21,45,False
2013-02-22,46,False
2013-02-23,50,False
2013-02-24,48,False
2013-02-25,45,False
2013-02-26,42,False
2013-02-27,43,False
2013-02-28,46,False
2013-03-01,48,False
2013-03-02,53,False
2013-03-03,57,False
2013-03-04,48,False
2013-03-05,48,False
2013-03-06,50,False
2013-03-07,48,False
2013-03-08,49,False
2013-03-09,52,False
2013-03-10,51,False
2013-03-11,48,False
2013-03-12,48,False
2013-03-13,50,False
2013-03-14,49,False
2013-03-15,51,False
2013-03-16,49,False
2013-03-17,50,False
2013-03-18,45,False
2013-03-19,46,False
2013-03-20,46,False
2013-03-21,49,False
2013-03-22,55,False
2013-03-23,56,False
2013-03-24,54,False
2013-03-25,59,False
2013-03-26,52,False
2013-03-27,52,False
2013-03-28,50,False
2013-03-29,54,False
2013-03-30,53,False
2013-03-31,55,False
2013-04-01,46,False
2013-04-02,47,False
2013-04-03,46,False
2013-04-04,48,False
2013-04-05,44,False
2013-04-06,47,False
2013-04-07,46,False
2013-04-08,43,False
2013-04-09,45,False
2013-04-10,45,False
2013-04-11,44,False
2013-04-12,46,False
2013-04-13,49,False
2013-04-14,49,False
2013-04-15,47,False
2013-04-16,44,False
2013-04-17,45,False
2013-04-18,44,False
2013-04-19,53,False
2013-04-20,50,False
2013-04-21,49,False
2013-04-22,48,False
2013-04-23,46,False
2013-04-24,47,False
2013-04-25,50,False
2013-04-26,51,False
2013-04-27,48,False
2013-04-28,52,False
2013-04-29,46,False
2013-04-30,53,False
2013-05-01,62,False
2013-05-02,57,False
2013-05-03,67,False
2013-05-04,65,False
2013-05-05,63,False
2013-05-06,58,False
2013-05-07,59,False
2013-05-08,75,False
2013-05-09,60,False
2013-05-10,62,False
2013-05-11,62,False
2013-05-12,64,False
2013-05-13,49,False
2013-05-14,49,False
2013-05-15,49,False
2013-05-16,50,False
2013-05-17,50,False
2013-05-18,49,False
2013-05-19,50,False
2013-05-20,48,False
2013-05-21,47,False
2013-05-22,47,False
2013-05-23,48,False
2013-05-24,51,False
2013-05-25,52,False
2013-05-26,51,False
2013-05-27,47,False
2013-05-28,48,False
2013-05-29,49,False
2013-05-30,48,False
2013-05-31,55,False
2013-06-01,52,False
2013-06-02,52,False
2013-06-03,50,False
2013-06-04,49,False
2013-06-05,50,False
2013-06-06,51,False
2013-06-07,54,False
2013-06-08,50,False
2013-06-09,52,False
2013-06-10,46,False
2013-06-11,49,False
2013-06-12,48,False
2013-06-13,52,False
2013-06-14,55,False
2013-06-15,55,False
2013-06-16,50,False
2013-06-17,47,False
2013-06-18,48,False
2013-06-19,49,False
2013-06-20,51,False
2013-06-21,53,False
2013-06-22,53,False
2013-06-23,51,False
2013-06-24,48,False
2013-06-25,52,False
2013-06-26,53,False
2013-06-27,55,False
2013-06-28,55,False
2013-06-29,54,False
