date,Starbucks,isPartial
2017-05-29,39,False
2017-05-30,34,False
2017-05-31,34,False
2017-06-01,33,False
2017-06-02,34,False
2017-06-03,38,False
2017-06-04,37,False
2017-06-05,35,False
2017-06-06,33,False
2017-06-07,35,False
2017-06-08,33,False
2017-06-09,36,False
2017-06-10,41,False
2017-06-11,40,False
2017-06-12,36,False
2017-06-13,35,False
2017-06-14,36,False
2017-06-15,36,False
2017-06-16,38,False
2017-06-17,40,False
2017-06-18,39,False
2017-06-19,35,False
2017-06-20,37,False
2017-06-21,36,False
2017-06-22,37,False
2017-06-23,41,False
2017-06-24,40,False
2017-06-25,42,False
2017-06-26,40,False
2017-06-27,39,False
2017-06-28,40,False
2017-06-29,38,False
2017-06-30,41,False
2017-07-01,45,False
2017-07-02,41,False
2017-07-03,36,False
2017-07-04,38,False
2017-07-05,35,False
2017-07-06,34,False
2017-07-07,36,False
2017-07-08,39,False
2017-07-09,39,False
2017-07-10,36,False
2017-07-11,37,False
2017-07-12,36,False
2017-07-13,36,False
2017-07-14,50,False
2017-07-15,40,False
2017-07-16,41,False
2017-07-17,36,False
2017-07-18,35,False
2017-07-19,36,False
2017-07-20,35,False
2017-07-21,37,False
2017-07-22,41,False
2017-07-23,39,False
2017-07-24,37,False
2017-07-25,37,False
2017-07-26,37,False
2017-07-27,38,False
2017-07-28,40,False
2017-07-29,41,False
2017-07-30,42,False
2017-07-31,36,False
2017-08-01,36,False
2017-08-02,38,False
2017-08-03,40,False
2017-08-04,42,False
2017-08-05,43,False
2017-08-06,44,False
2017-08-07,39,False
2017-08-08,38,False
2017-08-09,40,False
2017-08-10,39,False
2017-08-11,38,False
2017-08-12,40,False
2017-08-13,39,False
2017-08-14,35,False
2017-08-15,36,False
2017-08-16,36,False
2017-08-17,35,False
2017-08-18,36,False
2017-08-19,38,False
2017-08-20,39,False
2017-08-21,34,False
2017-08-22,34,False
2017-08-23,35,False
2017-08-24,35,False
2017-08-25,36,False
2017-08-26,39,False
2017-08-27,38,False
2017-08-28,35,False
2017-08-29,36,False
2017-08-30,38,False
2017-08-31,40,False
2017-09-01,41,False
2017-09-02,46,False
2017-09-03,43,False
2017-09-04,43,False
2017-09-05,36,False
2017-09-06,35,False
2017-09-07,39,False
2017-09-08,39,False
2017-09-09,42,False
2017-09-10,39,False
2017-09-11,36,False
2017-09-12,37,False
2017-09-13,37,False
2017-09-14,36,False
2017-09-15,38,False
2017-09-16,41,False
2017-09-17,40,False
2017-09-18,34,False
2017-09-19,34,False
2017-09-20,36,False
2017-09-21,36,False
2017-09-22,40,False
2017-09-23,42,False
2017-09-24,40,False
2017-09-25,35,False
2017-09-26,34,False
2017-09-27,35,False
2017-09-28,36,False
2017-09-29,43,False
2017-09-30,44,False
2017-10-01,42,False
2017-10-02,33,False
2017-10-03,34,False
2017-10-04,33,False
2017-10-05,35,False
2017-10-06,35,False
2017-10-07,41,False
2017-10-08,40,False
2017-10-09,36,False
2017-10-10,33,False
2017-10-11,34,False
2017-10-12,34,False
2017-10-13,37,False
2017-10-14,39,False
2017-10-15,42,False
2017-10-16,34,False
2017-10-17,35,False
2017-10-18,34,False
2017-10-19,35,False
2017-10-20,37,False
2017-10-21,40,False
2017-10-22,39,False
2017-10-23,36,False
2017-10-24,36,False
2017-10-25,36,False
2017-10-26,41,False
2017-10-27,44,False
2017-10-28,56,False
2017-10-29,45,False
2017-10-30,38,False
2017-10-31,35,False
2017-11-01,38,False
2017-11-02,40,False
2017-11-03,44,False
2017-11-04,42,False
2017-11-05,41,False
2017-11-06,37,False
2017-11-07,37,False
2017-11-08,39,False
2017-11-09,49,False
2017-11-10,52,False
2017-11-11,57,False
2017-11-12,52,False
2017-11-13,44,False
2017-11-14,39,False
2017-11-15,39,False
2017-11-16,37,False
2017-11-17,37,False
2017-11-18,44,False
2017-11-19,45,False
2017-11-20,36,False
2017-11-21,37,False
2017-11-22,39,False
2017-11-23,60,False
2017-11-24,45,False
2017-11-25,41,False
2017-11-26,41,False
2017-11-27,35,False
2017-11-28,37,False
2017-11-29,38,False
2017-11-30,37,False
2017-12-01,36,False
2017-12-02,43,False
2017-12-03,40,False
2017-12-04,36,False
2017-12-05,37,False
2017-12-06,38,False
2017-12-07,41,False
2017-12-08,42,False
2017-12-09,47,False
2017-12-10,46,False
2017-12-11,39,False
2017-12-12,38,False
2017-12-13,41,False
2017-12-14,39,False
2017-12-15,39,False
2017-12-16,43,False
2017-12-17,43,False
2017-12-18,40,False
2017-12-19,39,False
2017-12-20,39,False
2017-12-21,42,False
2017-12-22,43,False
2017-12-23,45,False
2017-12-24,55,False
2017-12-25,100,False
2017-12-26,52,False
2017-12-27,44,False
2017-12-28,45,False
2017-12-29,43,False
2017-12-30,44,False
2017-12-31,46,False
2018-01-01,58,False
2018-01-02,42,False
2018-01-03,37,False
2018-01-04,38,False
2018-01-05,38,False
2018-01-06,41,False
2018-01-07,42,False
2018-01-08,35,False
2018-01-09,34,False
2018-01-10,35,False
2018-01-11,35,False
2018-01-12,35,False
2018-01-13,38,False
2018-01-14,37,False
2018-01-15,35,False
2018-01-16,33,False
2018-01-17,33,False
2018-01-18,33,False
2018-01-19,34,False
2018-01-20,37,False
2018-01-21,39,False
2018-01-22,32,False
2018-01-23,30,False
2018-01-24,33,False
2018-01-25,33,False
2018-01-26,35,False
2018-01-27,38,False
2018-01-28,40,False
2018-01-29,33,False
2018-01-30,31,False
2018-01-31,33,False
2018-02-01,33,False
2018-02-02,34,False
2018-02-03,37,False
2018-02-04,33,False
2018-02-05,29,False
2018-02-06,30,False
2018-02-07,31,False
2018-02-08,32,False
2018-02-09,33,False
2018-02-10,36,False
2018-02-11,37,False
2018-02-12,33,False
2018-02-13,32,False
