date,Workday,isPartial
2012-10-12,100,False
2012-10-13,33,False
2012-10-14,14,False
2012-10-15,29,False
2012-10-16,23,False
2012-10-17,19,False
2012-10-18,16,False
2012-10-19,13,False
2012-10-20,8,False
2012-10-21,5,False
2012-10-22,14,False
2012-10-23,15,False
2012-10-24,14,False
2012-10-25,12,False
2012-10-26,10,False
2012-10-27,7,False
2012-10-28,4,False
2012-10-29,12,False
2012-10-30,9,False
2012-10-31,12,False
2012-11-01,11,False
2012-11-02,13,False
2012-11-03,5,False
2012-11-04,5,False
2012-11-05,12,False
2012-11-06,14,False
2012-11-07,13,False
2012-11-08,14,False
2012-11-09,12,False
2012-11-10,6,False
2012-11-11,5,False
2012-11-12,11,False
2012-11-13,10,False
2012-11-14,11,False
2012-11-15,12,False
2012-11-16,9,False
2012-11-17,5,False
2012-11-18,5,False
2012-11-19,11,False
2012-11-20,12,False
2012-11-21,12,False
2012-11-22,7,False
2012-11-23,7,False
2012-11-24,5,False
2012-11-25,4,False
2012-11-26,11,False
2012-11-27,11,False
2012-11-28,14,False
2012-11-29,9,False
2012-11-30,10,False
2012-12-01,6,False
2012-12-02,5,False
2012-12-03,11,False
2012-12-04,9,False
2012-12-05,9,False
2012-12-06,13,False
2012-12-07,8,False
2012-12-08,4,False
2012-12-09,5,False
2012-12-10,8,False
2012-12-11,14,False
2012-12-12,10,False
2012-12-13,14,False
2012-12-14,9,False
2012-12-15,4,False
2012-12-16,5,False
2012-12-17,11,False
2012-12-18,11,False
2012-12-19,10,False
2012-12-20,11,False
2012-12-21,8,False
2012-12-22,6,False
2012-12-23,3,False
2012-12-24,5,False
2012-12-25,2,False
2012-12-26,5,False
2012-12-27,10,False
2012-12-28,4,False
2012-12-29,4,False
2012-12-30,6,False
2012-12-31,4,False
2013-01-01,6,False
2013-01-02,11,False
2013-01-03,10,False
2013-01-04,9,False
2013-01-05,6,False
2013-01-06,7,False
2013-01-07,13,False
2013-01-08,12,False
2013-01-09,10,False
2013-01-10,12,False
2013-01-11,14,False
2013-01-12,5,False
2013-01-13,4,False
2013-01-14,10,False
2013-01-15,9,False
2013-01-16,10,False
2013-01-17,15,False
2013-01-18,11,False
2013-01-19,5,False
2013-01-20,7,False
2013-01-21,8,False
2013-01-22,14,False
2013-01-23,9,False
2013-01-24,9,False
2013-01-25,11,False
2013-01-26,4,False
2013-01-27,6,False
2013-01-28,13,False
2013-01-29,11,False
2013-01-30,14,False
2013-01-31,13,False
2013-02-01,17,False
2013-02-02,6,False
2013-02-03,6,False
2013-02-04,8,False
2013-02-05,12,False
2013-02-06,13,False
2013-02-07,13,False
2013-02-08,13,False
2013-02-09,6,False
2013-02-10,6,False
2013-02-11,10,False
2013-02-12,12,False
2013-02-13,11,False
2013-02-14,9,False
2013-02-15,10,False
2013-02-16,6,False
2013-02-17,3,False
2013-02-18,10,False
2013-02-19,12,False
2013-02-20,10,False
2013-02-21,14,False
2013-02-22,11,False
2013-02-23,5,False
2013-02-24,4,False
2013-02-25,10,False
2013-02-26,10,False
2013-02-27,12,False
2013-02-28,10,False
2013-03-01,11,False
2013-03-02,6,False
2013-03-03,6,False
2013-03-04,11,False
2013-03-05,11,False
2013-03-06,11,False
2013-03-07,14,False
2013-03-08,17,False
2013-03-09,6,False
2013-03-10,5,False
2013-03-11,13,False
2013-03-12,11,False
2013-03-13,11,False
2013-03-14,10,False
2013-03-15,12,False
2013-03-16,4,False
2013-03-17,5,False
2013-03-18,11,False
2013-03-19,13,False
2013-03-20,13,False
2013-03-21,16,False
