date,Workday,isPartial
2015-04-10,74,False
2015-04-11,32,False
2015-04-12,27,False
2015-04-13,85,False
2015-04-14,73,False
2015-04-15,67,False
2015-04-16,74,False
2015-04-17,62,False
2015-04-18,27,False
2015-04-19,38,False
2015-04-20,59,False
2015-04-21,65,False
2015-04-22,52,False
2015-04-23,66,False
2015-04-24,62,False
2015-04-25,24,False
2015-04-26,36,False
2015-04-27,72,False
2015-04-28,55,False
2015-04-29,70,False
2015-04-30,73,False
2015-05-01,59,False
2015-05-02,28,False
2015-05-03,18,False
2015-05-04,59,False
2015-05-05,68,False
2015-05-06,72,False
2015-05-07,58,False
2015-05-08,76,False
2015-05-09,36,False
2015-05-10,30,False
2015-05-11,67,False
2015-05-12,56,False
2015-05-13,64,False
2015-05-14,78,False
2015-05-15,48,False
2015-05-16,31,False
2015-05-17,26,False
2015-05-18,68,False
2015-05-19,65,False
2015-05-20,58,False
2015-05-21,60,False
2015-05-22,62,False
2015-05-23,25,False
2015-05-24,25,False
2015-05-25,32,False
2015-05-26,64,False
2015-05-27,71,False
2015-05-28,75,False
2015-05-29,59,False
2015-05-30,26,False
2015-05-31,26,False
2015-06-01,63,False
2015-06-02,63,False
2015-06-03,70,False
2015-06-04,74,False
2015-06-05,62,False
2015-06-06,35,False
2015-06-07,29,False
2015-06-08,62,False
2015-06-09,64,False
2015-06-10,71,False
2015-06-11,67,False
2015-06-12,58,False
2015-06-13,32,False
2015-06-14,31,False
2015-06-15,72,False
2015-06-16,51,False
2015-06-17,66,False
2015-06-18,72,False
2015-06-19,79,False
2015-06-20,37,False
2015-06-21,33,False
2015-06-22,79,False
2015-06-23,81,False
2015-06-24,72,False
2015-06-25,86,False
2015-06-26,69,False
2015-06-27,32,False
2015-06-28,31,False
2015-06-29,63,False
2015-06-30,80,False
2015-07-01,73,False
2015-07-02,69,False
2015-07-03,42,False
2015-07-04,25,False
2015-07-05,23,False
2015-07-06,77,False
2015-07-07,82,False
2015-07-08,75,False
2015-07-09,84,False
2015-07-10,65,False
2015-07-11,36,False
2015-07-12,25,False
2015-07-13,66,False
2015-07-14,66,False
2015-07-15,80,False
2015-07-16,85,False
2015-07-17,82,False
2015-07-18,34,False
2015-07-19,44,False
2015-07-20,77,False
2015-07-21,68,False
2015-07-22,78,False
2015-07-23,73,False
2015-07-24,67,False
2015-07-25,28,False
2015-07-26,29,False
2015-07-27,77,False
2015-07-28,78,False
2015-07-29,77,False
2015-07-30,73,False
2015-07-31,67,False
2015-08-01,35,False
2015-08-02,35,False
2015-08-03,76,False
2015-08-04,71,False
2015-08-05,69,False
