date,Workday,isPartial
2016-09-11,29,False
2016-09-12,70,False
2016-09-13,69,False
2016-09-14,68,False
2016-09-15,72,False
2016-09-16,73,False
2016-09-17,29,False
2016-09-18,27,False
2016-09-19,61,False
2016-09-20,70,False
2016-09-21,63,False
2016-09-22,85,False
2016-09-23,71,False
2016-09-24,22,False
2016-09-25,27,False
2016-09-26,72,False
2016-09-27,70,False
2016-09-28,71,False
2016-09-29,65,False
2016-09-30,68,False
2016-10-01,34,False
2016-10-02,35,False
2016-10-03,79,False
2016-10-04,69,False
2016-10-05,70,False
2016-10-06,72,False
2016-10-07,68,False
2016-10-08,27,False
2016-10-09,32,False
2016-10-10,58,False
2016-10-11,73,False
2016-10-12,72,False
2016-10-13,71,False
2016-10-14,69,False
2016-10-15,34,False
2016-10-16,33,False
2016-10-17,58,False
2016-10-18,76,False
2016-10-19,65,False
2016-10-20,67,False
2016-10-21,77,False
2016-10-22,30,False
2016-10-23,34,False
2016-10-24,74,False
2016-10-25,74,False
2016-10-26,68,False
2016-10-27,71,False
2016-10-28,65,False
2016-10-29,31,False
2016-10-30,30,False
2016-10-31,70,False
2016-11-01,54,False
2016-11-02,69,False
2016-11-03,66,False
2016-11-04,65,False
2016-11-05,30,False
2016-11-06,36,False
2016-11-07,72,False
2016-11-08,57,False
2016-11-09,51,False
2016-11-10,62,False
2016-11-11,63,False
2016-11-12,34,False
2016-11-13,30,False
2016-11-14,77,False
2016-11-15,66,False
2016-11-16,72,False
2016-11-17,84,False
2016-11-18,70,False
2016-11-19,33,False
2016-11-20,30,False
2016-11-21,70,False
2016-11-22,75,False
2016-11-23,63,False
2016-11-24,37,False
2016-11-25,39,False
2016-11-26,22,False
2016-11-27,22,False
2016-11-28,78,False
2016-11-29,71,False
2016-11-30,77,False
2016-12-01,92,False
2016-12-02,86,False
2016-12-03,34,False
2016-12-04,31,False
2016-12-05,65,False
2016-12-06,66,False
2016-12-07,71,False
2016-12-08,75,False
2016-12-09,67,False
2016-12-10,35,False
2016-12-11,32,False
2016-12-12,71,False
2016-12-13,69,False
2016-12-14,83,False
2016-12-15,82,False
2016-12-16,65,False
2016-12-17,37,False
2016-12-18,33,False
2016-12-19,74,False
2016-12-20,72,False
2016-12-21,59,False
2016-12-22,64,False
2016-12-23,45,False
2016-12-24,20,False
2016-12-25,17,False
2016-12-26,32,False
2016-12-27,55,False
2016-12-28,57,False
2016-12-29,62,False
2016-12-30,54,False
2016-12-31,37,False
2017-01-01,24,False
2017-01-02,42,False
2017-01-03,84,False
2017-01-04,86,False
2017-01-05,94,False
2017-01-06,83,False
2017-01-07,35,False
2017-01-08,33,False
2017-01-09,78,False
2017-01-10,84,False
2017-01-11,100,False
2017-01-12,99,False
2017-01-13,87,False
2017-01-14,43,False
2017-01-15,42,False
2017-01-16,69,False
2017-01-17,75,False
2017-01-18,93,False
2017-01-19,87,False
2017-01-20,86,False
2017-01-21,56,False
2017-01-22,36,False
2017-01-23,91,False
2017-01-24,90,False
2017-01-25,89,False
2017-01-26,85,False
2017-01-27,84,False
2017-01-28,48,False
2017-01-29,41,False
2017-01-30,82,False
2017-01-31,84,False
2017-02-01,81,False
2017-02-02,84,False
2017-02-03,72,False
2017-02-04,39,False
2017-02-05,31,False
2017-02-06,75,False
2017-02-07,93,False
2017-02-08,91,False
2017-02-09,95,False
2017-02-10,88,False
2017-02-11,35,False
2017-02-12,42,False
2017-02-13,75,False
2017-02-14,71,False
2017-02-15,72,False
2017-02-16,82,False
2017-02-17,73,False
2017-02-18,36,False
2017-02-19,38,False
2017-02-20,75,False
2017-02-21,82,False
2017-02-22,65,False
2017-02-23,85,False
2017-02-24,82,False
2017-02-25,35,False
2017-02-26,37,False
2017-02-27,89,False
2017-02-28,88,False
2017-03-01,77,False
2017-03-02,87,False
2017-03-03,71,False
2017-03-04,34,False
2017-03-05,30,False
2017-03-06,71,False
2017-03-07,74,False
2017-03-08,75,False
2017-03-09,86,False
2017-03-10,71,False
2017-03-11,41,False
2017-03-12,34,False
2017-03-13,79,False
2017-03-14,64,False
2017-03-15,66,False
2017-03-16,78,False
2017-03-17,68,False
2017-03-18,36,False
2017-03-19,32,False
2017-03-20,87,False
2017-03-21,83,False
2017-03-22,65,False
2017-03-23,74,False
2017-03-24,72,False
2017-03-25,26,False
2017-03-26,34,False
2017-03-27,85,False
2017-03-28,76,False
2017-03-29,75,False
2017-03-30,84,False
2017-03-31,83,False
2017-04-01,27,False
2017-04-02,40,False
2017-04-03,72,False
2017-04-04,76,False
2017-04-05,95,False
2017-04-06,88,False
2017-04-07,77,False
2017-04-08,49,False
2017-04-09,43,False
2017-04-10,71,False
2017-04-11,68,False
2017-04-12,78,False
2017-04-13,68,False
2017-04-14,67,False
2017-04-15,34,False
2017-04-16,26,False
2017-04-17,74,False
2017-04-18,86,False
2017-04-19,75,False
2017-04-20,97,False
2017-04-21,69,False
2017-04-22,34,False
2017-04-23,37,False
2017-04-24,65,False
2017-04-25,74,False
2017-04-26,75,False
2017-04-27,88,False
2017-04-28,76,False
2017-04-29,37,False
2017-04-30,29,False
2017-05-01,72,False
2017-05-02,79,False
2017-05-03,76,False
2017-05-04,81,False
2017-05-05,71,False
2017-05-06,38,False
2017-05-07,33,False
2017-05-08,71,False
2017-05-09,69,False
2017-05-10,79,False
2017-05-11,85,False
2017-05-12,68,False
2017-05-13,39,False
2017-05-14,21,False
2017-05-15,78,False
2017-05-16,77,False
2017-05-17,83,False
2017-05-18,86,False
2017-05-19,78,False
2017-05-20,25,False
2017-05-21,29,False
2017-05-22,69,False
2017-05-23,72,False
2017-05-24,73,False
2017-05-25,74,False
2017-05-26,70,False
2017-05-27,33,False
2017-05-28,35,False
2017-05-29,44,False
