date,Workday,isPartial
2018-02-13,76,False
2018-02-14,79,False
2018-02-15,97,False
2018-02-16,82,False
2018-02-17,37,False
2018-02-18,38,False
2018-02-19,64,False
2018-02-20,83,False
2018-02-21,90,False
2018-02-22,88,False
2018-02-23,87,False
2018-02-24,45,False
2018-02-25,33,False
2018-02-26,78,False
2018-02-27,90,False
2018-02-28,89,False
2018-03-01,90,False
2018-03-02,80,False
2018-03-03,40,False
2018-03-04,50,False
2018-03-05,77,False
2018-03-06,89,False
2018-03-07,89,False
2018-03-08,86,False
2018-03-09,80,False
2018-03-10,44,False
2018-03-11,42,False
2018-03-12,82,False
2018-03-13,88,False
2018-03-14,73,False
2018-03-15,94,False
2018-03-16,80,False
2018-03-17,45,False
2018-03-18,38,False
2018-03-19,85,False
2018-03-20,86,False
2018-03-21,83,False
2018-03-22,88,False
2018-03-23,71,False
2018-03-24,50,False
2018-03-25,38,False
2018-03-26,79,False
2018-03-27,89,False
2018-03-28,85,False
2018-03-29,82,False
2018-03-30,82,False
2018-03-31,36,False
2018-04-01,30,False
2018-04-02,75,False
2018-04-03,74,False
2018-04-04,86,False
2018-04-05,94,False
2018-04-06,86,False
2018-04-07,49,False
2018-04-08,41,False
2018-04-09,92,False
2018-04-10,88,False
2018-04-11,82,False
2018-04-12,88,False
2018-04-13,78,False
2018-04-14,46,False
2018-04-15,46,False
2018-04-16,70,False
2018-04-17,80,False
2018-04-18,88,False
2018-04-19,86,False
2018-04-20,82,False
2018-04-21,38,False
2018-04-22,34,False
2018-04-23,75,False
2018-04-24,74,False
2018-04-25,95,False
2018-04-26,85,False
2018-04-27,80,False
2018-04-28,37,False
2018-04-29,29,False
2018-04-30,83,False
2018-05-01,75,False
2018-05-02,78,False
2018-05-03,80,False
2018-05-04,75,False
2018-05-05,36,False
2018-05-06,36,False
2018-05-07,69,False
2018-05-08,71,False
2018-05-09,88,False
2018-05-10,86,False
2018-05-11,72,False
2018-05-12,37,False
2018-05-13,26,False
2018-05-14,80,False
2018-05-15,95,False
2018-05-16,88,False
2018-05-17,73,False
2018-05-18,79,False
2018-05-19,31,False
2018-05-20,33,False
2018-05-21,86,False
2018-05-22,84,False
2018-05-23,87,False
2018-05-24,89,False
2018-05-25,80,False
2018-05-26,34,False
2018-05-27,23,False
2018-05-28,35,False
2018-05-29,81,False
2018-05-30,86,False
2018-05-31,100,False
2018-06-01,86,False
2018-06-02,38,False
2018-06-03,33,False
2018-06-04,81,False
2018-06-05,85,False
2018-06-06,82,False
2018-06-07,93,False
2018-06-08,81,False
2018-06-09,34,False
2018-06-10,29,False
2018-06-11,91,False
2018-06-12,86,False
2018-06-13,82,False
2018-06-14,81,False
2018-06-15,89,False
2018-06-16,46,False
2018-06-17,52,False
2018-06-18,90,False
2018-06-19,88,False
2018-06-20,86,False
2018-06-21,80,False
2018-06-22,73,False
2018-06-23,40,False
2018-06-24,41,False
2018-06-25,77,False
2018-06-26,82,False
2018-06-27,96,False
2018-06-28,93,False
2018-06-29,95,False
