date,Netflix,isPartial
2017-01-19,62,False
2017-01-20,63,False
2017-01-21,79,False
2017-01-22,82,False
2017-01-23,64,False
2017-01-24,62,False
2017-01-25,59,False
2017-01-26,58,False
2017-01-27,63,False
2017-01-28,78,False
2017-01-29,82,False
2017-01-30,61,False
2017-01-31,57,False
2017-02-01,57,False
2017-02-02,58,False
2017-02-03,62,False
2017-02-04,77,False
2017-02-05,81,False
2017-02-06,59,False
2017-02-07,57,False
2017-02-08,59,False
2017-02-09,59,False
2017-02-10,63,False
2017-02-11,78,False
2017-02-12,82,False
2017-02-13,60,False
2017-02-14,55,False
2017-02-15,54,False
2017-02-16,53,False
2017-02-17,58,False
2017-02-18,73,False
2017-02-19,79,False
2017-02-20,61,False
2017-02-21,54,False
2017-02-22,53,False
2017-02-23,53,False
2017-02-24,58,False
2017-02-25,73,False
2017-02-26,75,False
2017-02-27,74,False
2017-02-28,61,False
2017-03-01,57,False
2017-03-02,55,False
2017-03-03,60,False
2017-03-04,74,False
2017-03-05,81,False
2017-03-06,56,False
2017-03-07,52,False
2017-03-08,52,False
2017-03-09,50,False
2017-03-10,57,False
2017-03-11,72,False
2017-03-12,78,False
2017-03-13,56,False
2017-03-14,57,False
2017-03-15,54,False
2017-03-16,52,False
2017-03-17,62,False
2017-03-18,77,False
2017-03-19,83,False
2017-03-20,60,False
2017-03-21,60,False
2017-03-22,61,False
2017-03-23,63,False
2017-03-24,66,False
2017-03-25,78,False
2017-03-26,85,False
2017-03-27,61,False
2017-03-28,57,False
2017-03-29,55,False
2017-03-30,56,False
2017-03-31,66,False
2017-04-01,85,False
2017-04-02,88,False
2017-04-03,63,False
2017-04-04,60,False
2017-04-05,60,False
2017-04-06,60,False
2017-04-07,62,False
2017-04-08,78,False
2017-04-09,82,False
2017-04-10,66,False
2017-04-11,63,False
2017-04-12,61,False
2017-04-13,66,False
2017-04-14,78,False
2017-04-15,79,False
2017-04-16,84,False
2017-04-17,73,False
2017-04-18,65,False
2017-04-19,63,False
2017-04-20,60,False
2017-04-21,68,False
2017-04-22,80,False
2017-04-23,82,False
2017-04-24,62,False
2017-04-25,59,False
2017-04-26,59,False
2017-04-27,60,False
2017-04-28,67,False
2017-04-29,80,False
2017-04-30,89,False
2017-05-01,83,False
2017-05-02,62,False
2017-05-03,59,False
2017-05-04,58,False
2017-05-05,64,False
2017-05-06,85,False
2017-05-07,86,False
2017-05-08,65,False
2017-05-09,58,False
2017-05-10,55,False
2017-05-11,57,False
2017-05-12,63,False
2017-05-13,75,False
2017-05-14,79,False
2017-05-15,58,False
2017-05-16,55,False
2017-05-17,57,False
2017-05-18,56,False
2017-05-19,64,False
2017-05-20,77,False
2017-05-21,81,False
2017-05-22,60,False
2017-05-23,56,False
2017-05-24,56,False
2017-05-25,62,False
2017-05-26,62,False
2017-05-27,73,False
2017-05-28,81,False
2017-05-29,66,False
2017-05-30,63,False
2017-05-31,58,False
2017-06-01,60,False
2017-06-02,62,False
2017-06-03,73,False
2017-06-04,80,False
2017-06-05,63,False
2017-06-06,58,False
2017-06-07,57,False
2017-06-08,55,False
2017-06-09,63,False
2017-06-10,73,False
2017-06-11,80,False
2017-06-12,58,False
2017-06-13,57,False
2017-06-14,56,False
2017-06-15,63,False
2017-06-16,65,False
2017-06-17,76,False
2017-06-18,77,False
2017-06-19,62,False
2017-06-20,60,False
2017-06-21,60,False
2017-06-22,59,False
2017-06-23,63,False
2017-06-24,74,False
2017-06-25,85,False
2017-06-26,69,False
2017-06-27,66,False
2017-06-28,65,False
2017-06-29,63,False
2017-06-30,66,False
2017-07-01,82,False
2017-07-02,87,False
2017-07-03,69,False
2017-07-04,68,False
2017-07-05,62,False
2017-07-06,64,False
2017-07-07,68,False
2017-07-08,81,False
2017-07-09,87,False
2017-07-10,67,False
2017-07-11,65,False
2017-07-12,65,False
2017-07-13,63,False
2017-07-14,67,False
2017-07-15,82,False
2017-07-16,89,False
2017-07-17,69,False
2017-07-18,70,False
2017-07-19,66,False
2017-07-20,66,False
2017-07-21,70,False
2017-07-22,83,False
2017-07-23,91,False
2017-07-24,71,False
2017-07-25,70,False
2017-07-26,73,False
2017-07-27,69,False
2017-07-28,71,False
2017-07-29,85,False
2017-07-30,92,False
2017-07-31,72,False
2017-08-01,70,False
2017-08-02,70,False
2017-08-03,69,False
2017-08-04,72,False
2017-08-05,86,False
2017-08-06,90,False
2017-08-07,74,False
2017-08-08,70,False
2017-08-09,70,False
2017-08-10,66,False
2017-08-11,70,False
2017-08-12,83,False
2017-08-13,89,False
2017-08-14,69,False
2017-08-15,69,False
2017-08-16,65,False
2017-08-17,64,False
2017-08-18,73,False
2017-08-19,86,False
2017-08-20,96,False
2017-08-21,71,False
2017-08-22,65,False
2017-08-23,64,False
2017-08-24,66,False
2017-08-25,75,False
2017-08-26,93,False
2017-08-27,97,False
2017-08-28,72,False
2017-08-29,69,False
2017-08-30,69,False
2017-08-31,67,False
2017-09-01,77,False
2017-09-02,94,False
2017-09-03,100,False
2017-09-04,79,False
2017-09-05,66,False
2017-09-06,65,False
2017-09-07,68,False
2017-09-08,71,False
2017-09-09,87,False
2017-09-10,96,False
2017-09-11,67,False
2017-09-12,63,False
2017-09-13,60,False
2017-09-14,62,False
2017-09-15,66,False
2017-09-16,84,False
2017-09-17,89,False
2017-09-18,68,False
2017-09-19,63,False
2017-09-20,63,False
2017-09-21,64,False
2017-09-22,71,False
2017-09-23,83,False
2017-09-24,91,False
2017-09-25,67,False
2017-09-26,62,False
2017-09-27,62,False
2017-09-28,62,False
2017-09-29,71,False
2017-09-30,90,False
2017-10-01,98,False
2017-10-02,69,False
2017-10-03,64,False
2017-10-04,63,False
2017-10-05,66,False
2017-10-06,73,False
