date,Netflix,isPartial
2015-08-18,60,False
2015-08-19,57,False
2015-08-20,58,False
2015-08-21,62,False
2015-08-22,74,False
2015-08-23,81,False
2015-08-24,58,False
2015-08-25,58,False
2015-08-26,55,False
2015-08-27,57,False
2015-08-28,61,False
2015-08-29,79,False
2015-08-30,85,False
2015-08-31,62,False
2015-09-01,63,False
2015-09-02,60,False
2015-09-03,55,False
2015-09-04,60,False
2015-09-05,77,False
2015-09-06,81,False
2015-09-07,71,False
2015-09-08,58,False
2015-09-09,57,False
2015-09-10,56,False
2015-09-11,60,False
2015-09-12,76,False
2015-09-13,80,False
2015-09-14,56,False
2015-09-15,54,False
2015-09-16,54,False
2015-09-17,54,False
2015-09-18,59,False
2015-09-19,76,False
2015-09-20,83,False
2015-09-21,60,False
2015-09-22,56,False
2015-09-23,58,False
2015-09-24,57,False
2015-09-25,61,False
2015-09-26,77,False
2015-09-27,81,False
2015-09-28,59,False
2015-09-29,59,False
2015-09-30,59,False
2015-10-01,58,False
2015-10-02,64,False
2015-10-03,81,False
2015-10-04,85,False
2015-10-05,60,False
2015-10-06,58,False
2015-10-07,56,False
2015-10-08,56,False
2015-10-09,63,False
2015-10-10,78,False
2015-10-11,83,False
2015-10-12,66,False
2015-10-13,55,False
2015-10-14,55,False
2015-10-15,70,False
2015-10-16,63,False
2015-10-17,75,False
2015-10-18,82,False
2015-10-19,60,False
2015-10-20,61,False
2015-10-21,60,False
2015-10-22,66,False
2015-10-23,68,False
2015-10-24,86,False
2015-10-25,85,False
2015-10-26,65,False
2015-10-27,60,False
2015-10-28,58,False
2015-10-29,58,False
2015-10-30,67,False
2015-10-31,81,False
2015-11-01,87,False
2015-11-02,67,False
2015-11-03,59,False
2015-11-04,58,False
2015-11-05,56,False
2015-11-06,60,False
2015-11-07,78,False
2015-11-08,81,False
2015-11-09,59,False
2015-11-10,56,False
2015-11-11,60,False
2015-11-12,55,False
2015-11-13,57,False
2015-11-14,70,False
2015-11-15,77,False
2015-11-16,59,False
2015-11-17,52,False
2015-11-18,51,False
2015-11-19,55,False
2015-11-20,62,False
2015-11-21,79,False
2015-11-22,83,False
2015-11-23,60,False
2015-11-24,59,False
2015-11-25,57,False
2015-11-26,58,False
2015-11-27,64,False
2015-11-28,77,False
2015-11-29,81,False
2015-11-30,59,False
2015-12-01,56,False
2015-12-02,57,False
2015-12-03,55,False
2015-12-04,58,False
2015-12-05,76,False
2015-12-06,79,False
2015-12-07,60,False
2015-12-08,61,False
2015-12-09,56,False
2015-12-10,55,False
2015-12-11,61,False
2015-12-12,76,False
2015-12-13,81,False
2015-12-14,60,False
2015-12-15,59,False
2015-12-16,58,False
2015-12-17,64,False
2015-12-18,68,False
2015-12-19,82,False
2015-12-20,84,False
2015-12-21,71,False
2015-12-22,70,False
2015-12-23,74,False
2015-12-24,75,False
2015-12-25,87,False
2015-12-26,93,False
2015-12-27,100,False
2015-12-28,86,False
2015-12-29,83,False
2015-12-30,83,False
2015-12-31,78,False
2016-01-01,89,False
2016-01-02,84,False
2016-01-03,88,False
2016-01-04,69,False
2016-01-05,65,False
2016-01-06,77,False
2016-01-07,100,False
2016-01-08,84,False
2016-01-09,93,False
2016-01-10,94,False
2016-01-11,68,False
2016-01-12,64,False
2016-01-13,64,False
2016-01-14,62,False
2016-01-15,68,False
2016-01-16,83,False
2016-01-17,84,False
2016-01-18,71,False
2016-01-19,61,False
2016-01-20,62,False
2016-01-21,61,False
2016-01-22,64,False
2016-01-23,82,False
2016-01-24,84,False
2016-01-25,60,False
2016-01-26,59,False
2016-01-27,59,False
2016-01-28,57,False
2016-01-29,57,False
2016-01-30,76,False
2016-01-31,78,False
2016-02-01,59,False
2016-02-02,54,False
2016-02-03,51,False
2016-02-04,51,False
2016-02-05,56,False
2016-02-06,72,False
2016-02-07,71,False
2016-02-08,55,False
2016-02-09,55,False
2016-02-10,54,False
2016-02-11,52,False
2016-02-12,56,False
2016-02-13,72,False
2016-02-14,75,False
2016-02-15,61,False
2016-02-16,55,False
2016-02-17,51,False
2016-02-18,48,False
2016-02-19,53,False
2016-02-20,69,False
2016-02-21,75,False
2016-02-22,54,False
2016-02-23,52,False
2016-02-24,49,False
2016-02-25,50,False
2016-02-26,61,False
2016-02-27,73,False
2016-02-28,76,False
2016-02-29,55,False
2016-03-01,52,False
2016-03-02,50,False
2016-03-03,53,False
2016-03-04,60,False
2016-03-05,72,False
2016-03-06,77,False
2016-03-07,55,False
2016-03-08,50,False
2016-03-09,56,False
2016-03-10,49,False
2016-03-11,53,False
2016-03-12,68,False
2016-03-13,73,False
2016-03-14,53,False
2016-03-15,50,False
2016-03-16,48,False
2016-03-17,50,False
2016-03-18,59,False
2016-03-19,73,False
2016-03-20,78,False
2016-03-21,58,False
2016-03-22,54,False
2016-03-23,54,False
2016-03-24,59,False
2016-03-25,72,False
2016-03-26,73,False
2016-03-27,78,False
2016-03-28,64,False
2016-03-29,53,False
2016-03-30,51,False
2016-03-31,51,False
2016-04-01,58,False
2016-04-02,76,False
2016-04-03,77,False
2016-04-04,53,False
2016-04-05,49,False
2016-04-06,49,False
2016-04-07,49,False
2016-04-08,54,False
2016-04-09,69,False
2016-04-10,69,False
2016-04-11,53,False
2016-04-12,49,False
2016-04-13,46,False
2016-04-14,48,False
