date,Netflix,isPartial
2013-11-06,48,False
2013-11-07,48,False
2013-11-08,52,False
2013-11-09,71,False
2013-11-10,77,False
2013-11-11,57,False
2013-11-12,52,False
2013-11-13,55,False
2013-11-14,50,False
2013-11-15,54,False
2013-11-16,78,False
2013-11-17,77,False
2013-11-18,56,False
2013-11-19,51,False
2013-11-20,50,False
2013-11-21,50,False
2013-11-22,55,False
2013-11-23,77,False
2013-11-24,80,False
2013-11-25,55,False
2013-11-26,55,False
2013-11-27,55,False
2013-11-28,55,False
2013-11-29,61,False
2013-11-30,77,False
2013-12-01,76,False
2013-12-02,53,False
2013-12-03,52,False
2013-12-04,51,False
2013-12-05,53,False
2013-12-06,58,False
2013-12-07,76,False
2013-12-08,82,False
2013-12-09,57,False
2013-12-10,54,False
2013-12-11,56,False
2013-12-12,52,False
2013-12-13,57,False
2013-12-14,77,False
2013-12-15,82,False
2013-12-16,58,False
2013-12-17,60,False
2013-12-18,59,False
2013-12-19,59,False
2013-12-20,66,False
2013-12-21,80,False
2013-12-22,84,False
2013-12-23,75,False
2013-12-24,75,False
2013-12-25,91,False
2013-12-26,84,False
2013-12-27,90,False
2013-12-28,93,False
2013-12-29,96,False
2013-12-30,88,False
2013-12-31,90,False
2014-01-01,100,False
2014-01-02,90,False
2014-01-03,87,False
2014-01-04,95,False
2014-01-05,99,False
2014-01-06,79,False
2014-01-07,69,False
2014-01-08,69,False
2014-01-09,62,False
2014-01-10,65,False
2014-01-11,89,False
2014-01-12,91,False
2014-01-13,68,False
2014-01-14,62,False
2014-01-15,58,False
2014-01-16,58,False
2014-01-17,63,False
2014-01-18,84,False
2014-01-19,85,False
2014-01-20,67,False
2014-01-21,64,False
2014-01-22,64,False
2014-01-23,63,False
2014-01-24,65,False
2014-01-25,85,False
2014-01-26,92,False
2014-01-27,65,False
2014-01-28,62,False
2014-01-29,59,False
2014-01-30,57,False
2014-01-31,59,False
2014-02-01,82,False
2014-02-02,81,False
2014-02-03,60,False
2014-02-04,57,False
2014-02-05,57,False
2014-02-06,51,False
2014-02-07,54,False
2014-02-08,76,False
2014-02-09,83,False
2014-02-10,57,False
2014-02-11,54,False
2014-02-12,53,False
2014-02-13,58,False
2014-02-14,67,False
2014-02-15,85,False
2014-02-16,85,False
2014-02-17,68,False
2014-02-18,58,False
2014-02-19,55,False
2014-02-20,54,False
2014-02-21,56,False
2014-02-22,78,False
2014-02-23,84,False
2014-02-24,62,False
2014-02-25,55,False
2014-02-26,53,False
2014-02-27,55,False
