date,Netflix,isPartial
2014-12-01,51,False
2014-12-02,51,False
2014-12-03,48,False
2014-12-04,48,False
2014-12-05,51,False
2014-12-06,72,False
2014-12-07,74,False
2014-12-08,56,False
2014-12-09,51,False
2014-12-10,52,False
2014-12-11,50,False
2014-12-12,56,False
2014-12-13,74,False
2014-12-14,76,False
2014-12-15,54,False
2014-12-16,57,False
2014-12-17,57,False
2014-12-18,57,False
2014-12-19,60,False
2014-12-20,73,False
2014-12-21,79,False
2014-12-22,69,False
2014-12-23,66,False
2014-12-24,70,False
2014-12-25,85,False
2014-12-26,81,False
2014-12-27,87,False
2014-12-28,90,False
2014-12-29,76,False
2014-12-30,73,False
2014-12-31,78,False
2015-01-01,100,False
2015-01-02,88,False
2015-01-03,93,False
2015-01-04,95,False
2015-01-05,69,False
2015-01-06,63,False
2015-01-07,58,False
2015-01-08,59,False
2015-01-09,61,False
2015-01-10,78,False
2015-01-11,82,False
2015-01-12,61,False
2015-01-13,55,False
2015-01-14,55,False
2015-01-15,54,False
2015-01-16,59,False
2015-01-17,77,False
2015-01-18,79,False
2015-01-19,63,False
2015-01-20,58,False
2015-01-21,56,False
2015-01-22,55,False
2015-01-23,62,False
2015-01-24,78,False
2015-01-25,83,False
2015-01-26,60,False
2015-01-27,58,False
2015-01-28,55,False
2015-01-29,53,False
2015-01-30,56,False
2015-01-31,75,False
2015-02-01,78,False
2015-02-02,56,False
2015-02-03,61,False
2015-02-04,71,False
2015-02-05,53,False
2015-02-06,56,False
2015-02-07,76,False
2015-02-08,81,False
2015-02-09,57,False
2015-02-10,55,False
2015-02-11,51,False
2015-02-12,51,False
2015-02-13,58,False
2015-02-14,74,False
2015-02-15,83,False
2015-02-16,65,False
2015-02-17,63,False
2015-02-18,56,False
2015-02-19,55,False
2015-02-20,58,False
2015-02-21,77,False
2015-02-22,83,False
2015-02-23,56,False
2015-02-24,53,False
2015-02-25,55,False
2015-02-26,54,False
2015-02-27,62,False
2015-02-28,80,False
2015-03-01,85,False
2015-03-02,59,False
2015-03-03,55,False
2015-03-04,52,False
2015-03-05,55,False
2015-03-06,59,False
2015-03-07,73,False
2015-03-08,78,False
2015-03-09,53,False
2015-03-10,52,False
2015-03-11,51,False
2015-03-12,49,False
2015-03-13,55,False
2015-03-14,72,False
2015-03-15,75,False
2015-03-16,54,False
2015-03-17,51,False
2015-03-18,51,False
2015-03-19,50,False
2015-03-20,55,False
2015-03-21,73,False
2015-03-22,78,False
2015-03-23,61,False
2015-03-24,63,False
2015-03-25,60,False
2015-03-26,53,False
2015-03-27,58,False
2015-03-28,76,False
2015-03-29,78,False
2015-03-30,62,False
2015-03-31,57,False
2015-04-01,57,False
2015-04-02,62,False
2015-04-03,74,False
2015-04-04,78,False
2015-04-05,81,False
2015-04-06,67,False
2015-04-07,59,False
2015-04-08,56,False
2015-04-09,57,False
2015-04-10,69,False
2015-04-11,87,False
2015-04-12,86,False
2015-04-13,63,False
2015-04-14,58,False
2015-04-15,55,False
2015-04-16,57,False
2015-04-17,60,False
2015-04-18,75,False
2015-04-19,80,False
2015-04-20,59,False
2015-04-21,58,False
2015-04-22,53,False
2015-04-23,52,False
2015-04-24,57,False
2015-04-25,75,False
2015-04-26,80,False
2015-04-27,58,False
2015-04-28,53,False
2015-04-29,51,False
2015-04-30,52,False
2015-05-01,66,False
2015-05-02,74,False
2015-05-03,74,False
2015-05-04,56,False
2015-05-05,51,False
2015-05-06,51,False
2015-05-07,49,False
2015-05-08,56,False
2015-05-09,71,False
2015-05-10,73,False
2015-05-11,54,False
2015-05-12,54,False
2015-05-13,52,False
2015-05-14,53,False
2015-05-15,59,False
2015-05-16,73,False
2015-05-17,78,False
2015-05-18,55,False
2015-05-19,53,False
2015-05-20,54,False
2015-05-21,52,False
2015-05-22,58,False
2015-05-23,71,False
2015-05-24,78,False
2015-05-25,67,False
2015-05-26,57,False
2015-05-27,54,False
2015-05-28,53,False
2015-05-29,59,False
2015-05-30,76,False
2015-05-31,84,False
2015-06-01,61,False
2015-06-02,61,False
2015-06-03,57,False
2015-06-04,61,False
2015-06-05,63,False
2015-06-06,75,False
2015-06-07,83,False
2015-06-08,61,False
2015-06-09,60,False
2015-06-10,59,False
2015-06-11,60,False
2015-06-12,76,False
2015-06-13,83,False
2015-06-14,87,False
2015-06-15,67,False
2015-06-16,64,False
2015-06-17,65,False
2015-06-18,66,False
2015-06-19,68,False
2015-06-20,84,False
2015-06-21,86,False
2015-06-22,69,False
2015-06-23,65,False
2015-06-24,66,False
2015-06-25,65,False
2015-06-26,66,False
2015-06-27,78,False
2015-06-28,93,False
2015-06-29,68,False
2015-06-30,65,False
2015-07-01,61,False
2015-07-02,61,False
2015-07-03,65,False
2015-07-04,75,False
2015-07-05,84,False
2015-07-06,66,False
2015-07-07,63,False
2015-07-08,65,False
2015-07-09,63,False
2015-07-10,65,False
2015-07-11,81,False
2015-07-12,85,False
2015-07-13,68,False
2015-07-14,65,False
2015-07-15,65,False
2015-07-16,66,False
2015-07-17,70,False
2015-07-18,83,False
2015-07-19,90,False
2015-07-20,71,False
2015-07-21,64,False
2015-07-22,63,False
2015-07-23,63,False
2015-07-24,66,False
2015-07-25,82,False
2015-07-26,87,False
2015-07-27,68,False
2015-07-28,66,False
2015-07-29,64,False
2015-07-30,65,False
2015-07-31,67,False
2015-08-01,79,False
2015-08-02,86,False
2015-08-03,65,False
2015-08-04,65,False
2015-08-05,67,False
2015-08-06,65,False
2015-08-07,62,False
2015-08-08,76,False
2015-08-09,84,False
2015-08-10,67,False
2015-08-11,68,False
2015-08-12,65,False
2015-08-13,62,False
2015-08-14,65,False
2015-08-15,80,False
2015-08-16,87,False
2015-08-17,66,False
2015-08-18,63,False
