date,Netflix,isPartial
2018-02-13,69,False
2018-02-14,67,False
2018-02-15,69,False
2018-02-16,69,False
2018-02-17,89,False
2018-02-18,93,False
2018-02-19,71,False
2018-02-20,64,False
2018-02-21,63,False
2018-02-22,63,False
2018-02-23,70,False
2018-02-24,86,False
2018-02-25,93,False
2018-02-26,67,False
2018-02-27,65,False
2018-02-28,65,False
2018-03-01,67,False
2018-03-02,73,False
2018-03-03,92,False
2018-03-04,92,False
2018-03-05,68,False
2018-03-06,63,False
2018-03-07,64,False
2018-03-08,66,False
2018-03-09,70,False
2018-03-10,86,False
2018-03-11,94,False
2018-03-12,70,False
2018-03-13,68,False
2018-03-14,68,False
2018-03-15,64,False
2018-03-16,68,False
2018-03-17,86,False
2018-03-18,91,False
2018-03-19,68,False
2018-03-20,63,False
2018-03-21,63,False
2018-03-22,64,False
2018-03-23,70,False
2018-03-24,89,False
2018-03-25,97,False
2018-03-26,71,False
2018-03-27,67,False
2018-03-28,67,False
2018-03-29,74,False
2018-03-30,91,False
2018-03-31,94,False
2018-04-01,100,False
2018-04-02,85,False
2018-04-03,67,False
2018-04-04,65,False
2018-04-05,66,False
2018-04-06,76,False
2018-04-07,89,False
2018-04-08,93,False
2018-04-09,69,False
2018-04-10,62,False
2018-04-11,61,False
2018-04-12,61,False
2018-04-13,71,False
2018-04-14,84,False
2018-04-15,96,False
2018-04-16,70,False
2018-04-17,65,False
2018-04-18,64,False
2018-04-19,64,False
2018-04-20,67,False
2018-04-21,83,False
2018-04-22,93,False
2018-04-23,67,False
2018-04-24,62,False
2018-04-25,63,False
2018-04-26,64,False
2018-04-27,67,False
2018-04-28,85,False
2018-04-29,94,False
2018-04-30,74,False
2018-05-01,82,False
2018-05-02,64,False
2018-05-03,63,False
2018-05-04,66,False
2018-05-05,83,False
2018-05-06,90,False
2018-05-07,64,False
2018-05-08,61,False
2018-05-09,60,False
2018-05-10,68,False
2018-05-11,69,False
2018-05-12,81,False
2018-05-13,88,False
2018-05-14,70,False
2018-05-15,63,False
2018-05-16,65,False
2018-05-17,65,False
2018-05-18,79,False
2018-05-19,88,False
2018-05-20,97,False
2018-05-21,75,False
2018-05-22,72,False
2018-05-23,69,False
2018-05-24,72,False
2018-05-25,74,False
2018-05-26,80,False
2018-05-27,92,False
2018-05-28,76,False
2018-05-29,67,False
2018-05-30,65,False
2018-05-31,69,False
2018-06-01,72,False
2018-06-02,87,False
2018-06-03,92,False
2018-06-04,67,False
2018-06-05,64,False
2018-06-06,62,False
2018-06-07,58,False
2018-06-08,66,False
2018-06-09,80,False
2018-06-10,91,False
2018-06-11,85,False
2018-06-12,66,False
2018-06-13,63,False
2018-06-14,62,False
2018-06-15,68,False
2018-06-16,82,False
2018-06-17,85,False
2018-06-18,67,False
2018-06-19,63,False
2018-06-20,63,False
2018-06-21,63,False
2018-06-22,65,False
2018-06-23,78,False
2018-06-24,86,False
2018-06-25,67,False
2018-06-26,63,False
2018-06-27,61,False
2018-06-28,60,False
2018-06-29,67,False
