date,Netflix,isPartial
2015-12-26,91,False
2015-12-27,95,False
2015-12-28,83,False
2015-12-29,79,False
2015-12-30,80,False
2015-12-31,75,False
2016-01-01,85,False
2016-01-02,82,False
2016-01-03,88,False
2016-01-04,68,False
2016-01-05,61,False
2016-01-06,72,False
2016-01-07,100,False
2016-01-08,79,False
2016-01-09,88,False
2016-01-10,93,False
2016-01-11,66,False
2016-01-12,65,False
2016-01-13,62,False
2016-01-14,59,False
2016-01-15,66,False
2016-01-16,80,False
2016-01-17,83,False
2016-01-18,68,False
2016-01-19,60,False
2016-01-20,59,False
2016-01-21,57,False
2016-01-22,63,False
2016-01-23,81,False
2016-01-24,81,False
2016-01-25,59,False
2016-01-26,57,False
2016-01-27,55,False
2016-01-28,55,False
2016-01-29,55,False
2016-01-30,71,False
2016-01-31,74,False
2016-02-01,56,False
2016-02-02,53,False
2016-02-03,50,False
2016-02-04,52,False
2016-02-05,54,False
2016-02-06,67,False
2016-02-07,69,False
2016-02-08,53,False
2016-02-09,54,False
2016-02-10,52,False
2016-02-11,52,False
2016-02-12,53,False
2016-02-13,68,False
2016-02-14,72,False
2016-02-15,58,False
2016-02-16,54,False
2016-02-17,50,False
2016-02-18,46,False
2016-02-19,51,False
2016-02-20,68,False
2016-02-21,71,False
2016-02-22,53,False
2016-02-23,49,False
2016-02-24,49,False
2016-02-25,49,False
2016-02-26,59,False
2016-02-27,72,False
2016-02-28,71,False
2016-02-29,53,False
2016-03-01,49,False
2016-03-02,49,False
2016-03-03,50,False
2016-03-04,58,False
2016-03-05,71,False
2016-03-06,73,False
2016-03-07,53,False
2016-03-08,48,False
2016-03-09,53,False
2016-03-10,48,False
2016-03-11,50,False
2016-03-12,66,False
2016-03-13,70,False
2016-03-14,50,False
2016-03-15,47,False
2016-03-16,45,False
2016-03-17,48,False
2016-03-18,55,False
2016-03-19,70,False
2016-03-20,74,False
2016-03-21,56,False
2016-03-22,52,False
2016-03-23,52,False
2016-03-24,56,False
2016-03-25,68,False
2016-03-26,70,False
2016-03-27,75,False
2016-03-28,63,False
2016-03-29,50,False
2016-03-30,50,False
2016-03-31,48,False
2016-04-01,56,False
2016-04-02,74,False
