date,Hasbro,isPartial
2014-07-24,49,False
2014-07-25,49,False
2014-07-26,46,False
2014-07-27,52,False
2014-07-28,54,False
2014-07-29,51,False
2014-07-30,45,False
2014-07-31,45,False
2014-08-01,38,False
2014-08-02,45,False
2014-08-03,54,False
2014-08-04,42,False
2014-08-05,40,False
2014-08-06,43,False
2014-08-07,39,False
2014-08-08,40,False
2014-08-09,49,False
2014-08-10,39,False
2014-08-11,41,False
2014-08-12,34,False
2014-08-13,38,False
2014-08-14,39,False
2014-08-15,43,False
2014-08-16,38,False
2014-08-17,39,False
2014-08-18,39,False
2014-08-19,34,False
2014-08-20,36,False
2014-08-21,37,False
2014-08-22,33,False
2014-08-23,36,False
2014-08-24,33,False
2014-08-25,31,False
2014-08-26,36,False
2014-08-27,31,False
2014-08-28,37,False
2014-08-29,33,False
2014-08-30,35,False
2014-08-31,33,False
2014-09-01,37,False
2014-09-02,31,False
2014-09-03,32,False
2014-09-04,32,False
2014-09-05,30,False
2014-09-06,41,False
2014-09-07,41,False
2014-09-08,33,False
2014-09-09,31,False
2014-09-10,30,False
2014-09-11,35,False
2014-09-12,38,False
2014-09-13,33,False
2014-09-14,38,False
2014-09-15,32,False
2014-09-16,37,False
2014-09-17,32,False
2014-09-18,36,False
2014-09-19,32,False
2014-09-20,36,False
2014-09-21,41,False
2014-09-22,38,False
2014-09-23,32,False
2014-09-24,37,False
2014-09-25,39,False
2014-09-26,36,False
2014-09-27,44,False
2014-09-28,49,False
2014-09-29,39,False
2014-09-30,34,False
2014-10-01,36,False
2014-10-02,35,False
2014-10-03,40,False
2014-10-04,46,False
2014-10-05,41,False
2014-10-06,40,False
2014-10-07,36,False
2014-10-08,35,False
2014-10-09,40,False
2014-10-10,37,False
2014-10-11,41,False
2014-10-12,40,False
2014-10-13,34,False
2014-10-14,33,False
2014-10-15,33,False
2014-10-16,37,False
2014-10-17,41,False
2014-10-18,45,False
2014-10-19,49,False
2014-10-20,41,False
2014-10-21,43,False
2014-10-22,42,False
2014-10-23,34,False
2014-10-24,42,False
2014-10-25,49,False
2014-10-26,49,False
2014-10-27,42,False
2014-10-28,46,False
2014-10-29,42,False
2014-10-30,45,False
2014-10-31,35,False
2014-11-01,43,False
2014-11-02,56,False
2014-11-03,46,False
2014-11-04,47,False
2014-11-05,44,False
2014-11-06,45,False
2014-11-07,49,False
2014-11-08,54,False
2014-11-09,62,False
2014-11-10,53,False
2014-11-11,57,False
2014-11-12,57,False
2014-11-13,81,False
2014-11-14,63,False
2014-11-15,56,False
2014-11-16,71,False
2014-11-17,63,False
2014-11-18,61,False
2014-11-19,57,False
2014-11-20,56,False
2014-11-21,55,False
2014-11-22,73,False
2014-11-23,72,False
2014-11-24,62,False
2014-11-25,62,False
2014-11-26,63,False
2014-11-27,65,False
2014-11-28,75,False
2014-11-29,77,False
2014-11-30,69,False
2014-12-01,80,False
2014-12-02,76,False
2014-12-03,76,False
2014-12-04,62,False
2014-12-05,70,False
2014-12-06,74,False
2014-12-07,82,False
2014-12-08,70,False
2014-12-09,72,False
2014-12-10,69,False
2014-12-11,72,False
2014-12-12,67,False
2014-12-13,77,False
2014-12-14,78,False
2014-12-15,74,False
2014-12-16,76,False
2014-12-17,69,False
2014-12-18,67,False
2014-12-19,69,False
