date,Hasbro,isPartial
2013-02-19,59,False
2013-02-20,62,False
2013-02-21,66,False
2013-02-22,64,False
2013-02-23,71,False
2013-02-24,78,False
2013-02-25,69,False
2013-02-26,60,False
2013-02-27,52,False
2013-02-28,71,False
2013-03-01,57,False
2013-03-02,67,False
2013-03-03,63,False
2013-03-04,60,False
2013-03-05,64,False
2013-03-06,59,False
2013-03-07,58,False
2013-03-08,59,False
2013-03-09,67,False
2013-03-10,71,False
2013-03-11,54,False
2013-03-12,54,False
2013-03-13,58,False
2013-03-14,57,False
2013-03-15,72,False
2013-03-16,82,False
2013-03-17,84,False
2013-03-18,82,False
2013-03-19,71,False
2013-03-20,71,False
2013-03-21,54,False
2013-03-22,54,False
2013-03-23,70,False
2013-03-24,78,False
2013-03-25,60,False
2013-03-26,61,False
2013-03-27,66,False
2013-03-28,57,False
2013-03-29,60,False
2013-03-30,61,False
2013-03-31,66,False
2013-04-01,66,False
2013-04-02,60,False
2013-04-03,59,False
2013-04-04,54,False
2013-04-05,57,False
2013-04-06,63,False
2013-04-07,70,False
2013-04-08,56,False
2013-04-09,53,False
2013-04-10,46,False
2013-04-11,59,False
2013-04-12,42,False
2013-04-13,59,False
2013-04-14,50,False
2013-04-15,51,False
2013-04-16,55,False
2013-04-17,45,False
2013-04-18,51,False
2013-04-19,57,False
2013-04-20,68,False
2013-04-21,68,False
2013-04-22,63,False
2013-04-23,50,False
2013-04-24,54,False
2013-04-25,53,False
2013-04-26,51,False
2013-04-27,61,False
2013-04-28,60,False
2013-04-29,62,False
2013-04-30,51,False
2013-05-01,57,False
2013-05-02,48,False
2013-05-03,55,False
2013-05-04,65,False
2013-05-05,61,False
2013-05-06,53,False
2013-05-07,57,False
2013-05-08,57,False
2013-05-09,52,False
2013-05-10,58,False
2013-05-11,62,False
2013-05-12,59,False
2013-05-13,55,False
2013-05-14,52,False
2013-05-15,48,False
2013-05-16,50,False
2013-05-17,47,False
2013-05-18,52,False
2013-05-19,72,False
2013-05-20,54,False
2013-05-21,50,False
2013-05-22,51,False
2013-05-23,50,False
2013-05-24,48,False
2013-05-25,61,False
2013-05-26,63,False
2013-05-27,48,False
2013-05-28,50,False
2013-05-29,50,False
2013-05-30,53,False
2013-05-31,56,False
2013-06-01,51,False
2013-06-02,58,False
2013-06-03,55,False
2013-06-04,49,False
2013-06-05,54,False
2013-06-06,47,False
2013-06-07,53,False
2013-06-08,56,False
2013-06-09,54,False
2013-06-10,47,False
2013-06-11,46,False
2013-06-12,49,False
2013-06-13,49,False
2013-06-14,56,False
2013-06-15,47,False
2013-06-16,65,False
2013-06-17,56,False
2013-06-18,55,False
2013-06-19,52,False
2013-06-20,53,False
2013-06-21,49,False
2013-06-22,62,False
2013-06-23,67,False
2013-06-24,60,False
2013-06-25,55,False
2013-06-26,59,False
2013-06-27,50,False
2013-06-28,50,False
2013-06-29,62,False
2013-06-30,60,False
2013-07-01,50,False
2013-07-02,61,False
2013-07-03,65,False
2013-07-04,64,False
2013-07-05,64,False
2013-07-06,68,False
2013-07-07,68,False
2013-07-08,67,False
2013-07-09,66,False
2013-07-10,66,False
2013-07-11,64,False
2013-07-12,61,False
2013-07-13,79,False
2013-07-14,75,False
2013-07-15,65,False
2013-07-16,57,False
2013-07-17,76,False
2013-07-18,92,False
2013-07-19,87,False
2013-07-20,92,False
2013-07-21,87,False
2013-07-22,100,False
2013-07-23,86,False
2013-07-24,94,False
2013-07-25,80,False
2013-07-26,80,False
2013-07-27,87,False
2013-07-28,84,False
2013-07-29,79,False
2013-07-30,71,False
2013-07-31,75,False
2013-08-01,71,False
2013-08-02,74,False
2013-08-03,70,False
2013-08-04,65,False
2013-08-05,71,False
2013-08-06,69,False
2013-08-07,61,False
2013-08-08,73,False
2013-08-09,63,False
2013-08-10,59,False
2013-08-11,70,False
2013-08-12,72,False
2013-08-13,65,False
2013-08-14,59,False
2013-08-15,62,False
2013-08-16,60,False
2013-08-17,68,False
2013-08-18,67,False
2013-08-19,60,False
2013-08-20,51,False
2013-08-21,51,False
2013-08-22,61,False
2013-08-23,58,False
2013-08-24,59,False
2013-08-25,59,False
2013-08-26,53,False
2013-08-27,59,False
2013-08-28,48,False
2013-08-29,46,False
2013-08-30,56,False
2013-08-31,56,False
2013-09-01,62,False
2013-09-02,56,False
2013-09-03,49,False
2013-09-04,54,False
2013-09-05,61,False
2013-09-06,51,False
2013-09-07,70,False
2013-09-08,65,False
2013-09-09,53,False
2013-09-10,52,False
2013-09-11,56,False
2013-09-12,47,False
2013-09-13,54,False
2013-09-14,61,False
