date,Hasbro,isPartial
2015-12-26,100,False
2015-12-27,83,False
2015-12-28,79,False
2015-12-29,73,False
2015-12-30,69,False
2015-12-31,64,False
2016-01-01,58,False
2016-01-02,67,False
2016-01-03,65,False
2016-01-04,61,False
2016-01-05,66,False
2016-01-06,59,False
2016-01-07,47,False
2016-01-08,49,False
2016-01-09,53,False
2016-01-10,56,False
2016-01-11,40,False
2016-01-12,38,False
2016-01-13,38,False
2016-01-14,40,False
2016-01-15,38,False
2016-01-16,48,False
2016-01-17,44,False
2016-01-18,36,False
2016-01-19,38,False
2016-01-20,37,False
2016-01-21,35,False
2016-01-22,37,False
2016-01-23,41,False
2016-01-24,40,False
2016-01-25,29,False
2016-01-26,33,False
2016-01-27,35,False
2016-01-28,34,False
2016-01-29,34,False
2016-01-30,36,False
2016-01-31,40,False
2016-02-01,33,False
2016-02-02,29,False
2016-02-03,29,False
2016-02-04,42,False
2016-02-05,42,False
2016-02-06,36,False
2016-02-07,37,False
2016-02-08,41,False
2016-02-09,36,False
2016-02-10,28,False
2016-02-11,30,False
2016-02-12,33,False
2016-02-13,37,False
2016-02-14,39,False
2016-02-15,36,False
2016-02-16,35,False
2016-02-17,35,False
2016-02-18,27,False
2016-02-19,29,False
2016-02-20,28,False
2016-02-21,31,False
2016-02-22,28,False
2016-02-23,30,False
2016-02-24,31,False
2016-02-25,27,False
2016-02-26,31,False
2016-02-27,30,False
2016-02-28,33,False
2016-02-29,23,False
2016-03-01,29,False
2016-03-02,23,False
2016-03-03,26,False
2016-03-04,27,False
2016-03-05,32,False
2016-03-06,30,False
2016-03-07,28,False
2016-03-08,29,False
2016-03-09,25,False
2016-03-10,27,False
2016-03-11,26,False
2016-03-12,28,False
2016-03-13,29,False
2016-03-14,28,False
2016-03-15,28,False
2016-03-16,26,False
2016-03-17,28,False
2016-03-18,24,False
2016-03-19,26,False
2016-03-20,29,False
2016-03-21,30,False
2016-03-22,27,False
2016-03-23,28,False
2016-03-24,27,False
2016-03-25,23,False
2016-03-26,29,False
2016-03-27,26,False
2016-03-28,31,False
2016-03-29,30,False
2016-03-30,27,False
2016-03-31,27,False
2016-04-01,26,False
2016-04-02,24,False
2016-04-03,28,False
2016-04-04,27,False
2016-04-05,24,False
2016-04-06,28,False
2016-04-07,30,False
2016-04-08,24,False
2016-04-09,31,False
2016-04-10,31,False
2016-04-11,25,False
2016-04-12,24,False
2016-04-13,26,False
2016-04-14,24,False
2016-04-15,23,False
2016-04-16,30,False
2016-04-17,30,False
2016-04-18,27,False
2016-04-19,30,False
2016-04-20,23,False
2016-04-21,24,False
2016-04-22,26,False
2016-04-23,27,False
2016-04-24,30,False
2016-04-25,27,False
2016-04-26,23,False
2016-04-27,26,False
2016-04-28,25,False
2016-04-29,27,False
2016-04-30,24,False
2016-05-01,31,False
2016-05-02,28,False
2016-05-03,23,False
2016-05-04,25,False
2016-05-05,24,False
2016-05-06,24,False
2016-05-07,25,False
2016-05-08,24,False
2016-05-09,27,False
2016-05-10,23,False
2016-05-11,21,False
2016-05-12,22,False
2016-05-13,24,False
2016-05-14,26,False
2016-05-15,24,False
2016-05-16,24,False
2016-05-17,25,False
2016-05-18,23,False
2016-05-19,22,False
2016-05-20,26,False
2016-05-21,31,False
2016-05-22,31,False
2016-05-23,27,False
2016-05-24,28,False
2016-05-25,24,False
2016-05-26,22,False
2016-05-27,27,False
2016-05-28,27,False
2016-05-29,24,False
2016-05-30,27,False
2016-05-31,25,False
2016-06-01,24,False
2016-06-02,24,False
2016-06-03,27,False
2016-06-04,27,False
2016-06-05,26,False
2016-06-06,25,False
2016-06-07,26,False
2016-06-08,24,False
2016-06-09,22,False
2016-06-10,23,False
2016-06-11,21,False
2016-06-12,23,False
2016-06-13,22,False
2016-06-14,21,False
2016-06-15,20,False
2016-06-16,20,False
2016-06-17,25,False
2016-06-18,24,False
2016-06-19,22,False
2016-06-20,29,False
2016-06-21,29,False
2016-06-22,25,False
2016-06-23,25,False
2016-06-24,27,False
2016-06-25,30,False
2016-06-26,22,False
2016-06-27,22,False
2016-06-28,27,False
2016-06-29,27,False
2016-06-30,26,False
2016-07-01,21,False
2016-07-02,26,False
2016-07-03,27,False
2016-07-04,25,False
2016-07-05,25,False
2016-07-06,28,False
2016-07-07,25,False
2016-07-08,23,False
2016-07-09,25,False
2016-07-10,25,False
2016-07-11,21,False
2016-07-12,26,False
2016-07-13,25,False
2016-07-14,26,False
2016-07-15,25,False
2016-07-16,27,False
2016-07-17,27,False
2016-07-18,29,False
2016-07-19,34,False
2016-07-20,37,False
2016-07-21,41,False
2016-07-22,36,False
2016-07-23,33,False
2016-07-24,34,False
2016-07-25,31,False
2016-07-26,32,False
2016-07-27,27,False
2016-07-28,28,False
2016-07-29,27,False
2016-07-30,27,False
2016-07-31,34,False
2016-08-01,33,False
2016-08-02,32,False
2016-08-03,26,False
2016-08-04,26,False
2016-08-05,27,False
2016-08-06,24,False
2016-08-07,28,False
2016-08-08,25,False
2016-08-09,38,False
2016-08-10,28,False
2016-08-11,22,False
2016-08-12,27,False
2016-08-13,24,False
2016-08-14,25,False
2016-08-15,26,False
2016-08-16,24,False
2016-08-17,25,False
2016-08-18,25,False
2016-08-19,23,False
2016-08-20,26,False
2016-08-21,25,False
2016-08-22,23,False
2016-08-23,24,False
2016-08-24,24,False
2016-08-25,22,False
2016-08-26,26,False
2016-08-27,25,False
2016-08-28,30,False
2016-08-29,25,False
2016-08-30,24,False
2016-08-31,25,False
2016-09-01,26,False
2016-09-02,27,False
2016-09-03,28,False
2016-09-04,31,False
2016-09-05,24,False
2016-09-06,23,False
2016-09-07,24,False
2016-09-08,26,False
2016-09-09,25,False
2016-09-10,25,False
2016-09-11,29,False
