date,Hasbro,isPartial
2016-09-11,36,False
2016-09-12,22,False
2016-09-13,22,False
2016-09-14,28,False
2016-09-15,38,False
2016-09-16,44,False
2016-09-17,39,False
2016-09-18,39,False
2016-09-19,29,False
2016-09-20,31,False
2016-09-21,33,False
2016-09-22,30,False
2016-09-23,28,False
2016-09-24,30,False
2016-09-25,34,False
2016-09-26,29,False
2016-09-27,28,False
2016-09-28,33,False
2016-09-29,34,False
2016-09-30,38,False
2016-10-01,33,False
2016-10-02,32,False
2016-10-03,30,False
2016-10-04,36,False
2016-10-05,34,False
2016-10-06,34,False
2016-10-07,33,False
2016-10-08,34,False
2016-10-09,40,False
2016-10-10,29,False
2016-10-11,35,False
2016-10-12,35,False
2016-10-13,34,False
2016-10-14,36,False
2016-10-15,38,False
2016-10-16,37,False
2016-10-17,37,False
2016-10-18,38,False
2016-10-19,37,False
2016-10-20,35,False
2016-10-21,34,False
2016-10-22,39,False
2016-10-23,40,False
2016-10-24,37,False
2016-10-25,29,False
2016-10-26,33,False
2016-10-27,30,False
2016-10-28,36,False
2016-10-29,41,False
2016-10-30,36,False
2016-10-31,35,False
2016-11-01,40,False
2016-11-02,38,False
2016-11-03,35,False
2016-11-04,38,False
2016-11-05,40,False
2016-11-06,49,False
2016-11-07,37,False
2016-11-08,37,False
2016-11-09,30,False
2016-11-10,45,False
2016-11-11,46,False
2016-11-12,52,False
2016-11-13,52,False
2016-11-14,45,False
2016-11-15,50,False
2016-11-16,44,False
2016-11-17,45,False
2016-11-18,50,False
2016-11-19,54,False
2016-11-20,53,False
2016-11-21,52,False
2016-11-22,53,False
2016-11-23,53,False
2016-11-24,53,False
2016-11-25,67,False
2016-11-26,59,False
2016-11-27,59,False
2016-11-28,64,False
2016-11-29,53,False
2016-11-30,53,False
2016-12-01,52,False
2016-12-02,51,False
2016-12-03,60,False
2016-12-04,65,False
2016-12-05,60,False
2016-12-06,56,False
2016-12-07,57,False
2016-12-08,60,False
2016-12-09,61,False
2016-12-10,60,False
2016-12-11,80,False
2016-12-12,100,False
2016-12-13,80,False
2016-12-14,69,False
2016-12-15,68,False
2016-12-16,66,False
2016-12-17,72,False
2016-12-18,73,False
2016-12-19,63,False
2016-12-20,63,False
2016-12-21,59,False
2016-12-22,65,False
2016-12-23,62,False
2016-12-24,56,False
2016-12-25,76,False
2016-12-26,72,False
2016-12-27,63,False
2016-12-28,53,False
2016-12-29,45,False
2016-12-30,43,False
2016-12-31,43,False
2017-01-01,41,False
2017-01-02,50,False
2017-01-03,44,False
2017-01-04,42,False
2017-01-05,49,False
2017-01-06,44,False
2017-01-07,40,False
2017-01-08,44,False
2017-01-09,35,False
2017-01-10,35,False
2017-01-11,35,False
2017-01-12,34,False
2017-01-13,30,False
2017-01-14,35,False
2017-01-15,39,False
2017-01-16,29,False
2017-01-17,30,False
2017-01-18,31,False
2017-01-19,29,False
2017-01-20,31,False
2017-01-21,28,False
2017-01-22,35,False
2017-01-23,28,False
2017-01-24,29,False
2017-01-25,31,False
2017-01-26,27,False
2017-01-27,29,False
2017-01-28,28,False
2017-01-29,32,False
2017-01-30,28,False
2017-01-31,24,False
2017-02-01,29,False
2017-02-02,27,False
2017-02-03,28,False
2017-02-04,28,False
2017-02-05,34,False
2017-02-06,35,False
2017-02-07,32,False
2017-02-08,28,False
2017-02-09,31,False
2017-02-10,31,False
2017-02-11,27,False
2017-02-12,28,False
2017-02-13,27,False
2017-02-14,23,False
2017-02-15,25,False
2017-02-16,36,False
2017-02-17,34,False
2017-02-18,37,False
2017-02-19,34,False
2017-02-20,35,False
2017-02-21,30,False
2017-02-22,28,False
2017-02-23,30,False
2017-02-24,23,False
2017-02-25,26,False
2017-02-26,28,False
2017-02-27,24,False
2017-02-28,27,False
2017-03-01,26,False
2017-03-02,26,False
2017-03-03,26,False
2017-03-04,30,False
