date,Hasbro,isPartial
2014-03-16,48,False
2014-03-17,39,False
2014-03-18,36,False
2014-03-19,40,False
2014-03-20,43,False
2014-03-21,34,False
2014-03-22,50,False
2014-03-23,52,False
2014-03-24,41,False
2014-03-25,43,False
2014-03-26,46,False
2014-03-27,49,False
2014-03-28,43,False
2014-03-29,48,False
2014-03-30,43,False
2014-03-31,44,False
2014-04-01,41,False
2014-04-02,41,False
2014-04-03,34,False
2014-04-04,44,False
2014-04-05,47,False
2014-04-06,50,False
2014-04-07,47,False
2014-04-08,46,False
2014-04-09,46,False
2014-04-10,41,False
2014-04-11,44,False
2014-04-12,49,False
2014-04-13,46,False
2014-04-14,45,False
2014-04-15,44,False
2014-04-16,38,False
2014-04-17,44,False
2014-04-18,45,False
2014-04-19,49,False
2014-04-20,40,False
2014-04-21,49,False
2014-04-22,41,False
2014-04-23,45,False
2014-04-24,36,False
2014-04-25,43,False
2014-04-26,48,False
2014-04-27,47,False
2014-04-28,38,False
2014-04-29,43,False
2014-04-30,39,False
2014-05-01,54,False
2014-05-02,46,False
2014-05-03,39,False
2014-05-04,38,False
2014-05-05,33,False
2014-05-06,42,False
2014-05-07,41,False
2014-05-08,37,False
2014-05-09,38,False
2014-05-10,42,False
2014-05-11,45,False
2014-05-12,35,False
2014-05-13,42,False
2014-05-14,37,False
2014-05-15,32,False
2014-05-16,35,False
2014-05-17,39,False
2014-05-18,44,False
2014-05-19,40,False
2014-05-20,39,False
2014-05-21,34,False
2014-05-22,37,False
2014-05-23,39,False
2014-05-24,46,False
2014-05-25,46,False
2014-05-26,38,False
2014-05-27,40,False
2014-05-28,36,False
2014-05-29,38,False
2014-05-30,40,False
2014-05-31,39,False
2014-06-01,39,False
2014-06-02,43,False
2014-06-03,38,False
2014-06-04,35,False
2014-06-05,34,False
2014-06-06,38,False
2014-06-07,40,False
2014-06-08,41,False
2014-06-09,40,False
2014-06-10,35,False
2014-06-11,40,False
2014-06-12,33,False
2014-06-13,36,False
2014-06-14,41,False
2014-06-15,40,False
2014-06-16,34,False
2014-06-17,39,False
2014-06-18,37,False
2014-06-19,40,False
2014-06-20,38,False
2014-06-21,41,False
2014-06-22,40,False
2014-06-23,41,False
2014-06-24,42,False
2014-06-25,42,False
2014-06-26,47,False
2014-06-27,49,False
2014-06-28,58,False
2014-06-29,48,False
2014-06-30,53,False
2014-07-01,46,False
2014-07-02,51,False
2014-07-03,42,False
2014-07-04,44,False
2014-07-05,58,False
2014-07-06,62,False
2014-07-07,57,False
2014-07-08,46,False
2014-07-09,47,False
2014-07-10,51,False
2014-07-11,47,False
2014-07-12,48,False
2014-07-13,44,False
2014-07-14,44,False
2014-07-15,48,False
2014-07-16,54,False
2014-07-17,47,False
2014-07-18,52,False
2014-07-19,53,False
2014-07-20,51,False
2014-07-21,56,False
2014-07-22,49,False
2014-07-23,53,False
2014-07-24,57,False
2014-07-25,62,False
2014-07-26,59,False
2014-07-27,59,False
2014-07-28,64,False
2014-07-29,63,False
2014-07-30,54,False
2014-07-31,54,False
2014-08-01,53,False
2014-08-02,58,False
2014-08-03,70,False
2014-08-04,51,False
2014-08-05,54,False
2014-08-06,47,False
2014-08-07,49,False
2014-08-08,50,False
2014-08-09,55,False
2014-08-10,47,False
2014-08-11,48,False
2014-08-12,49,False
2014-08-13,45,False
2014-08-14,47,False
2014-08-15,55,False
2014-08-16,52,False
2014-08-17,51,False
2014-08-18,47,False
2014-08-19,43,False
2014-08-20,43,False
2014-08-21,44,False
2014-08-22,43,False
2014-08-23,49,False
2014-08-24,43,False
2014-08-25,36,False
2014-08-26,40,False
2014-08-27,37,False
2014-08-28,42,False
2014-08-29,38,False
2014-08-30,41,False
2014-08-31,48,False
2014-09-01,39,False
2014-09-02,34,False
2014-09-03,42,False
2014-09-04,38,False
2014-09-05,39,False
2014-09-06,48,False
2014-09-07,46,False
2014-09-08,43,False
2014-09-09,38,False
2014-09-10,36,False
2014-09-11,43,False
2014-09-12,43,False
2014-09-13,40,False
2014-09-14,50,False
2014-09-15,42,False
2014-09-16,41,False
2014-09-17,41,False
2014-09-18,43,False
