date,Hasbro,isPartial
2011-05-11,35,False
2011-05-12,34,False
2011-05-13,31,False
2011-05-14,46,False
2011-05-15,50,False
2011-05-16,40,False
2011-05-17,39,False
2011-05-18,26,False
2011-05-19,31,False
2011-05-20,32,False
2011-05-21,45,False
2011-05-22,44,False
2011-05-23,38,False
2011-05-24,34,False
2011-05-25,35,False
2011-05-26,36,False
2011-05-27,37,False
2011-05-28,43,False
2011-05-29,42,False
2011-05-30,30,False
2011-05-31,42,False
2011-06-01,32,False
2011-06-02,30,False
2011-06-03,45,False
2011-06-04,42,False
2011-06-05,42,False
2011-06-06,44,False
2011-06-07,35,False
2011-06-08,30,False
2011-06-09,41,False
2011-06-10,39,False
2011-06-11,48,False
2011-06-12,49,False
2011-06-13,33,False
2011-06-14,39,False
2011-06-15,26,False
2011-06-16,34,False
2011-06-17,38,False
2011-06-18,42,False
2011-06-19,49,False
2011-06-20,35,False
2011-06-21,45,False
2011-06-22,35,False
2011-06-23,39,False
2011-06-24,37,False
2011-06-25,45,False
2011-06-26,51,False
2011-06-27,42,False
2011-06-28,33,False
2011-06-29,48,False
2011-06-30,45,False
2011-07-01,52,False
2011-07-02,55,False
2011-07-03,76,False
2011-07-04,42,False
2011-07-05,52,False
2011-07-06,46,False
2011-07-07,54,False
2011-07-08,49,False
2011-07-09,60,False
2011-07-10,53,False
2011-07-11,56,False
2011-07-12,54,False
2011-07-13,46,False
2011-07-14,52,False
2011-07-15,55,False
2011-07-16,54,False
2011-07-17,63,False
2011-07-18,62,False
2011-07-19,52,False
2011-07-20,51,False
2011-07-21,54,False
2011-07-22,54,False
2011-07-23,71,False
2011-07-24,64,False
2011-07-25,53,False
2011-07-26,64,False
2011-07-27,54,False
2011-07-28,54,False
2011-07-29,48,False
2011-07-30,58,False
2011-07-31,50,False
2011-08-01,59,False
2011-08-02,51,False
2011-08-03,49,False
2011-08-04,48,False
2011-08-05,54,False
2011-08-06,56,False
2011-08-07,52,False
2011-08-08,52,False
2011-08-09,49,False
2011-08-10,41,False
2011-08-11,39,False
2011-08-12,45,False
2011-08-13,46,False
2011-08-14,59,False
2011-08-15,51,False
2011-08-16,49,False
2011-08-17,54,False
2011-08-18,42,False
2011-08-19,49,False
2011-08-20,46,False
2011-08-21,56,False
2011-08-22,46,False
2011-08-23,37,False
2011-08-24,38,False
2011-08-25,43,False
2011-08-26,36,False
2011-08-27,51,False
2011-08-28,50,False
2011-08-29,35,False
2011-08-30,40,False
2011-08-31,39,False
2011-09-01,39,False
2011-09-02,40,False
2011-09-03,51,False
2011-09-04,47,False
2011-09-05,50,False
2011-09-06,42,False
2011-09-07,39,False
2011-09-08,34,False
2011-09-09,42,False
2011-09-10,46,False
2011-09-11,40,False
2011-09-12,41,False
2011-09-13,42,False
2011-09-14,42,False
2011-09-15,44,False
2011-09-16,52,False
2011-09-17,56,False
2011-09-18,52,False
2011-09-19,38,False
2011-09-20,46,False
2011-09-21,46,False
2011-09-22,38,False
2011-09-23,43,False
2011-09-24,44,False
2011-09-25,53,False
2011-09-26,44,False
2011-09-27,51,False
2011-09-28,42,False
2011-09-29,38,False
2011-09-30,44,False
2011-10-01,45,False
2011-10-02,57,False
2011-10-03,46,False
2011-10-04,33,False
2011-10-05,38,False
2011-10-06,39,False
2011-10-07,43,False
2011-10-08,48,False
2011-10-09,56,False
2011-10-10,45,False
2011-10-11,47,False
2011-10-12,47,False
2011-10-13,45,False
2011-10-14,46,False
2011-10-15,56,False
2011-10-16,55,False
2011-10-17,54,False
2011-10-18,44,False
2011-10-19,44,False
2011-10-20,48,False
2011-10-21,40,False
2011-10-22,46,False
2011-10-23,52,False
2011-10-24,48,False
2011-10-25,47,False
2011-10-26,50,False
2011-10-27,56,False
2011-10-28,54,False
2011-10-29,53,False
2011-10-30,64,False
2011-10-31,48,False
2011-11-01,67,False
2011-11-02,58,False
2011-11-03,57,False
2011-11-04,64,False
2011-11-05,69,False
2011-11-06,76,False
2011-11-07,60,False
2011-11-08,55,False
2011-11-09,56,False
2011-11-10,67,False
2011-11-11,74,False
2011-11-12,76,False
2011-11-13,77,False
2011-11-14,71,False
2011-11-15,63,False
2011-11-16,65,False
2011-11-17,64,False
2011-11-18,63,False
2011-11-19,63,False
2011-11-20,91,False
2011-11-21,66,False
2011-11-22,63,False
2011-11-23,75,False
2011-11-24,70,False
2011-11-25,67,False
2011-11-26,92,False
2011-11-27,87,False
2011-11-28,85,False
2011-11-29,69,False
2011-11-30,73,False
2011-12-01,80,False
2011-12-02,68,False
2011-12-03,82,False
2011-12-04,94,False
2011-12-05,80,False
2011-12-06,74,False
2011-12-07,73,False
2011-12-08,81,False
2011-12-09,75,False
2011-12-10,94,False
2011-12-11,100,False
2011-12-12,98,False
2011-12-13,82,False
2011-12-14,84,False
2011-12-15,77,False
2011-12-16,86,False
2011-12-17,78,False
2011-12-18,84,False
2011-12-19,79,False
2011-12-20,74,False
2011-12-21,64,False
2011-12-22,98,False
2011-12-23,85,False
