date,Hasbro,isPartial
2016-05-04,26,False
2016-05-05,28,False
2016-05-06,25,False
2016-05-07,29,False
2016-05-08,28,False
2016-05-09,27,False
2016-05-10,28,False
2016-05-11,27,False
2016-05-12,27,False
2016-05-13,27,False
2016-05-14,29,False
2016-05-15,30,False
2016-05-16,26,False
2016-05-17,27,False
2016-05-18,24,False
2016-05-19,22,False
2016-05-20,28,False
2016-05-21,37,False
2016-05-22,32,False
2016-05-23,31,False
2016-05-24,29,False
2016-05-25,23,False
2016-05-26,25,False
2016-05-27,27,False
2016-05-28,27,False
2016-05-29,26,False
2016-05-30,26,False
2016-05-31,23,False
2016-06-01,28,False
2016-06-02,25,False
2016-06-03,25,False
2016-06-04,29,False
2016-06-05,28,False
2016-06-06,24,False
2016-06-07,28,False
2016-06-08,26,False
2016-06-09,21,False
2016-06-10,25,False
2016-06-11,25,False
2016-06-12,27,False
2016-06-13,22,False
2016-06-14,26,False
2016-06-15,23,False
2016-06-16,21,False
2016-06-17,25,False
2016-06-18,24,False
2016-06-19,27,False
2016-06-20,31,False
2016-06-21,31,False
2016-06-22,24,False
2016-06-23,26,False
2016-06-24,25,False
2016-06-25,26,False
2016-06-26,24,False
2016-06-27,25,False
2016-06-28,26,False
2016-06-29,29,False
2016-06-30,28,False
2016-07-01,22,False
2016-07-02,29,False
2016-07-03,31,False
2016-07-04,25,False
2016-07-05,24,False
2016-07-06,28,False
2016-07-07,26,False
2016-07-08,24,False
2016-07-09,26,False
2016-07-10,25,False
2016-07-11,25,False
2016-07-12,29,False
2016-07-13,30,False
2016-07-14,27,False
2016-07-15,27,False
2016-07-16,29,False
2016-07-17,29,False
2016-07-18,31,False
2016-07-19,34,False
2016-07-20,38,False
2016-07-21,41,False
2016-07-22,36,False
2016-07-23,37,False
2016-07-24,33,False
2016-07-25,36,False
2016-07-26,36,False
2016-07-27,31,False
2016-07-28,34,False
2016-07-29,32,False
2016-07-30,30,False
2016-07-31,36,False
2016-08-01,37,False
2016-08-02,32,False
2016-08-03,30,False
2016-08-04,27,False
2016-08-05,31,False
2016-08-06,25,False
2016-08-07,31,False
2016-08-08,32,False
2016-08-09,40,False
2016-08-10,27,False
2016-08-11,22,False
2016-08-12,28,False
2016-08-13,24,False
2016-08-14,28,False
2016-08-15,29,False
2016-08-16,25,False
2016-08-17,25,False
2016-08-18,24,False
2016-08-19,27,False
2016-08-20,24,False
2016-08-21,29,False
2016-08-22,22,False
2016-08-23,29,False
2016-08-24,26,False
2016-08-25,22,False
2016-08-26,26,False
2016-08-27,29,False
2016-08-28,32,False
2016-08-29,27,False
2016-08-30,26,False
2016-08-31,27,False
2016-09-01,29,False
2016-09-02,28,False
2016-09-03,32,False
2016-09-04,31,False
2016-09-05,25,False
2016-09-06,26,False
2016-09-07,22,False
2016-09-08,27,False
2016-09-09,26,False
2016-09-10,28,False
2016-09-11,30,False
2016-09-12,25,False
2016-09-13,23,False
2016-09-14,28,False
2016-09-15,40,False
2016-09-16,46,False
2016-09-17,39,False
2016-09-18,34,False
2016-09-19,29,False
2016-09-20,27,False
2016-09-21,35,False
2016-09-22,33,False
2016-09-23,28,False
2016-09-24,29,False
2016-09-25,31,False
2016-09-26,30,False
2016-09-27,29,False
2016-09-28,32,False
2016-09-29,31,False
2016-09-30,32,False
2016-10-01,35,False
2016-10-02,35,False
2016-10-03,30,False
2016-10-04,31,False
2016-10-05,30,False
2016-10-06,34,False
2016-10-07,34,False
2016-10-08,30,False
2016-10-09,40,False
2016-10-10,31,False
2016-10-11,33,False
2016-10-12,31,False
2016-10-13,34,False
2016-10-14,33,False
2016-10-15,36,False
2016-10-16,37,False
2016-10-17,36,False
2016-10-18,34,False
2016-10-19,36,False
2016-10-20,32,False
2016-10-21,31,False
2016-10-22,34,False
2016-10-23,39,False
2016-10-24,34,False
2016-10-25,34,False
2016-10-26,32,False
2016-10-27,28,False
2016-10-28,34,False
2016-10-29,37,False
2016-10-30,34,False
2016-10-31,32,False
2016-11-01,34,False
2016-11-02,31,False
2016-11-03,33,False
2016-11-04,40,False
2016-11-05,42,False
2016-11-06,45,False
2016-11-07,38,False
2016-11-08,35,False
2016-11-09,30,False
2016-11-10,45,False
