date,Hasbro,isPartial
2011-01-01,78,False
2011-01-02,100,False
2011-01-03,81,False
2011-01-04,93,False
2011-01-05,82,False
2011-01-06,71,False
2011-01-07,76,False
2011-01-08,86,False
2011-01-09,66,False
2011-01-10,69,False
2011-01-11,67,False
2011-01-12,51,False
2011-01-13,65,False
2011-01-14,54,False
2011-01-15,77,False
2011-01-16,70,False
2011-01-17,68,False
2011-01-18,58,False
2011-01-19,61,False
2011-01-20,44,False
2011-01-21,61,False
2011-01-22,67,False
2011-01-23,81,False
2011-01-24,57,False
2011-01-25,48,False
2011-01-26,58,False
2011-01-27,47,False
2011-01-28,51,False
2011-01-29,65,False
2011-01-30,63,False
2011-01-31,45,False
2011-02-01,52,False
2011-02-02,50,False
2011-02-03,57,False
2011-02-04,54,False
2011-02-05,65,False
2011-02-06,63,False
2011-02-07,44,False
2011-02-08,57,False
2011-02-09,45,False
2011-02-10,47,False
2011-02-11,63,False
2011-02-12,58,False
2011-02-13,61,False
2011-02-14,55,False
2011-02-15,44,False
2011-02-16,46,False
2011-02-17,61,False
2011-02-18,37,False
2011-02-19,61,False
2011-02-20,59,False
2011-02-21,48,False
2011-02-22,48,False
2011-02-23,41,False
2011-02-24,49,False
2011-02-25,43,False
2011-02-26,48,False
2011-02-27,52,False
2011-02-28,47,False
2011-03-01,41,False
2011-03-02,41,False
2011-03-03,45,False
2011-03-04,41,False
2011-03-05,46,False
2011-03-06,46,False
2011-03-07,40,False
2011-03-08,43,False
2011-03-09,49,False
2011-03-10,43,False
2011-03-11,39,False
2011-03-12,51,False
2011-03-13,65,False
2011-03-14,44,False
2011-03-15,42,False
2011-03-16,41,False
2011-03-17,41,False
2011-03-18,50,False
2011-03-19,58,False
2011-03-20,50,False
2011-03-21,41,False
2011-03-22,47,False
2011-03-23,42,False
2011-03-24,48,False
2011-03-25,44,False
2011-03-26,61,False
2011-03-27,50,False
2011-03-28,46,False
2011-03-29,41,False
2011-03-30,48,False
2011-03-31,44,False
2011-04-01,50,False
2011-04-02,58,False
2011-04-03,52,False
2011-04-04,49,False
2011-04-05,43,False
2011-04-06,45,False
2011-04-07,52,False
2011-04-08,45,False
2011-04-09,54,False
2011-04-10,65,False
2011-04-11,53,False
2011-04-12,47,False
2011-04-13,55,False
2011-04-14,58,False
2011-04-15,46,False
2011-04-16,59,False
2011-04-17,60,False
2011-04-18,48,False
2011-04-19,56,False
2011-04-20,53,False
2011-04-21,38,False
2011-04-22,61,False
2011-04-23,65,False
2011-04-24,57,False
2011-04-25,56,False
2011-04-26,52,False
2011-04-27,48,False
2011-04-28,47,False
2011-04-29,50,False
2011-04-30,52,False
2011-05-01,57,False
2011-05-02,38,False
2011-05-03,38,False
2011-05-04,46,False
2011-05-05,46,False
2011-05-06,41,False
2011-05-07,45,False
2011-05-08,44,False
2011-05-09,47,False
2011-05-10,46,False
2011-05-11,45,False
2011-05-12,35,False
2011-05-13,46,False
