date,Take-Two,isPartial
2013-06-29,0,False
2013-06-30,0,False
2013-07-01,5,False
2013-07-02,0,False
2013-07-03,5,False
2013-07-04,0,False
2013-07-05,0,False
2013-07-06,7,False
2013-07-07,7,False
2013-07-08,5,False
2013-07-09,5,False
2013-07-10,5,False
2013-07-11,5,False
2013-07-12,0,False
2013-07-13,0,False
2013-07-14,0,False
2013-07-15,5,False
2013-07-16,11,False
2013-07-17,0,False
2013-07-18,0,False
2013-07-19,11,False
2013-07-20,0,False
2013-07-21,0,False
2013-07-22,0,False
2013-07-23,5,False
2013-07-24,0,False
2013-07-25,0,False
2013-07-26,0,False
2013-07-27,7,False
2013-07-28,0,False
2013-07-29,0,False
2013-07-30,5,False
2013-07-31,37,False
2013-08-01,21,False
2013-08-02,6,False
2013-08-03,0,False
2013-08-04,7,False
2013-08-05,0,False
2013-08-06,0,False
2013-08-07,5,False
2013-08-08,11,False
2013-08-09,0,False
2013-08-10,6,False
2013-08-11,0,False
2013-08-12,5,False
2013-08-13,0,False
2013-08-14,0,False
2013-08-15,0,False
2013-08-16,0,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,5,False
2013-08-20,0,False
2013-08-21,5,False
2013-08-22,5,False
2013-08-23,5,False
2013-08-24,6,False
2013-08-25,12,False
2013-08-26,0,False
2013-08-27,10,False
2013-08-28,5,False
2013-08-29,5,False
2013-08-30,0,False
2013-08-31,0,False
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,5,False
2013-09-04,10,False
2013-09-05,0,False
2013-09-06,5,False
2013-09-07,0,False
2013-09-08,6,False
2013-09-09,0,False
2013-09-10,5,False
2013-09-11,15,False
2013-09-12,5,False
2013-09-13,5,False
2013-09-14,6,False
2013-09-15,6,False
2013-09-16,39,False
2013-09-17,20,False
2013-09-18,40,False
2013-09-19,100,False
2013-09-20,53,False
2013-09-21,47,False
2013-09-22,41,False
2013-09-23,25,False
2013-09-24,20,False
2013-09-25,30,False
2013-09-26,5,False
2013-09-27,26,False
2013-09-28,6,False
2013-09-29,6,False
2013-09-30,24,False
2013-10-01,19,False
2013-10-02,10,False
2013-10-03,5,False
2013-10-04,5,False
2013-10-05,0,False
2013-10-06,0,False
2013-10-07,5,False
2013-10-08,10,False
2013-10-09,15,False
2013-10-10,10,False
2013-10-11,16,False
2013-10-12,6,False
2013-10-13,6,False
2013-10-14,0,False
2013-10-15,10,False
2013-10-16,0,False
2013-10-17,5,False
2013-10-18,10,False
2013-10-19,6,False
2013-10-20,6,False
2013-10-21,0,False
2013-10-22,0,False
2013-10-23,5,False
2013-10-24,0,False
2013-10-25,0,False
2013-10-26,6,False
2013-10-27,0,False
2013-10-28,10,False
2013-10-29,14,False
2013-10-30,15,False
2013-10-31,5,False
2013-11-01,11,False
2013-11-02,0,False
2013-11-03,6,False
2013-11-04,0,False
2013-11-05,0,False
2013-11-06,9,False
2013-11-07,5,False
2013-11-08,5,False
2013-11-09,0,False
2013-11-10,0,False
2013-11-11,0,False
2013-11-12,0,False
2013-11-13,5,False
2013-11-14,5,False
2013-11-15,5,False
2013-11-16,6,False
2013-11-17,0,False
2013-11-18,10,False
2013-11-19,5,False
2013-11-20,0,False
2013-11-21,5,False
2013-11-22,0,False
2013-11-23,6,False
2013-11-24,0,False
2013-11-25,0,False
2013-11-26,9,False
2013-11-27,5,False
2013-11-28,0,False
2013-11-29,5,False
2013-11-30,0,False
2013-12-01,11,False
2013-12-02,0,False
2013-12-03,9,False
2013-12-04,5,False
2013-12-05,10,False
2013-12-06,0,False
2013-12-07,0,False
2013-12-08,0,False
2013-12-09,10,False
2013-12-10,0,False
2013-12-11,0,False
2013-12-12,5,False
2013-12-13,5,False
2013-12-14,0,False
2013-12-15,11,False
2013-12-16,5,False
2013-12-17,10,False
2013-12-18,0,False
2013-12-19,0,False
2013-12-20,0,False
2013-12-21,0,False
2013-12-22,6,False
2013-12-23,0,False
2013-12-24,0,False
2013-12-25,0,False
2013-12-26,0,False
2013-12-27,0,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,5,False
2013-12-31,0,False
2014-01-01,0,False
2014-01-02,10,False
2014-01-03,0,False
2014-01-04,6,False
2014-01-05,0,False
2014-01-06,5,False
2014-01-07,0,False
2014-01-08,0,False
2014-01-09,0,False
2014-01-10,0,False
2014-01-11,0,False
2014-01-12,11,False
2014-01-13,9,False
2014-01-14,0,False
2014-01-15,18,False
2014-01-16,5,False
2014-01-17,5,False
2014-01-18,6,False
2014-01-19,5,False
2014-01-20,0,False
2014-01-21,0,False
2014-01-22,9,False
2014-01-23,9,False
2014-01-24,0,False
2014-01-25,0,False
2014-01-26,5,False
2014-01-27,5,False
2014-01-28,0,False
2014-01-29,5,False
2014-01-30,0,False
2014-01-31,14,False
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,14,False
2014-02-04,32,False
2014-02-05,9,False
2014-02-06,6,False
2014-02-07,5,False
2014-02-08,0,False
2014-02-09,10,False
2014-02-10,4,False
2014-02-11,4,False
2014-02-12,0,False
2014-02-13,0,False
2014-02-14,0,False
2014-02-15,0,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,22,False
2014-02-19,23,False
2014-02-20,18,False
2014-02-21,5,False
2014-02-22,0,False
2014-02-23,16,False
2014-02-24,0,False
2014-02-25,4,False
2014-02-26,0,False
2014-02-27,9,False
2014-02-28,5,False
2014-03-01,0,False
2014-03-02,0,False
2014-03-03,0,False
2014-03-04,5,False
2014-03-05,0,False
2014-03-06,9,False
2014-03-07,0,False
2014-03-08,0,False
2014-03-09,0,False
2014-03-10,0,False
2014-03-11,0,False
2014-03-12,14,False
2014-03-13,9,False
2014-03-14,10,False
2014-03-15,5,False
2014-03-16,0,False
