date,Take-Two,isPartial
2013-02-19,8,False
2013-02-20,15,False
2013-02-21,8,False
2013-02-22,16,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,7,False
2013-02-26,7,False
2013-02-27,0,False
2013-02-28,0,False
2013-03-01,8,False
2013-03-02,0,False
2013-03-03,9,False
2013-03-04,15,False
2013-03-05,8,False
2013-03-06,7,False
2013-03-07,23,False
2013-03-08,31,False
2013-03-09,0,False
2013-03-10,17,False
2013-03-11,0,False
2013-03-12,7,False
2013-03-13,7,False
2013-03-14,7,False
2013-03-15,0,False
2013-03-16,9,False
2013-03-17,0,False
2013-03-18,0,False
2013-03-19,0,False
2013-03-20,15,False
2013-03-21,0,False
2013-03-22,0,False
2013-03-23,9,False
2013-03-24,0,False
2013-03-25,0,False
2013-03-26,15,False
2013-03-27,0,False
2013-03-28,0,False
2013-03-29,0,False
2013-03-30,0,False
2013-03-31,0,False
2013-04-01,8,False
2013-04-02,0,False
2013-04-03,0,False
2013-04-04,7,False
2013-04-05,0,False
2013-04-06,9,False
2013-04-07,0,False
2013-04-08,0,False
2013-04-09,0,False
2013-04-10,7,False
2013-04-11,0,False
2013-04-12,0,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,0,False
2013-04-16,0,False
2013-04-17,7,False
2013-04-18,0,False
2013-04-19,15,False
2013-04-20,9,False
2013-04-21,0,False
2013-04-22,7,False
2013-04-23,0,False
2013-04-24,0,False
2013-04-25,8,False
2013-04-26,0,False
2013-04-27,9,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,7,False
2013-05-01,0,False
2013-05-02,15,False
2013-05-03,8,False
2013-05-04,9,False
2013-05-05,0,False
2013-05-06,0,False
2013-05-07,15,False
2013-05-08,15,False
2013-05-09,8,False
2013-05-10,0,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,14,False
2013-05-14,37,False
2013-05-15,15,False
2013-05-16,0,False
2013-05-17,15,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,0,False
2013-05-21,0,False
2013-05-22,7,False
2013-05-23,0,False
2013-05-24,0,False
2013-05-25,0,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,0,False
2013-05-29,0,False
2013-05-30,0,False
2013-05-31,15,False
2013-06-01,0,False
2013-06-02,0,False
2013-06-03,22,False
2013-06-04,0,False
2013-06-05,7,False
2013-06-06,0,False
