date,Wynn,isPartial
2012-06-04,64,False
2012-06-05,45,False
2012-06-06,55,False
2012-06-07,53,False
2012-06-08,61,False
2012-06-09,49,False
2012-06-10,43,False
2012-06-11,64,False
2012-06-12,70,False
2012-06-13,57,False
2012-06-14,57,False
2012-06-15,57,False
2012-06-16,50,False
2012-06-17,57,False
2012-06-18,67,False
2012-06-19,60,False
2012-06-20,58,False
2012-06-21,54,False
2012-06-22,61,False
2012-06-23,52,False
2012-06-24,51,False
2012-06-25,57,False
2012-06-26,65,False
2012-06-27,60,False
2012-06-28,52,False
2012-06-29,58,False
2012-06-30,54,False
2012-07-01,56,False
2012-07-02,48,False
2012-07-03,64,False
2012-07-04,49,False
2012-07-05,61,False
2012-07-06,62,False
2012-07-07,57,False
2012-07-08,68,False
2012-07-09,51,False
2012-07-10,64,False
2012-07-11,57,False
2012-07-12,47,False
2012-07-13,68,False
2012-07-14,59,False
2012-07-15,61,False
2012-07-16,62,False
2012-07-17,70,False
2012-07-18,58,False
2012-07-19,65,False
2012-07-20,57,False
2012-07-21,57,False
2012-07-22,56,False
2012-07-23,53,False
2012-07-24,62,False
2012-07-25,58,False
2012-07-26,66,False
2012-07-27,48,False
2012-07-28,44,False
2012-07-29,52,False
2012-07-30,63,False
2012-07-31,55,False
2012-08-01,57,False
2012-08-02,52,False
2012-08-03,48,False
2012-08-04,48,False
2012-08-05,49,False
2012-08-06,59,False
2012-08-07,65,False
2012-08-08,66,False
2012-08-09,61,False
2012-08-10,52,False
2012-08-11,49,False
2012-08-12,49,False
2012-08-13,52,False
2012-08-14,56,False
2012-08-15,49,False
2012-08-16,54,False
2012-08-17,49,False
2012-08-18,59,False
2012-08-19,64,False
2012-08-20,58,False
2012-08-21,58,False
2012-08-22,81,False
2012-08-23,68,False
2012-08-24,79,False
2012-08-25,67,False
2012-08-26,49,False
2012-08-27,61,False
2012-08-28,62,False
2012-08-29,50,False
2012-08-30,52,False
2012-08-31,47,False
2012-09-01,56,False
2012-09-02,60,False
2012-09-03,50,False
2012-09-04,66,False
2012-09-05,60,False
2012-09-06,60,False
2012-09-07,67,False
2012-09-08,86,False
2012-09-09,61,False
2012-09-10,89,False
2012-09-11,79,False
2012-09-12,79,False
2012-09-13,63,False
2012-09-14,61,False
2012-09-15,58,False
2012-09-16,60,False
2012-09-17,65,False
2012-09-18,48,False
2012-09-19,66,False
2012-09-20,45,False
2012-09-21,52,False
2012-09-22,52,False
2012-09-23,50,False
2012-09-24,45,False
2012-09-25,60,False
2012-09-26,52,False
2012-09-27,52,False
2012-09-28,55,False
2012-09-29,47,False
2012-09-30,51,False
2012-10-01,47,False
2012-10-02,59,False
2012-10-03,47,False
2012-10-04,52,False
2012-10-05,49,False
2012-10-06,43,False
2012-10-07,51,False
2012-10-08,49,False
2012-10-09,46,False
2012-10-10,77,False
2012-10-11,100,False
2012-10-12,56,False
2012-10-13,57,False
2012-10-14,65,False
2012-10-15,55,False
2012-10-16,55,False
2012-10-17,51,False
2012-10-18,44,False
2012-10-19,44,False
2012-10-20,43,False
2012-10-21,70,False
2012-10-22,48,False
2012-10-23,54,False
2012-10-24,52,False
2012-10-25,52,False
2012-10-26,49,False
2012-10-27,37,False
2012-10-28,42,False
2012-10-29,44,False
2012-10-30,53,False
2012-10-31,46,False
2012-11-01,58,False
2012-11-02,58,False
2012-11-03,44,False
2012-11-04,42,False
2012-11-05,57,False
2012-11-06,44,False
2012-11-07,43,False
2012-11-08,52,False
2012-11-09,52,False
2012-11-10,43,False
2012-11-11,49,False
2012-11-12,34,False
2012-11-13,48,False
2012-11-14,47,False
2012-11-15,53,False
2012-11-16,64,False
2012-11-17,40,False
2012-11-18,40,False
2012-11-19,52,False
2012-11-20,45,False
2012-11-21,37,False
2012-11-22,40,False
2012-11-23,31,False
2012-11-24,46,False
2012-11-25,39,False
2012-11-26,43,False
2012-11-27,43,False
2012-11-28,42,False
2012-11-29,50,False
2012-11-30,54,False
2012-12-01,43,False
2012-12-02,39,False
2012-12-03,45,False
2012-12-04,53,False
2012-12-05,43,False
2012-12-06,49,False
2012-12-07,51,False
2012-12-08,41,False
2012-12-09,43,False
2012-12-10,45,False
2012-12-11,42,False
2012-12-12,48,False
2012-12-13,44,False
2012-12-14,36,False
2012-12-15,41,False
2012-12-16,32,False
2012-12-17,43,False
2012-12-18,43,False
2012-12-19,41,False
2012-12-20,38,False
2012-12-21,44,False
2012-12-22,38,False
2012-12-23,39,False
2012-12-24,48,False
2012-12-25,47,False
2012-12-26,59,False
2012-12-27,50,False
2012-12-28,54,False
2012-12-29,55,False
2012-12-30,54,False
2012-12-31,52,False
2013-01-01,55,False
2013-01-02,58,False
2013-01-03,51,False
2013-01-04,61,False
2013-01-05,59,False
2013-01-06,53,False
2013-01-07,52,False
2013-01-08,55,False
2013-01-09,53,False
2013-01-10,52,False
2013-01-11,53,False
2013-01-12,61,False
2013-01-13,56,False
2013-01-14,65,False
2013-01-15,57,False
2013-01-16,57,False
2013-01-17,59,False
2013-01-18,56,False
2013-01-19,44,False
2013-01-20,46,False
2013-01-21,48,False
2013-01-22,47,False
2013-01-23,56,False
2013-01-24,52,False
2013-01-25,60,False
2013-01-26,45,False
2013-01-27,70,False
2013-01-28,59,False
2013-01-29,55,False
2013-01-30,56,False
2013-01-31,54,False
2013-02-01,64,False
2013-02-02,45,False
2013-02-03,45,False
2013-02-04,47,False
2013-02-05,70,False
2013-02-06,53,False
2013-02-07,60,False
2013-02-08,50,False
2013-02-09,53,False
2013-02-10,51,False
2013-02-11,45,False
2013-02-12,59,False
2013-02-13,55,False
2013-02-14,51,False
2013-02-15,61,False
2013-02-16,63,False
2013-02-17,63,False
2013-02-18,49,False
2013-02-19,51,False
