date,Wynn,isPartial
2014-12-01,63,False
2014-12-02,64,False
2014-12-03,46,False
2014-12-04,49,False
2014-12-05,50,False
2014-12-06,49,False
2014-12-07,45,False
2014-12-08,57,False
2014-12-09,53,False
2014-12-10,52,False
2014-12-11,49,False
2014-12-12,45,False
2014-12-13,47,False
2014-12-14,47,False
2014-12-15,62,False
2014-12-16,51,False
2014-12-17,48,False
2014-12-18,55,False
2014-12-19,45,False
2014-12-20,50,False
2014-12-21,41,False
2014-12-22,58,False
2014-12-23,57,False
2014-12-24,41,False
2014-12-25,57,False
2014-12-26,59,False
2014-12-27,51,False
2014-12-28,59,False
2014-12-29,58,False
2014-12-30,59,False
2014-12-31,64,False
2015-01-01,57,False
2015-01-02,62,False
2015-01-03,64,False
2015-01-04,57,False
2015-01-05,62,False
2015-01-06,67,False
2015-01-07,68,False
2015-01-08,70,False
2015-01-09,65,False
2015-01-10,63,False
2015-01-11,51,False
2015-01-12,68,False
2015-01-13,47,False
2015-01-14,58,False
2015-01-15,59,False
2015-01-16,64,False
2015-01-17,69,False
2015-01-18,68,False
2015-01-19,83,False
2015-01-20,100,False
2015-01-21,93,False
2015-01-22,72,False
2015-01-23,71,False
2015-01-24,69,False
2015-01-25,67,False
2015-01-26,94,False
2015-01-27,95,False
2015-01-28,64,False
2015-01-29,61,False
2015-01-30,58,False
2015-01-31,55,False
2015-02-01,53,False
2015-02-02,55,False
2015-02-03,64,False
2015-02-04,74,False
2015-02-05,67,False
2015-02-06,59,False
2015-02-07,51,False
2015-02-08,54,False
2015-02-09,68,False
2015-02-10,65,False
2015-02-11,58,False
2015-02-12,59,False
2015-02-13,56,False
2015-02-14,60,False
2015-02-15,58,False
2015-02-16,59,False
2015-02-17,57,False
2015-02-18,62,False
2015-02-19,55,False
2015-02-20,68,False
2015-02-21,61,False
2015-02-22,56,False
2015-02-23,51,False
2015-02-24,53,False
2015-02-25,65,False
2015-02-26,56,False
2015-02-27,61,False
2015-02-28,53,False
2015-03-01,58,False
2015-03-02,66,False
2015-03-03,66,False
2015-03-04,60,False
2015-03-05,64,False
2015-03-06,66,False
2015-03-07,56,False
2015-03-08,61,False
2015-03-09,64,False
2015-03-10,66,False
2015-03-11,59,False
2015-03-12,67,False
2015-03-13,72,False
2015-03-14,62,False
2015-03-15,59,False
2015-03-16,68,False
2015-03-17,64,False
2015-03-18,71,False
2015-03-19,62,False
2015-03-20,60,False
2015-03-21,47,False
2015-03-22,62,False
2015-03-23,65,False
2015-03-24,75,False
2015-03-25,56,False
2015-03-26,53,False
2015-03-27,57,False
2015-03-28,56,False
2015-03-29,58,False
2015-03-30,65,False
2015-03-31,69,False
2015-04-01,63,False
2015-04-02,68,False
2015-04-03,64,False
2015-04-04,60,False
2015-04-05,65,False
2015-04-06,63,False
2015-04-07,74,False
2015-04-08,68,False
2015-04-09,58,False
2015-04-10,66,False
2015-04-11,54,False
2015-04-12,60,False
2015-04-13,62,False
2015-04-14,65,False
2015-04-15,62,False
2015-04-16,66,False
2015-04-17,82,False
2015-04-18,55,False
2015-04-19,62,False
2015-04-20,64,False
2015-04-21,60,False
2015-04-22,63,False
2015-04-23,72,False
2015-04-24,71,False
2015-04-25,78,False
2015-04-26,59,False
2015-04-27,67,False
2015-04-28,68,False
2015-04-29,87,False
2015-04-30,83,False
2015-05-01,71,False
2015-05-02,66,False
2015-05-03,65,False
2015-05-04,54,False
2015-05-05,70,False
2015-05-06,72,False
2015-05-07,75,False
2015-05-08,66,False
2015-05-09,48,False
2015-05-10,51,False
2015-05-11,63,False
2015-05-12,64,False
2015-05-13,58,False
2015-05-14,63,False
2015-05-15,51,False
2015-05-16,67,False
2015-05-17,56,False
2015-05-18,65,False
2015-05-19,61,False
2015-05-20,58,False
2015-05-21,60,False
2015-05-22,60,False
2015-05-23,53,False
2015-05-24,64,False
2015-05-25,56,False
2015-05-26,61,False
2015-05-27,61,False
2015-05-28,54,False
2015-05-29,54,False
2015-05-30,47,False
2015-05-31,67,False
2015-06-01,57,False
2015-06-02,66,False
2015-06-03,61,False
2015-06-04,72,False
2015-06-05,55,False
2015-06-06,54,False
2015-06-07,58,False
2015-06-08,63,False
2015-06-09,55,False
2015-06-10,58,False
2015-06-11,58,False
2015-06-12,59,False
2015-06-13,50,False
2015-06-14,71,False
2015-06-15,61,False
2015-06-16,64,False
2015-06-17,57,False
2015-06-18,56,False
2015-06-19,67,False
2015-06-20,63,False
2015-06-21,51,False
2015-06-22,67,False
2015-06-23,64,False
2015-06-24,61,False
2015-06-25,69,False
2015-06-26,58,False
2015-06-27,60,False
2015-06-28,63,False
2015-06-29,64,False
2015-06-30,64,False
2015-07-01,67,False
2015-07-02,68,False
2015-07-03,53,False
2015-07-04,56,False
2015-07-05,51,False
2015-07-06,70,False
2015-07-07,66,False
2015-07-08,60,False
2015-07-09,55,False
2015-07-10,55,False
2015-07-11,57,False
2015-07-12,56,False
2015-07-13,64,False
2015-07-14,61,False
2015-07-15,77,False
2015-07-16,66,False
2015-07-17,67,False
2015-07-18,63,False
2015-07-19,67,False
2015-07-20,58,False
2015-07-21,63,False
2015-07-22,61,False
2015-07-23,75,False
2015-07-24,61,False
2015-07-25,49,False
2015-07-26,57,False
2015-07-27,56,False
2015-07-28,65,False
2015-07-29,66,False
2015-07-30,72,False
2015-07-31,60,False
2015-08-01,56,False
2015-08-02,56,False
2015-08-03,59,False
2015-08-04,70,False
2015-08-05,60,False
2015-08-06,66,False
2015-08-07,73,False
2015-08-08,45,False
2015-08-09,56,False
2015-08-10,66,False
2015-08-11,77,False
2015-08-12,61,False
2015-08-13,63,False
2015-08-14,64,False
2015-08-15,67,False
2015-08-16,65,False
2015-08-17,70,False
2015-08-18,66,False
