date,Wynn,isPartial
2014-03-16,39,False
2014-03-17,44,False
2014-03-18,48,False
2014-03-19,42,False
2014-03-20,56,False
2014-03-21,47,False
2014-03-22,46,False
2014-03-23,50,False
2014-03-24,43,False
2014-03-25,43,False
2014-03-26,53,False
2014-03-27,45,False
2014-03-28,45,False
2014-03-29,40,False
2014-03-30,43,False
2014-03-31,43,False
2014-04-01,53,False
2014-04-02,46,False
2014-04-03,50,False
2014-04-04,50,False
2014-04-05,39,False
2014-04-06,51,False
2014-04-07,47,False
2014-04-08,54,False
2014-04-09,45,False
2014-04-10,42,False
2014-04-11,42,False
2014-04-12,44,False
2014-04-13,47,False
2014-04-14,43,False
2014-04-15,50,False
2014-04-16,43,False
2014-04-17,47,False
2014-04-18,47,False
2014-04-19,43,False
2014-04-20,49,False
2014-04-21,48,False
2014-04-22,57,False
2014-04-23,60,False
2014-04-24,100,False
2014-04-25,94,False
2014-04-26,56,False
2014-04-27,52,False
2014-04-28,49,False
2014-04-29,49,False
2014-04-30,47,False
2014-05-01,58,False
2014-05-02,52,False
2014-05-03,74,False
2014-05-04,48,False
2014-05-05,55,False
2014-05-06,50,False
2014-05-07,43,False
2014-05-08,45,False
2014-05-09,45,False
2014-05-10,49,False
2014-05-11,38,False
2014-05-12,43,False
2014-05-13,48,False
2014-05-14,47,False
2014-05-15,47,False
2014-05-16,52,False
2014-05-17,39,False
2014-05-18,36,False
2014-05-19,48,False
2014-05-20,41,False
2014-05-21,51,False
2014-05-22,52,False
2014-05-23,48,False
2014-05-24,43,False
2014-05-25,39,False
2014-05-26,37,False
2014-05-27,41,False
2014-05-28,47,False
2014-05-29,45,False
2014-05-30,47,False
2014-05-31,45,False
2014-06-01,39,False
2014-06-02,44,False
2014-06-03,54,False
2014-06-04,52,False
2014-06-05,44,False
2014-06-06,40,False
2014-06-07,40,False
2014-06-08,43,False
2014-06-09,44,False
2014-06-10,50,False
2014-06-11,47,False
2014-06-12,45,False
2014-06-13,57,False
2014-06-14,47,False
2014-06-15,44,False
2014-06-16,57,False
2014-06-17,49,False
2014-06-18,51,False
2014-06-19,51,False
2014-06-20,38,False
2014-06-21,37,False
2014-06-22,47,False
2014-06-23,47,False
2014-06-24,48,False
2014-06-25,51,False
2014-06-26,42,False
2014-06-27,45,False
2014-06-28,37,False
2014-06-29,41,False
2014-06-30,48,False
2014-07-01,47,False
2014-07-02,43,False
2014-07-03,49,False
2014-07-04,40,False
2014-07-05,38,False
2014-07-06,42,False
2014-07-07,44,False
2014-07-08,45,False
2014-07-09,44,False
2014-07-10,48,False
2014-07-11,43,False
2014-07-12,40,False
2014-07-13,55,False
2014-07-14,54,False
2014-07-15,52,False
2014-07-16,47,False
2014-07-17,47,False
2014-07-18,49,False
2014-07-19,46,False
2014-07-20,41,False
2014-07-21,39,False
2014-07-22,49,False
2014-07-23,52,False
2014-07-24,45,False
2014-07-25,52,False
2014-07-26,47,False
2014-07-27,49,False
2014-07-28,45,False
2014-07-29,48,False
2014-07-30,47,False
2014-07-31,51,False
2014-08-01,46,False
2014-08-02,44,False
2014-08-03,45,False
2014-08-04,50,False
2014-08-05,50,False
2014-08-06,55,False
2014-08-07,38,False
2014-08-08,45,False
2014-08-09,43,False
2014-08-10,42,False
2014-08-11,44,False
2014-08-12,44,False
2014-08-13,44,False
2014-08-14,51,False
2014-08-15,52,False
2014-08-16,44,False
2014-08-17,41,False
2014-08-18,47,False
2014-08-19,38,False
2014-08-20,43,False
2014-08-21,39,False
2014-08-22,41,False
2014-08-23,48,False
2014-08-24,36,False
2014-08-25,48,False
2014-08-26,48,False
2014-08-27,52,False
2014-08-28,36,False
2014-08-29,45,False
2014-08-30,51,False
2014-08-31,40,False
2014-09-01,46,False
2014-09-02,45,False
2014-09-03,44,False
2014-09-04,41,False
2014-09-05,46,False
