date,Wynn,isPartial
2013-02-19,77,False
2013-02-20,84,False
2013-02-21,75,False
2013-02-22,93,False
2013-02-23,72,False
2013-02-24,77,False
2013-02-25,84,False
2013-02-26,87,False
2013-02-27,86,False
2013-02-28,93,False
2013-03-01,97,False
2013-03-02,73,False
2013-03-03,70,False
2013-03-04,76,False
2013-03-05,81,False
2013-03-06,81,False
2013-03-07,73,False
2013-03-08,79,False
2013-03-09,74,False
2013-03-10,72,False
2013-03-11,77,False
2013-03-12,82,False
2013-03-13,79,False
2013-03-14,88,False
2013-03-15,69,False
2013-03-16,81,False
2013-03-17,76,False
2013-03-18,74,False
2013-03-19,77,False
2013-03-20,85,False
2013-03-21,77,False
2013-03-22,63,False
2013-03-23,78,False
2013-03-24,73,False
2013-03-25,74,False
2013-03-26,78,False
2013-03-27,100,False
2013-03-28,91,False
2013-03-29,77,False
2013-03-30,77,False
2013-03-31,81,False
2013-04-01,80,False
2013-04-02,85,False
2013-04-03,91,False
2013-04-04,94,False
2013-04-05,77,False
2013-04-06,74,False
2013-04-07,78,False
2013-04-08,83,False
2013-04-09,78,False
2013-04-10,78,False
2013-04-11,77,False
2013-04-12,77,False
2013-04-13,69,False
2013-04-14,66,False
2013-04-15,77,False
2013-04-16,73,False
2013-04-17,73,False
2013-04-18,69,False
2013-04-19,71,False
2013-04-20,71,False
2013-04-21,67,False
2013-04-22,81,False
2013-04-23,83,False
2013-04-24,72,False
2013-04-25,81,False
2013-04-26,78,False
2013-04-27,83,False
2013-04-28,78,False
2013-04-29,81,False
2013-04-30,77,False
2013-05-01,78,False
2013-05-02,77,False
2013-05-03,85,False
2013-05-04,74,False
2013-05-05,80,False
2013-05-06,83,False
2013-05-07,90,False
2013-05-08,76,False
2013-05-09,84,False
2013-05-10,75,False
2013-05-11,73,False
2013-05-12,73,False
2013-05-13,80,False
2013-05-14,73,False
2013-05-15,75,False
2013-05-16,69,False
2013-05-17,71,False
2013-05-18,66,False
2013-05-19,68,False
2013-05-20,83,False
2013-05-21,81,False
2013-05-22,84,False
2013-05-23,83,False
2013-05-24,63,False
2013-05-25,68,False
2013-05-26,74,False
2013-05-27,70,False
2013-05-28,76,False
2013-05-29,72,False
2013-05-30,83,False
2013-05-31,86,False
2013-06-01,73,False
2013-06-02,83,False
2013-06-03,81,False
2013-06-04,88,False
2013-06-05,84,False
2013-06-06,77,False
2013-06-07,78,False
2013-06-08,71,False
2013-06-09,83,False
2013-06-10,78,False
2013-06-11,75,False
2013-06-12,74,False
2013-06-13,83,False
2013-06-14,69,False
2013-06-15,74,False
2013-06-16,66,False
2013-06-17,74,False
2013-06-18,84,False
2013-06-19,82,False
2013-06-20,76,False
2013-06-21,69,False
2013-06-22,77,False
2013-06-23,81,False
2013-06-24,81,False
2013-06-25,81,False
2013-06-26,73,False
2013-06-27,73,False
2013-06-28,82,False
2013-06-29,83,False
2013-06-30,74,False
2013-07-01,81,False
2013-07-02,84,False
2013-07-03,73,False
2013-07-04,72,False
2013-07-05,69,False
2013-07-06,74,False
2013-07-07,73,False
2013-07-08,78,False
2013-07-09,78,False
2013-07-10,88,False
2013-07-11,72,False
2013-07-12,84,False
2013-07-13,78,False
2013-07-14,83,False
2013-07-15,85,False
2013-07-16,89,False
2013-07-17,81,False
2013-07-18,79,False
2013-07-19,85,False
2013-07-20,68,False
2013-07-21,75,False
2013-07-22,83,False
2013-07-23,76,False
2013-07-24,79,False
2013-07-25,93,False
2013-07-26,81,False
2013-07-27,80,False
2013-07-28,78,False
2013-07-29,80,False
2013-07-30,75,False
2013-07-31,85,False
2013-08-01,70,False
2013-08-02,72,False
2013-08-03,75,False
2013-08-04,75,False
2013-08-05,71,False
2013-08-06,73,False
2013-08-07,79,False
2013-08-08,85,False
2013-08-09,73,False
2013-08-10,76,False
2013-08-11,72,False
2013-08-12,76,False
2013-08-13,84,False
2013-08-14,80,False
2013-08-15,84,False
2013-08-16,76,False
2013-08-17,75,False
2013-08-18,66,False
2013-08-19,78,False
2013-08-20,74,False
2013-08-21,72,False
2013-08-22,68,False
2013-08-23,86,False
2013-08-24,67,False
2013-08-25,62,False
2013-08-26,58,False
2013-08-27,75,False
2013-08-28,80,False
2013-08-29,66,False
2013-08-30,84,False
2013-08-31,64,False
2013-09-01,70,False
2013-09-02,64,False
2013-09-03,69,False
2013-09-04,73,False
2013-09-05,72,False
2013-09-06,73,False
2013-09-07,67,False
2013-09-08,63,False
2013-09-09,70,False
2013-09-10,65,False
2013-09-11,70,False
2013-09-12,61,False
2013-09-13,69,False
2013-09-14,60,False
2013-09-15,66,False
2013-09-16,72,False
2013-09-17,71,False
2013-09-18,72,False
2013-09-19,69,False
2013-09-20,61,False
2013-09-21,66,False
2013-09-22,59,False
2013-09-23,80,False
2013-09-24,78,False
2013-09-25,72,False
2013-09-26,63,False
2013-09-27,59,False
2013-09-28,62,False
2013-09-29,63,False
2013-09-30,62,False
2013-10-01,75,False
2013-10-02,70,False
2013-10-03,68,False
2013-10-04,70,False
2013-10-05,66,False
2013-10-06,61,False
2013-10-07,68,False
2013-10-08,70,False
2013-10-09,76,False
2013-10-10,71,False
2013-10-11,68,False
2013-10-12,66,False
2013-10-13,67,False
2013-10-14,67,False
2013-10-15,83,False
2013-10-16,69,False
2013-10-17,71,False
2013-10-18,68,False
2013-10-19,70,False
2013-10-20,72,False
2013-10-21,69,False
2013-10-22,64,False
2013-10-23,70,False
2013-10-24,73,False
2013-10-25,65,False
2013-10-26,54,False
2013-10-27,62,False
2013-10-28,65,False
2013-10-29,83,False
2013-10-30,68,False
2013-10-31,61,False
2013-11-01,66,False
2013-11-02,68,False
2013-11-03,63,False
2013-11-04,69,False
2013-11-05,74,False
2013-11-06,82,False
