date,Wynn,isPartial
2011-05-11,51,False
2011-05-12,43,False
2011-05-13,46,False
2011-05-14,47,False
2011-05-15,43,False
2011-05-16,65,False
2011-05-17,60,False
2011-05-18,56,False
2011-05-19,55,False
2011-05-20,46,False
2011-05-21,50,False
2011-05-22,42,False
2011-05-23,55,False
2011-05-24,52,False
2011-05-25,47,False
2011-05-26,47,False
2011-05-27,47,False
2011-05-28,45,False
2011-05-29,40,False
2011-05-30,38,False
2011-05-31,41,False
2011-06-01,55,False
2011-06-02,53,False
2011-06-03,78,False
2011-06-04,59,False
2011-06-05,61,False
2011-06-06,55,False
2011-06-07,50,False
2011-06-08,54,False
2011-06-09,49,False
2011-06-10,49,False
2011-06-11,50,False
2011-06-12,46,False
2011-06-13,49,False
2011-06-14,57,False
2011-06-15,58,False
2011-06-16,44,False
2011-06-17,52,False
2011-06-18,40,False
2011-06-19,47,False
2011-06-20,50,False
2011-06-21,49,False
2011-06-22,54,False
2011-06-23,47,False
2011-06-24,44,False
2011-06-25,50,False
2011-06-26,55,False
2011-06-27,44,False
2011-06-28,60,False
2011-06-29,41,False
2011-06-30,53,False
2011-07-01,52,False
2011-07-02,41,False
2011-07-03,40,False
2011-07-04,57,False
2011-07-05,48,False
2011-07-06,50,False
2011-07-07,50,False
2011-07-08,52,False
2011-07-09,49,False
2011-07-10,62,False
2011-07-11,58,False
2011-07-12,44,False
2011-07-13,47,False
2011-07-14,50,False
2011-07-15,52,False
2011-07-16,36,False
2011-07-17,35,False
2011-07-18,56,False
2011-07-19,100,False
2011-07-20,85,False
2011-07-21,70,False
2011-07-22,60,False
2011-07-23,44,False
2011-07-24,62,False
2011-07-25,59,False
2011-07-26,55,False
2011-07-27,61,False
2011-07-28,56,False
2011-07-29,45,False
2011-07-30,49,False
2011-07-31,49,False
2011-08-01,60,False
2011-08-02,49,False
2011-08-03,49,False
2011-08-04,50,False
2011-08-05,58,False
2011-08-06,47,False
2011-08-07,49,False
2011-08-08,52,False
2011-08-09,64,False
2011-08-10,55,False
2011-08-11,54,False
2011-08-12,46,False
2011-08-13,57,False
2011-08-14,46,False
2011-08-15,53,False
2011-08-16,54,False
2011-08-17,57,False
2011-08-18,53,False
2011-08-19,43,False
2011-08-20,47,False
2011-08-21,40,False
2011-08-22,51,False
2011-08-23,54,False
2011-08-24,49,False
2011-08-25,45,False
2011-08-26,49,False
2011-08-27,45,False
2011-08-28,32,False
2011-08-29,43,False
2011-08-30,45,False
2011-08-31,52,False
2011-09-01,47,False
2011-09-02,48,False
2011-09-03,42,False
2011-09-04,47,False
2011-09-05,33,False
2011-09-06,42,False
2011-09-07,47,False
2011-09-08,40,False
2011-09-09,43,False
2011-09-10,40,False
2011-09-11,42,False
2011-09-12,54,False
2011-09-13,38,False
2011-09-14,43,False
2011-09-15,46,False
2011-09-16,50,False
2011-09-17,42,False
2011-09-18,42,False
2011-09-19,49,False
2011-09-20,50,False
2011-09-21,49,False
2011-09-22,48,False
2011-09-23,38,False
2011-09-24,41,False
2011-09-25,41,False
2011-09-26,43,False
2011-09-27,45,False
2011-09-28,44,False
2011-09-29,42,False
2011-09-30,42,False
2011-10-01,41,False
2011-10-02,44,False
2011-10-03,49,False
2011-10-04,43,False
2011-10-05,57,False
2011-10-06,53,False
2011-10-07,41,False
2011-10-08,38,False
2011-10-09,39,False
2011-10-10,51,False
2011-10-11,53,False
2011-10-12,53,False
2011-10-13,46,False
2011-10-14,39,False
2011-10-15,38,False
2011-10-16,41,False
2011-10-17,47,False
2011-10-18,46,False
2011-10-19,58,False
2011-10-20,60,False
2011-10-21,54,False
2011-10-22,41,False
2011-10-23,44,False
2011-10-24,53,False
2011-10-25,45,False
2011-10-26,40,False
2011-10-27,44,False
2011-10-28,51,False
2011-10-29,42,False
2011-10-30,43,False
2011-10-31,45,False
2011-11-01,42,False
2011-11-02,55,False
2011-11-03,49,False
2011-11-04,45,False
2011-11-05,32,False
2011-11-06,40,False
2011-11-07,36,False
2011-11-08,34,False
2011-11-09,40,False
2011-11-10,36,False
