date,Wynn,isPartial
2013-11-06,43,False
2013-11-07,38,False
2013-11-08,37,False
2013-11-09,34,False
2013-11-10,33,False
2013-11-11,43,False
2013-11-12,40,False
2013-11-13,41,False
2013-11-14,40,False
2013-11-15,42,False
2013-11-16,37,False
2013-11-17,34,False
2013-11-18,37,False
2013-11-19,39,False
2013-11-20,40,False
2013-11-21,41,False
2013-11-22,34,False
2013-11-23,36,False
2013-11-24,34,False
2013-11-25,38,False
2013-11-26,32,False
2013-11-27,34,False
2013-11-28,36,False
2013-11-29,31,False
2013-11-30,100,False
2013-12-01,38,False
2013-12-02,36,False
2013-12-03,36,False
2013-12-04,38,False
2013-12-05,35,False
2013-12-06,42,False
2013-12-07,34,False
2013-12-08,33,False
2013-12-09,34,False
2013-12-10,45,False
2013-12-11,33,False
2013-12-12,34,False
2013-12-13,32,False
2013-12-14,35,False
2013-12-15,33,False
2013-12-16,33,False
2013-12-17,37,False
2013-12-18,34,False
2013-12-19,34,False
2013-12-20,33,False
2013-12-21,34,False
2013-12-22,39,False
2013-12-23,38,False
2013-12-24,36,False
2013-12-25,37,False
2013-12-26,43,False
2013-12-27,47,False
2013-12-28,61,False
2013-12-29,44,False
2013-12-30,50,False
2013-12-31,47,False
2014-01-01,47,False
2014-01-02,51,False
2014-01-03,49,False
2014-01-04,41,False
2014-01-05,48,False
2014-01-06,38,False
2014-01-07,46,False
2014-01-08,48,False
2014-01-09,49,False
2014-01-10,47,False
2014-01-11,51,False
2014-01-12,48,False
2014-01-13,50,False
2014-01-14,44,False
2014-01-15,45,False
2014-01-16,54,False
2014-01-17,46,False
2014-01-18,40,False
2014-01-19,50,False
2014-01-20,45,False
2014-01-21,44,False
2014-01-22,46,False
2014-01-23,41,False
2014-01-24,46,False
2014-01-25,41,False
2014-01-26,38,False
2014-01-27,46,False
2014-01-28,39,False
2014-01-29,42,False
2014-01-30,46,False
2014-01-31,45,False
2014-02-01,45,False
2014-02-02,41,False
2014-02-03,41,False
2014-02-04,45,False
2014-02-05,43,False
2014-02-06,34,False
2014-02-07,40,False
2014-02-08,41,False
2014-02-09,44,False
2014-02-10,45,False
2014-02-11,43,False
2014-02-12,45,False
2014-02-13,42,False
2014-02-14,43,False
2014-02-15,42,False
2014-02-16,35,False
2014-02-17,41,False
2014-02-18,43,False
2014-02-19,41,False
2014-02-20,47,False
2014-02-21,40,False
2014-02-22,36,False
2014-02-23,39,False
2014-02-24,42,False
2014-02-25,39,False
2014-02-26,40,False
2014-02-27,45,False
2014-02-28,42,False
2014-03-01,42,False
2014-03-02,41,False
2014-03-03,39,False
2014-03-04,40,False
2014-03-05,44,False
2014-03-06,43,False
2014-03-07,41,False
2014-03-08,39,False
2014-03-09,45,False
2014-03-10,43,False
2014-03-11,45,False
2014-03-12,41,False
2014-03-13,40,False
2014-03-14,43,False
2014-03-15,36,False
2014-03-16,39,False
2014-03-17,36,False
2014-03-18,39,False
2014-03-19,37,False
2014-03-20,46,False
2014-03-21,43,False
2014-03-22,40,False
2014-03-23,46,False
2014-03-24,42,False
2014-03-25,40,False
2014-03-26,46,False
2014-03-27,48,False
2014-03-28,45,False
2014-03-29,41,False
2014-03-30,42,False
2014-03-31,37,False
2014-04-01,47,False
2014-04-02,44,False
2014-04-03,43,False
2014-04-04,46,False
2014-04-05,40,False
2014-04-06,39,False
2014-04-07,42,False
2014-04-08,47,False
2014-04-09,42,False
2014-04-10,39,False
2014-04-11,40,False
2014-04-12,39,False
2014-04-13,43,False
2014-04-14,43,False
2014-04-15,43,False
