date,Wynn,isPartial
2015-08-18,69,False
2015-08-19,72,False
2015-08-20,55,False
2015-08-21,98,False
2015-08-22,73,False
2015-08-23,68,False
2015-08-24,65,False
2015-08-25,85,False
2015-08-26,72,False
2015-08-27,68,False
2015-08-28,68,False
2015-08-29,59,False
2015-08-30,61,False
2015-08-31,68,False
2015-09-01,67,False
2015-09-02,66,False
2015-09-03,72,False
2015-09-04,62,False
2015-09-05,58,False
2015-09-06,59,False
2015-09-07,58,False
2015-09-08,55,False
2015-09-09,68,False
2015-09-10,69,False
2015-09-11,65,False
2015-09-12,55,False
2015-09-13,58,False
2015-09-14,63,False
2015-09-15,63,False
2015-09-16,60,False
2015-09-17,59,False
2015-09-18,67,False
2015-09-19,53,False
2015-09-20,55,False
2015-09-21,69,False
2015-09-22,63,False
2015-09-23,67,False
2015-09-24,66,False
2015-09-25,73,False
2015-09-26,61,False
2015-09-27,61,False
2015-09-28,56,False
2015-09-29,61,False
2015-09-30,66,False
2015-10-01,62,False
2015-10-02,68,False
2015-10-03,54,False
2015-10-04,64,False
2015-10-05,73,False
2015-10-06,72,False
2015-10-07,69,False
2015-10-08,63,False
2015-10-09,72,False
2015-10-10,71,False
2015-10-11,58,False
2015-10-12,77,False
2015-10-13,75,False
2015-10-14,78,False
2015-10-15,76,False
2015-10-16,81,False
2015-10-17,52,False
2015-10-18,50,False
2015-10-19,59,False
2015-10-20,65,False
2015-10-21,68,False
2015-10-22,62,False
2015-10-23,61,False
2015-10-24,63,False
2015-10-25,49,False
2015-10-26,54,False
2015-10-27,55,False
2015-10-28,60,False
2015-10-29,60,False
2015-10-30,62,False
2015-10-31,47,False
2015-11-01,38,False
2015-11-02,54,False
2015-11-03,54,False
2015-11-04,61,False
2015-11-05,62,False
2015-11-06,65,False
2015-11-07,55,False
2015-11-08,50,False
2015-11-09,60,False
2015-11-10,61,False
2015-11-11,60,False
2015-11-12,62,False
2015-11-13,51,False
2015-11-14,60,False
2015-11-15,56,False
2015-11-16,52,False
2015-11-17,55,False
2015-11-18,53,False
2015-11-19,56,False
2015-11-20,52,False
2015-11-21,58,False
2015-11-22,47,False
2015-11-23,56,False
2015-11-24,59,False
2015-11-25,47,False
2015-11-26,45,False
2015-11-27,48,False
2015-11-28,49,False
2015-11-29,48,False
2015-11-30,51,False
2015-12-01,63,False
2015-12-02,58,False
2015-12-03,52,False
2015-12-04,55,False
2015-12-05,58,False
2015-12-06,48,False
2015-12-07,85,False
2015-12-08,65,False
2015-12-09,70,False
2015-12-10,58,False
2015-12-11,54,False
2015-12-12,48,False
2015-12-13,65,False
2015-12-14,56,False
2015-12-15,55,False
2015-12-16,53,False
2015-12-17,61,False
2015-12-18,54,False
2015-12-19,59,False
2015-12-20,61,False
2015-12-21,57,False
2015-12-22,59,False
2015-12-23,62,False
2015-12-24,62,False
2015-12-25,59,False
2015-12-26,71,False
2015-12-27,61,False
2015-12-28,76,False
2015-12-29,68,False
2015-12-30,80,False
2015-12-31,74,False
2016-01-01,59,False
2016-01-02,55,False
2016-01-03,77,False
2016-01-04,66,False
2016-01-05,67,False
2016-01-06,65,False
2016-01-07,65,False
2016-01-08,77,False
2016-01-09,58,False
2016-01-10,61,False
2016-01-11,61,False
2016-01-12,69,False
2016-01-13,51,False
2016-01-14,61,False
2016-01-15,67,False
2016-01-16,63,False
2016-01-17,58,False
2016-01-18,63,False
2016-01-19,64,False
2016-01-20,72,False
2016-01-21,69,False
2016-01-22,63,False
2016-01-23,63,False
2016-01-24,48,False
2016-01-25,67,False
2016-01-26,63,False
2016-01-27,67,False
2016-01-28,70,False
2016-01-29,68,False
2016-01-30,58,False
2016-01-31,59,False
2016-02-01,62,False
2016-02-02,70,False
2016-02-03,68,False
2016-02-04,64,False
2016-02-05,59,False
2016-02-06,55,False
2016-02-07,56,False
2016-02-08,59,False
2016-02-09,64,False
2016-02-10,62,False
2016-02-11,72,False
2016-02-12,67,False
2016-02-13,65,False
2016-02-14,62,False
2016-02-15,57,False
2016-02-16,72,False
2016-02-17,80,False
2016-02-18,69,False
2016-02-19,55,False
2016-02-20,59,False
2016-02-21,52,False
2016-02-22,72,False
2016-02-23,73,False
2016-02-24,89,False
2016-02-25,66,False
2016-02-26,66,False
2016-02-27,64,False
2016-02-28,57,False
2016-02-29,69,False
2016-03-01,69,False
2016-03-02,71,False
2016-03-03,69,False
2016-03-04,68,False
2016-03-05,67,False
2016-03-06,61,False
2016-03-07,57,False
2016-03-08,60,False
2016-03-09,61,False
2016-03-10,61,False
2016-03-11,64,False
2016-03-12,54,False
2016-03-13,62,False
2016-03-14,68,False
2016-03-15,61,False
2016-03-16,59,False
2016-03-17,67,False
2016-03-18,64,False
2016-03-19,59,False
2016-03-20,57,False
2016-03-21,66,False
2016-03-22,64,False
2016-03-23,69,False
2016-03-24,63,False
2016-03-25,67,False
2016-03-26,49,False
2016-03-27,55,False
2016-03-28,71,False
2016-03-29,75,False
2016-03-30,61,False
2016-03-31,61,False
2016-04-01,58,False
2016-04-02,50,False
2016-04-03,50,False
2016-04-04,61,False
2016-04-05,69,False
2016-04-06,66,False
2016-04-07,97,False
2016-04-08,100,False
2016-04-09,80,False
2016-04-10,62,False
2016-04-11,71,False
2016-04-12,77,False
2016-04-13,70,False
2016-04-14,67,False
2016-04-15,67,False
2016-04-16,53,False
2016-04-17,50,False
2016-04-18,68,False
2016-04-19,67,False
2016-04-20,67,False
2016-04-21,58,False
2016-04-22,67,False
2016-04-23,56,False
2016-04-24,56,False
2016-04-25,65,False
2016-04-26,71,False
2016-04-27,62,False
2016-04-28,65,False
2016-04-29,56,False
2016-04-30,53,False
2016-05-01,63,False
2016-05-02,72,False
2016-05-03,68,False
2016-05-04,64,False
