date,Wynn,isPartial
2017-10-06,7,False
2017-10-07,7,False
2017-10-08,12,False
2017-10-09,11,False
2017-10-10,8,False
2017-10-11,8,False
2017-10-12,7,False
2017-10-13,7,False
2017-10-14,6,False
2017-10-15,9,False
2017-10-16,7,False
2017-10-17,8,False
2017-10-18,6,False
2017-10-19,7,False
2017-10-20,8,False
2017-10-21,6,False
2017-10-22,6,False
2017-10-23,7,False
2017-10-24,7,False
2017-10-25,6,False
2017-10-26,7,False
2017-10-27,6,False
2017-10-28,7,False
2017-10-29,6,False
2017-10-30,6,False
2017-10-31,6,False
2017-11-01,8,False
2017-11-02,8,False
2017-11-03,6,False
2017-11-04,6,False
2017-11-05,7,False
2017-11-06,7,False
2017-11-07,8,False
2017-11-08,6,False
2017-11-09,30,False
2017-11-10,18,False
2017-11-11,12,False
2017-11-12,9,False
2017-11-13,9,False
2017-11-14,7,False
2017-11-15,9,False
2017-11-16,9,False
2017-11-17,7,False
2017-11-18,6,False
2017-11-19,7,False
2017-11-20,7,False
2017-11-21,6,False
2017-11-22,6,False
2017-11-23,5,False
2017-11-24,6,False
2017-11-25,6,False
2017-11-26,5,False
2017-11-27,9,False
2017-11-28,7,False
2017-11-29,5,False
2017-11-30,6,False
2017-12-01,6,False
2017-12-02,6,False
2017-12-03,5,False
2017-12-04,7,False
2017-12-05,7,False
2017-12-06,6,False
2017-12-07,6,False
2017-12-08,6,False
2017-12-09,7,False
2017-12-10,7,False
2017-12-11,6,False
2017-12-12,6,False
2017-12-13,7,False
2017-12-14,7,False
2017-12-15,6,False
2017-12-16,6,False
2017-12-17,5,False
2017-12-18,7,False
2017-12-19,6,False
2017-12-20,6,False
2017-12-21,7,False
2017-12-22,7,False
2017-12-23,6,False
2017-12-24,6,False
2017-12-25,6,False
2017-12-26,7,False
2017-12-27,6,False
2017-12-28,8,False
2017-12-29,7,False
2017-12-30,6,False
2017-12-31,6,False
2018-01-01,7,False
2018-01-02,9,False
2018-01-03,8,False
2018-01-04,7,False
2018-01-05,8,False
2018-01-06,8,False
2018-01-07,8,False
2018-01-08,11,False
2018-01-09,8,False
2018-01-10,8,False
2018-01-11,7,False
2018-01-12,8,False
2018-01-13,7,False
2018-01-14,8,False
2018-01-15,9,False
2018-01-16,8,False
2018-01-17,6,False
2018-01-18,9,False
2018-01-19,8,False
2018-01-20,8,False
2018-01-21,7,False
2018-01-22,9,False
2018-01-23,10,False
2018-01-24,9,False
2018-01-25,9,False
2018-01-26,46,False
2018-01-27,100,False
2018-01-28,55,False
2018-01-29,36,False
2018-01-30,25,False
2018-01-31,18,False
2018-02-01,16,False
2018-02-02,14,False
2018-02-03,11,False
2018-02-04,10,False
2018-02-05,9,False
2018-02-06,12,False
2018-02-07,54,False
2018-02-08,20,False
2018-02-09,10,False
2018-02-10,14,False
2018-02-11,9,False
2018-02-12,11,False
2018-02-13,10,False
2018-02-14,8,False
2018-02-15,8,False
2018-02-16,12,False
2018-02-17,9,False
2018-02-18,8,False
2018-02-19,7,False
2018-02-20,9,False
2018-02-21,8,False
2018-02-22,9,False
2018-02-23,8,False
2018-02-24,8,False
2018-02-25,6,False
2018-02-26,8,False
2018-02-27,9,False
2018-02-28,11,False
2018-03-01,8,False
2018-03-02,9,False
2018-03-03,7,False
2018-03-04,8,False
2018-03-05,7,False
2018-03-06,9,False
2018-03-07,8,False
2018-03-08,9,False
2018-03-09,10,False
2018-03-10,8,False
2018-03-11,8,False
2018-03-12,8,False
2018-03-13,8,False
2018-03-14,7,False
2018-03-15,9,False
2018-03-16,8,False
2018-03-17,9,False
2018-03-18,8,False
2018-03-19,8,False
2018-03-20,8,False
2018-03-21,9,False
2018-03-22,9,False
2018-03-23,12,False
2018-03-24,10,False
2018-03-25,9,False
2018-03-26,8,False
2018-03-27,10,False
2018-03-28,7,False
2018-03-29,9,False
2018-03-30,9,False
2018-03-31,8,False
2018-04-01,8,False
2018-04-02,9,False
2018-04-03,8,False
2018-04-04,9,False
2018-04-05,8,False
2018-04-06,10,False
2018-04-07,11,False
2018-04-08,11,False
2018-04-09,10,False
2018-04-10,9,False
2018-04-11,8,False
2018-04-12,9,False
2018-04-13,9,False
2018-04-14,7,False
2018-04-15,7,False
2018-04-16,9,False
2018-04-17,9,False
2018-04-18,8,False
2018-04-19,10,False
2018-04-20,8,False
2018-04-21,7,False
2018-04-22,7,False
2018-04-23,8,False
2018-04-24,10,False
2018-04-25,10,False
2018-04-26,10,False
2018-04-27,23,False
2018-04-28,9,False
2018-04-29,10,False
2018-04-30,7,False
2018-05-01,9,False
2018-05-02,8,False
2018-05-03,7,False
2018-05-04,8,False
2018-05-05,7,False
2018-05-06,7,False
2018-05-07,7,False
2018-05-08,7,False
2018-05-09,7,False
2018-05-10,7,False
2018-05-11,8,False
2018-05-12,7,False
2018-05-13,6,False
2018-05-14,8,False
2018-05-15,7,False
2018-05-16,8,False
2018-05-17,8,False
2018-05-18,7,False
2018-05-19,7,False
2018-05-20,7,False
2018-05-21,8,False
2018-05-22,8,False
2018-05-23,8,False
2018-05-24,8,False
2018-05-25,7,False
2018-05-26,6,False
2018-05-27,7,False
2018-05-28,8,False
2018-05-29,7,False
2018-05-30,6,False
2018-05-31,8,False
2018-06-01,7,False
2018-06-02,7,False
2018-06-03,8,False
2018-06-04,9,False
2018-06-05,8,False
2018-06-06,8,False
2018-06-07,7,False
2018-06-08,10,False
2018-06-09,7,False
2018-06-10,7,False
2018-06-11,8,False
2018-06-12,8,False
2018-06-13,6,False
2018-06-14,6,False
2018-06-15,8,False
2018-06-16,7,False
2018-06-17,6,False
2018-06-18,8,False
2018-06-19,7,False
2018-06-20,7,False
2018-06-21,8,False
2018-06-22,7,False
2018-06-23,7,False
