date,MercadoLibre,isPartial
2012-06-04,68,False
2012-06-05,69,False
2012-06-06,66,False
2012-06-07,67,False
2012-06-08,65,False
2012-06-09,67,False
2012-06-10,60,False
2012-06-11,63,False
2012-06-12,69,False
2012-06-13,68,False
2012-06-14,64,False
2012-06-15,68,False
2012-06-16,68,False
2012-06-17,61,False
2012-06-18,64,False
2012-06-19,62,False
2012-06-20,64,False
2012-06-21,67,False
2012-06-22,63,False
2012-06-23,64,False
2012-06-24,62,False
2012-06-25,68,False
2012-06-26,69,False
2012-06-27,68,False
2012-06-28,70,False
2012-06-29,67,False
2012-06-30,71,False
2012-07-01,73,False
2012-07-02,67,False
2012-07-03,70,False
2012-07-04,70,False
2012-07-05,65,False
2012-07-06,68,False
2012-07-07,68,False
2012-07-08,63,False
2012-07-09,64,False
2012-07-10,68,False
2012-07-11,70,False
2012-07-12,72,False
2012-07-13,68,False
2012-07-14,73,False
2012-07-15,64,False
2012-07-16,72,False
2012-07-17,70,False
2012-07-18,73,False
2012-07-19,72,False
2012-07-20,70,False
2012-07-21,66,False
2012-07-22,69,False
2012-07-23,71,False
2012-07-24,76,False
2012-07-25,77,False
2012-07-26,75,False
2012-07-27,74,False
2012-07-28,77,False
2012-07-29,69,False
2012-07-30,74,False
2012-07-31,76,False
2012-08-01,74,False
2012-08-02,75,False
2012-08-03,76,False
2012-08-04,76,False
2012-08-05,71,False
2012-08-06,75,False
2012-08-07,76,False
2012-08-08,76,False
2012-08-09,77,False
2012-08-10,74,False
2012-08-11,76,False
2012-08-12,71,False
2012-08-13,75,False
2012-08-14,78,False
2012-08-15,81,False
2012-08-16,77,False
2012-08-17,78,False
2012-08-18,80,False
2012-08-19,71,False
2012-08-20,73,False
2012-08-21,74,False
2012-08-22,76,False
2012-08-23,75,False
2012-08-24,78,False
2012-08-25,77,False
2012-08-26,69,False
2012-08-27,73,False
2012-08-28,74,False
2012-08-29,76,False
2012-08-30,71,False
2012-08-31,71,False
2012-09-01,71,False
2012-09-02,69,False
2012-09-03,77,False
2012-09-04,73,False
2012-09-05,74,False
2012-09-06,76,False
2012-09-07,72,False
2012-09-08,74,False
2012-09-09,69,False
2012-09-10,70,False
2012-09-11,72,False
2012-09-12,75,False
2012-09-13,73,False
2012-09-14,69,False
2012-09-15,69,False
2012-09-16,63,False
2012-09-17,71,False
2012-09-18,72,False
2012-09-19,69,False
2012-09-20,72,False
2012-09-21,70,False
2012-09-22,66,False
2012-09-23,62,False
2012-09-24,75,False
2012-09-25,72,False
2012-09-26,71,False
2012-09-27,71,False
2012-09-28,70,False
2012-09-29,69,False
2012-09-30,68,False
2012-10-01,69,False
2012-10-02,76,False
2012-10-03,72,False
2012-10-04,72,False
2012-10-05,70,False
2012-10-06,75,False
2012-10-07,66,False
2012-10-08,69,False
2012-10-09,74,False
2012-10-10,77,False
2012-10-11,72,False
2012-10-12,74,False
2012-10-13,71,False
2012-10-14,66,False
2012-10-15,74,False
2012-10-16,79,False
2012-10-17,77,False
