date,MercadoLibre,isPartial
2015-12-26,88,False
2015-12-27,85,False
2015-12-28,100,False
2015-12-29,95,False
2015-12-30,88,False
2015-12-31,71,False
2016-01-01,46,False
2016-01-02,63,False
2016-01-03,66,False
2016-01-04,82,False
2016-01-05,81,False
2016-01-06,76,False
2016-01-07,77,False
2016-01-08,73,False
2016-01-09,74,False
2016-01-10,66,False
2016-01-11,76,False
2016-01-12,82,False
2016-01-13,82,False
2016-01-14,74,False
2016-01-15,76,False
2016-01-16,71,False
2016-01-17,66,False
2016-01-18,84,False
2016-01-19,84,False
2016-01-20,81,False
2016-01-21,82,False
2016-01-22,77,False
2016-01-23,73,False
2016-01-24,67,False
2016-01-25,81,False
2016-01-26,86,False
2016-01-27,81,False
2016-01-28,82,False
2016-01-29,77,False
2016-01-30,74,False
2016-01-31,68,False
2016-02-01,83,False
2016-02-02,78,False
2016-02-03,81,False
2016-02-04,77,False
2016-02-05,71,False
2016-02-06,71,False
2016-02-07,64,False
2016-02-08,64,False
2016-02-09,64,False
2016-02-10,79,False
2016-02-11,81,False
2016-02-12,80,False
2016-02-13,73,False
2016-02-14,65,False
2016-02-15,77,False
2016-02-16,79,False
2016-02-17,79,False
2016-02-18,77,False
2016-02-19,78,False
2016-02-20,72,False
2016-02-21,72,False
2016-02-22,80,False
2016-02-23,78,False
2016-02-24,79,False
2016-02-25,80,False
2016-02-26,79,False
2016-02-27,74,False
2016-02-28,69,False
2016-02-29,78,False
2016-03-01,82,False
2016-03-02,82,False
2016-03-03,80,False
2016-03-04,77,False
2016-03-05,73,False
2016-03-06,72,False
2016-03-07,78,False
2016-03-08,81,False
2016-03-09,82,False
2016-03-10,83,False
2016-03-11,78,False
2016-03-12,75,False
2016-03-13,72,False
2016-03-14,82,False
2016-03-15,81,False
2016-03-16,77,False
2016-03-17,77,False
2016-03-18,77,False
2016-03-19,75,False
2016-03-20,68,False
2016-03-21,74,False
2016-03-22,76,False
2016-03-23,70,False
2016-03-24,63,False
2016-03-25,65,False
2016-03-26,73,False
2016-03-27,72,False
2016-03-28,88,False
2016-03-29,79,False
2016-03-30,79,False
2016-03-31,78,False
2016-04-01,78,False
2016-04-02,72,False
2016-04-03,72,False
2016-04-04,81,False
2016-04-05,83,False
2016-04-06,79,False
2016-04-07,77,False
2016-04-08,78,False
2016-04-09,74,False
2016-04-10,75,False
2016-04-11,81,False
2016-04-12,79,False
2016-04-13,81,False
2016-04-14,77,False
2016-04-15,79,False
2016-04-16,78,False
2016-04-17,71,False
2016-04-18,77,False
2016-04-19,78,False
2016-04-20,78,False
2016-04-21,78,False
2016-04-22,76,False
2016-04-23,74,False
2016-04-24,71,False
2016-04-25,81,False
2016-04-26,79,False
2016-04-27,75,False
2016-04-28,76,False
2016-04-29,74,False
2016-04-30,71,False
2016-05-01,70,False
2016-05-02,80,False
2016-05-03,75,False
2016-05-04,77,False
2016-05-05,77,False
2016-05-06,78,False
2016-05-07,71,False
2016-05-08,68,False
2016-05-09,79,False
2016-05-10,78,False
2016-05-11,84,False
2016-05-12,80,False
2016-05-13,78,False
