date,MercadoLibre,isPartial
2016-05-04,79,False
2016-05-05,84,False
2016-05-06,86,False
2016-05-07,81,False
2016-05-08,73,False
2016-05-09,80,False
2016-05-10,84,False
2016-05-11,83,False
2016-05-12,86,False
2016-05-13,81,False
2016-05-14,78,False
2016-05-15,79,False
2016-05-16,98,False
2016-05-17,93,False
2016-05-18,85,False
2016-05-19,83,False
2016-05-20,79,False
2016-05-21,79,False
2016-05-22,77,False
2016-05-23,84,False
2016-05-24,86,False
2016-05-25,80,False
2016-05-26,84,False
2016-05-27,82,False
2016-05-28,80,False
2016-05-29,80,False
2016-05-30,88,False
2016-05-31,85,False
2016-06-01,84,False
2016-06-02,89,False
2016-06-03,87,False
2016-06-04,82,False
2016-06-05,81,False
2016-06-06,87,False
2016-06-07,88,False
2016-06-08,88,False
2016-06-09,89,False
2016-06-10,88,False
2016-06-11,82,False
2016-06-12,81,False
2016-06-13,94,False
2016-06-14,89,False
2016-06-15,83,False
2016-06-16,83,False
2016-06-17,80,False
2016-06-18,78,False
2016-06-19,74,False
2016-06-20,86,False
2016-06-21,89,False
2016-06-22,89,False
2016-06-23,84,False
2016-06-24,84,False
2016-06-25,89,False
2016-06-26,86,False
2016-06-27,86,False
2016-06-28,92,False
2016-06-29,93,False
2016-06-30,89,False
2016-07-01,88,False
2016-07-02,96,False
2016-07-03,93,False
2016-07-04,98,False
2016-07-05,97,False
2016-07-06,97,False
2016-07-07,91,False
2016-07-08,88,False
2016-07-09,92,False
2016-07-10,87,False
2016-07-11,100,False
2016-07-12,100,False
2016-07-13,98,False
2016-07-14,91,False
2016-07-15,90,False
2016-07-16,87,False
2016-07-17,87,False
2016-07-18,98,False
2016-07-19,97,False
2016-07-20,93,False
2016-07-21,94,False
2016-07-22,93,False
2016-07-23,88,False
2016-07-24,87,False
2016-07-25,99,False
2016-07-26,100,False
2016-07-27,93,False
2016-07-28,93,False
2016-07-29,91,False
2016-07-30,87,False
2016-07-31,84,False
2016-08-01,98,False
2016-08-02,98,False
2016-08-03,97,False
2016-08-04,86,False
2016-08-05,90,False
2016-08-06,82,False
2016-08-07,80,False
2016-08-08,93,False
2016-08-09,89,False
2016-08-10,89,False
2016-08-11,90,False
2016-08-12,88,False
2016-08-13,77,False
2016-08-14,74,False
2016-08-15,84,False
2016-08-16,88,False
2016-08-17,77,False
2016-08-18,76,False
2016-08-19,69,False
2016-08-20,70,False
2016-08-21,66,False
2016-08-22,76,False
2016-08-23,79,False
2016-08-24,77,False
2016-08-25,75,False
2016-08-26,74,False
2016-08-27,72,False
2016-08-28,71,False
2016-08-29,71,False
2016-08-30,75,False
2016-08-31,72,False
2016-09-01,70,False
2016-09-02,69,False
2016-09-03,71,False
2016-09-04,71,False
2016-09-05,90,False
2016-09-06,85,False
2016-09-07,82,False
2016-09-08,80,False
2016-09-09,75,False
2016-09-10,72,False
2016-09-11,72,False
2016-09-12,90,False
2016-09-13,92,False
2016-09-14,87,False
2016-09-15,84,False
2016-09-16,77,False
2016-09-17,71,False
2016-09-18,69,False
2016-09-19,83,False
2016-09-20,80,False
2016-09-21,78,False
2016-09-22,75,False
2016-09-23,75,False
2016-09-24,69,False
2016-09-25,66,False
2016-09-26,80,False
2016-09-27,79,False
2016-09-28,77,False
2016-09-29,76,False
2016-09-30,75,False
2016-10-01,67,False
2016-10-02,66,False
2016-10-03,75,False
2016-10-04,77,False
2016-10-05,77,False
2016-10-06,74,False
2016-10-07,68,False
2016-10-08,66,False
2016-10-09,61,False
2016-10-10,70,False
2016-10-11,74,False
2016-10-12,70,False
2016-10-13,75,False
2016-10-14,71,False
2016-10-15,68,False
2016-10-16,61,False
2016-10-17,73,False
2016-10-18,75,False
2016-10-19,72,False
2016-10-20,57,False
2016-10-21,54,False
2016-10-22,48,False
2016-10-23,46,False
2016-10-24,53,False
2016-10-25,58,False
2016-10-26,56,False
2016-10-27,54,False
2016-10-28,52,False
2016-10-29,50,False
2016-10-30,45,False
2016-10-31,58,False
2016-11-01,55,False
2016-11-02,52,False
2016-11-03,50,False
2016-11-04,51,False
2016-11-05,49,False
2016-11-06,45,False
2016-11-07,55,False
2016-11-08,56,False
2016-11-09,48,False
2016-11-10,53,False
2016-11-11,52,False
2016-11-12,49,False
2016-11-13,49,False
2016-11-14,52,False
2016-11-15,51,False
2016-11-16,48,False
2016-11-17,50,False
2016-11-18,45,False
2016-11-19,41,False
2016-11-20,41,False
2016-11-21,48,False
2016-11-22,49,False
2016-11-23,50,False
2016-11-24,50,False
2016-11-25,50,False
2016-11-26,46,False
2016-11-27,39,False
2016-11-28,50,False
2016-11-29,52,False
2016-11-30,50,False
2016-12-01,49,False
2016-12-02,51,False
2016-12-03,48,False
2016-12-04,46,False
2016-12-05,53,False
2016-12-06,53,False
2016-12-07,54,False
2016-12-08,50,False
2016-12-09,49,False
2016-12-10,45,False
2016-12-11,46,False
2016-12-12,52,False
2016-12-13,55,False
2016-12-14,57,False
2016-12-15,53,False
2016-12-16,50,False
2016-12-17,48,False
2016-12-18,48,False
2016-12-19,56,False
2016-12-20,58,False
2016-12-21,59,False
2016-12-22,55,False
2016-12-23,51,False
2016-12-24,41,False
2016-12-25,36,False
2016-12-26,52,False
2016-12-27,53,False
2016-12-28,54,False
2016-12-29,50,False
2016-12-30,46,False
2016-12-31,35,False
2017-01-01,27,False
2017-01-02,43,False
2017-01-03,51,False
2017-01-04,53,False
2017-01-05,53,False
2017-01-06,50,False
2017-01-07,48,False
2017-01-08,47,False
2017-01-09,53,False
2017-01-10,58,False
2017-01-11,60,False
2017-01-12,59,False
2017-01-13,61,False
2017-01-14,53,False
2017-01-15,55,False
2017-01-16,65,False
2017-01-17,62,False
2017-01-18,62,False
2017-01-19,60,False
