date,MercadoLibre,isPartial
2017-01-19,78,False
2017-01-20,79,False
2017-01-21,73,False
2017-01-22,71,False
2017-01-23,86,False
2017-01-24,90,False
2017-01-25,86,False
2017-01-26,85,False
2017-01-27,81,False
2017-01-28,80,False
2017-01-29,76,False
2017-01-30,86,False
2017-01-31,91,False
2017-02-01,87,False
2017-02-02,87,False
2017-02-03,83,False
2017-02-04,79,False
2017-02-05,77,False
2017-02-06,87,False
2017-02-07,88,False
2017-02-08,90,False
2017-02-09,89,False
2017-02-10,87,False
2017-02-11,83,False
2017-02-12,78,False
2017-02-13,91,False
2017-02-14,86,False
2017-02-15,87,False
2017-02-16,90,False
2017-02-17,89,False
2017-02-18,84,False
2017-02-19,78,False
2017-02-20,87,False
2017-02-21,92,False
2017-02-22,91,False
2017-02-23,88,False
2017-02-24,81,False
2017-02-25,76,False
2017-02-26,72,False
2017-02-27,73,False
2017-02-28,85,False
2017-03-01,89,False
2017-03-02,96,False
2017-03-03,93,False
2017-03-04,90,False
2017-03-05,83,False
2017-03-06,93,False
2017-03-07,98,False
2017-03-08,91,False
2017-03-09,94,False
2017-03-10,91,False
2017-03-11,87,False
2017-03-12,82,False
2017-03-13,91,False
2017-03-14,98,False
2017-03-15,100,False
2017-03-16,93,False
2017-03-17,91,False
2017-03-18,84,False
2017-03-19,78,False
2017-03-20,94,False
2017-03-21,98,False
2017-03-22,97,False
2017-03-23,88,False
2017-03-24,88,False
2017-03-25,88,False
2017-03-26,85,False
2017-03-27,97,False
2017-03-28,98,False
2017-03-29,93,False
2017-03-30,87,False
2017-03-31,80,False
2017-04-01,79,False
2017-04-02,80,False
2017-04-03,86,False
2017-04-04,85,False
2017-04-05,81,False
2017-04-06,81,False
2017-04-07,80,False
2017-04-08,74,False
2017-04-09,76,False
2017-04-10,83,False
2017-04-11,78,False
2017-04-12,75,False
2017-04-13,64,False
2017-04-14,70,False
2017-04-15,70,False
2017-04-16,67,False
2017-04-17,88,False
2017-04-18,87,False
2017-04-19,79,False
2017-04-20,83,False
2017-04-21,78,False
2017-04-22,76,False
2017-04-23,72,False
2017-04-24,82,False
2017-04-25,86,False
2017-04-26,87,False
2017-04-27,84,False
2017-04-28,83,False
2017-04-29,75,False
2017-04-30,68,False
2017-05-01,76,False
2017-05-02,86,False
2017-05-03,85,False
2017-05-04,79,False
2017-05-05,78,False
2017-05-06,74,False
2017-05-07,74,False
2017-05-08,82,False
2017-05-09,81,False
2017-05-10,79,False
2017-05-11,71,False
2017-05-12,63,False
2017-05-13,60,False
2017-05-14,49,False
2017-05-15,67,False
2017-05-16,68,False
2017-05-17,63,False
2017-05-18,62,False
2017-05-19,58,False
2017-05-20,55,False
2017-05-21,50,False
2017-05-22,60,False
2017-05-23,59,False
2017-05-24,58,False
2017-05-25,56,False
2017-05-26,56,False
2017-05-27,48,False
2017-05-28,46,False
2017-05-29,53,False
2017-05-30,52,False
2017-05-31,45,False
2017-06-01,42,False
2017-06-02,43,False
2017-06-03,38,False
2017-06-04,36,False
2017-06-05,43,False
2017-06-06,45,False
2017-06-07,45,False
2017-06-08,43,False
2017-06-09,44,False
2017-06-10,38,False
2017-06-11,38,False
2017-06-12,44,False
2017-06-13,43,False
2017-06-14,42,False
2017-06-15,43,False
2017-06-16,43,False
2017-06-17,39,False
2017-06-18,33,False
2017-06-19,41,False
2017-06-20,42,False
2017-06-21,43,False
2017-06-22,42,False
2017-06-23,41,False
2017-06-24,38,False
2017-06-25,37,False
2017-06-26,41,False
2017-06-27,41,False
2017-06-28,39,False
2017-06-29,41,False
