date,MercadoLibre,isPartial
2013-02-19,84,False
2013-02-20,83,False
2013-02-21,85,False
2013-02-22,84,False
2013-02-23,80,False
2013-02-24,78,False
2013-02-25,83,False
2013-02-26,87,False
2013-02-27,84,False
2013-02-28,85,False
2013-03-01,81,False
2013-03-02,82,False
2013-03-03,75,False
2013-03-04,84,False
2013-03-05,82,False
2013-03-06,80,False
2013-03-07,83,False
2013-03-08,78,False
2013-03-09,80,False
2013-03-10,77,False
2013-03-11,80,False
2013-03-12,84,False
2013-03-13,83,False
2013-03-14,80,False
2013-03-15,82,False
2013-03-16,81,False
2013-03-17,73,False
2013-03-18,83,False
2013-03-19,84,False
2013-03-20,85,False
2013-03-21,84,False
2013-03-22,78,False
2013-03-23,78,False
2013-03-24,76,False
2013-03-25,83,False
2013-03-26,77,False
2013-03-27,75,False
2013-03-28,68,False
2013-03-29,68,False
2013-03-30,73,False
2013-03-31,75,False
2013-04-01,81,False
2013-04-02,83,False
2013-04-03,83,False
2013-04-04,80,False
2013-04-05,82,False
2013-04-06,80,False
2013-04-07,74,False
2013-04-08,79,False
2013-04-09,84,False
2013-04-10,84,False
2013-04-11,88,False
2013-04-12,81,False
2013-04-13,82,False
2013-04-14,72,False
2013-04-15,76,False
2013-04-16,79,False
2013-04-17,80,False
2013-04-18,81,False
2013-04-19,79,False
2013-04-20,83,False
2013-04-21,77,False
2013-04-22,82,False
2013-04-23,86,False
2013-04-24,83,False
2013-04-25,89,False
2013-04-26,85,False
2013-04-27,87,False
2013-04-28,85,False
2013-04-29,87,False
2013-04-30,86,False
2013-05-01,84,False
2013-05-02,88,False
2013-05-03,93,False
2013-05-04,85,False
2013-05-05,86,False
2013-05-06,90,False
2013-05-07,95,False
2013-05-08,90,False
2013-05-09,86,False
2013-05-10,85,False
2013-05-11,81,False
2013-05-12,77,False
2013-05-13,84,False
2013-05-14,86,False
2013-05-15,88,False
2013-05-16,84,False
2013-05-17,86,False
2013-05-18,89,False
2013-05-19,85,False
2013-05-20,87,False
2013-05-21,87,False
2013-05-22,90,False
2013-05-23,88,False
2013-05-24,83,False
2013-05-25,85,False
2013-05-26,80,False
2013-05-27,91,False
2013-05-28,90,False
2013-05-29,85,False
2013-05-30,86,False
2013-05-31,86,False
2013-06-01,84,False
2013-06-02,82,False
2013-06-03,86,False
2013-06-04,88,False
2013-06-05,88,False
2013-06-06,88,False
2013-06-07,83,False
2013-06-08,84,False
2013-06-09,79,False
2013-06-10,85,False
2013-06-11,87,False
2013-06-12,86,False
2013-06-13,87,False
2013-06-14,88,False
2013-06-15,86,False
2013-06-16,76,False
2013-06-17,89,False
2013-06-18,91,False
2013-06-19,87,False
2013-06-20,83,False
2013-06-21,89,False
2013-06-22,85,False
2013-06-23,83,False
2013-06-24,85,False
2013-06-25,87,False
2013-06-26,89,False
2013-06-27,86,False
2013-06-28,88,False
2013-06-29,87,False
2013-06-30,80,False
2013-07-01,89,False
2013-07-02,89,False
2013-07-03,90,False
2013-07-04,93,False
2013-07-05,91,False
2013-07-06,88,False
2013-07-07,85,False
2013-07-08,91,False
2013-07-09,92,False
2013-07-10,93,False
2013-07-11,92,False
2013-07-12,90,False
2013-07-13,91,False
2013-07-14,82,False
2013-07-15,92,False
2013-07-16,90,False
2013-07-17,93,False
2013-07-18,93,False
