date,MercadoLibre,isPartial
2014-03-16,72,False
2014-03-17,100,False
2014-03-18,84,False
2014-03-19,87,False
2014-03-20,83,False
2014-03-21,81,False
2014-03-22,75,False
2014-03-23,68,False
2014-03-24,74,False
2014-03-25,82,False
2014-03-26,90,False
2014-03-27,87,False
2014-03-28,82,False
2014-03-29,77,False
2014-03-30,79,False
2014-03-31,81,False
2014-04-01,82,False
2014-04-02,81,False
2014-04-03,81,False
2014-04-04,81,False
2014-04-05,83,False
2014-04-06,78,False
2014-04-07,82,False
2014-04-08,85,False
2014-04-09,79,False
2014-04-10,84,False
2014-04-11,84,False
2014-04-12,80,False
2014-04-13,73,False
2014-04-14,80,False
2014-04-15,81,False
2014-04-16,72,False
2014-04-17,68,False
2014-04-18,67,False
2014-04-19,72,False
2014-04-20,76,False
2014-04-21,90,False
2014-04-22,83,False
2014-04-23,82,False
2014-04-24,82,False
2014-04-25,80,False
2014-04-26,79,False
2014-04-27,73,False
2014-04-28,81,False
2014-04-29,81,False
2014-04-30,77,False
2014-05-01,75,False
2014-05-02,81,False
2014-05-03,80,False
2014-05-04,73,False
2014-05-05,84,False
2014-05-06,83,False
2014-05-07,83,False
2014-05-08,81,False
2014-05-09,78,False
2014-05-10,75,False
2014-05-11,70,False
2014-05-12,82,False
2014-05-13,82,False
2014-05-14,83,False
2014-05-15,82,False
2014-05-16,81,False
2014-05-17,85,False
2014-05-18,78,False
2014-05-19,81,False
2014-05-20,85,False
2014-05-21,88,False
2014-05-22,90,False
2014-05-23,85,False
2014-05-24,81,False
2014-05-25,75,False
2014-05-26,89,False
2014-05-27,86,False
2014-05-28,85,False
2014-05-29,87,False
2014-05-30,83,False
2014-05-31,85,False
2014-06-01,79,False
2014-06-02,82,False
2014-06-03,88,False
2014-06-04,89,False
2014-06-05,85,False
2014-06-06,84,False
2014-06-07,87,False
2014-06-08,78,False
2014-06-09,86,False
2014-06-10,86,False
2014-06-11,89,False
2014-06-12,81,False
2014-06-13,74,False
2014-06-14,73,False
2014-06-15,63,False
2014-06-16,78,False
2014-06-17,77,False
2014-06-18,80,False
2014-06-19,75,False
2014-06-20,76,False
2014-06-21,76,False
2014-06-22,77,False
2014-06-23,75,False
2014-06-24,75,False
2014-06-25,74,False
2014-06-26,81,False
2014-06-27,78,False
2014-06-28,73,False
2014-06-29,70,False
2014-06-30,79,False
2014-07-01,82,False
2014-07-02,87,False
2014-07-03,85,False
2014-07-04,80,False
2014-07-05,75,False
2014-07-06,80,False
2014-07-07,87,False
2014-07-08,78,False
2014-07-09,70,False
2014-07-10,81,False
2014-07-11,81,False
2014-07-12,82,False
2014-07-13,65,False
2014-07-14,81,False
2014-07-15,88,False
2014-07-16,87,False
2014-07-17,93,False
2014-07-18,87,False
2014-07-19,79,False
2014-07-20,74,False
2014-07-21,87,False
2014-07-22,92,False
2014-07-23,91,False
2014-07-24,86,False
2014-07-25,87,False
2014-07-26,84,False
2014-07-27,85,False
2014-07-28,92,False
2014-07-29,95,False
2014-07-30,97,False
2014-07-31,90,False
2014-08-01,91,False
2014-08-02,86,False
2014-08-03,80,False
2014-08-04,93,False
2014-08-05,91,False
2014-08-06,93,False
2014-08-07,86,False
2014-08-08,88,False
2014-08-09,82,False
2014-08-10,78,False
2014-08-11,87,False
2014-08-12,87,False
2014-08-13,87,False
2014-08-14,87,False
2014-08-15,91,False
2014-08-16,79,False
2014-08-17,70,False
2014-08-18,77,False
2014-08-19,86,False
2014-08-20,87,False
2014-08-21,86,False
2014-08-22,86,False
2014-08-23,82,False
2014-08-24,79,False
2014-08-25,84,False
2014-08-26,88,False
2014-08-27,83,False
2014-08-28,88,False
2014-08-29,83,False
2014-08-30,80,False
2014-08-31,74,False
2014-09-01,88,False
2014-09-02,87,False
2014-09-03,89,False
2014-09-04,87,False
2014-09-05,84,False
2014-09-06,86,False
2014-09-07,76,False
2014-09-08,86,False
2014-09-09,91,False
2014-09-10,88,False
2014-09-11,85,False
2014-09-12,82,False
2014-09-13,79,False
2014-09-14,80,False
2014-09-15,94,False
2014-09-16,80,False
2014-09-17,82,False
2014-09-18,81,False
2014-09-19,82,False
2014-09-20,76,False
2014-09-21,70,False
2014-09-22,85,False
2014-09-23,87,False
2014-09-24,86,False
2014-09-25,85,False
2014-09-26,82,False
2014-09-27,78,False
2014-09-28,79,False
2014-09-29,81,False
2014-09-30,84,False
2014-10-01,84,False
2014-10-02,83,False
2014-10-03,80,False
2014-10-04,82,False
2014-10-05,77,False
2014-10-06,80,False
2014-10-07,83,False
2014-10-08,80,False
2014-10-09,82,False
2014-10-10,81,False
2014-10-11,75,False
2014-10-12,71,False
2014-10-13,76,False
2014-10-14,79,False
2014-10-15,83,False
2014-10-16,78,False
2014-10-17,77,False
2014-10-18,76,False
2014-10-19,69,False
2014-10-20,78,False
2014-10-21,82,False
2014-10-22,78,False
2014-10-23,79,False
2014-10-24,75,False
2014-10-25,71,False
2014-10-26,68,False
2014-10-27,79,False
2014-10-28,81,False
2014-10-29,79,False
2014-10-30,77,False
2014-10-31,75,False
2014-11-01,74,False
2014-11-02,71,False
2014-11-03,81,False
2014-11-04,78,False
2014-11-05,77,False
2014-11-06,81,False
2014-11-07,75,False
2014-11-08,69,False
2014-11-09,66,False
2014-11-10,88,False
2014-11-11,88,False
2014-11-12,84,False
2014-11-13,80,False
2014-11-14,79,False
2014-11-15,73,False
2014-11-16,69,False
2014-11-17,79,False
2014-11-18,79,False
2014-11-19,83,False
2014-11-20,78,False
2014-11-21,80,False
2014-11-22,74,False
2014-11-23,67,False
2014-11-24,77,False
2014-11-25,82,False
2014-11-26,81,False
2014-11-27,80,False
2014-11-28,80,False
2014-11-29,72,False
2014-11-30,72,False
2014-12-01,81,False
