date,MercadoLibre,isPartial
2013-11-06,79,False
2013-11-07,80,False
2013-11-08,78,False
2013-11-09,77,False
2013-11-10,71,False
2013-11-11,82,False
2013-11-12,85,False
2013-11-13,84,False
2013-11-14,78,False
2013-11-15,79,False
2013-11-16,74,False
2013-11-17,67,False
2013-11-18,77,False
2013-11-19,80,False
2013-11-20,78,False
2013-11-21,80,False
2013-11-22,75,False
2013-11-23,72,False
2013-11-24,69,False
2013-11-25,75,False
2013-11-26,80,False
2013-11-27,82,False
2013-11-28,77,False
2013-11-29,81,False
2013-11-30,73,False
2013-12-01,64,False
2013-12-02,78,False
2013-12-03,79,False
2013-12-04,82,False
2013-12-05,82,False
2013-12-06,75,False
2013-12-07,76,False
2013-12-08,69,False
2013-12-09,80,False
2013-12-10,81,False
2013-12-11,81,False
2013-12-12,80,False
2013-12-13,79,False
2013-12-14,77,False
2013-12-15,69,False
2013-12-16,82,False
2013-12-17,85,False
2013-12-18,85,False
2013-12-19,86,False
2013-12-20,80,False
2013-12-21,76,False
2013-12-22,69,False
2013-12-23,76,False
2013-12-24,67,False
2013-12-25,54,False
2013-12-26,83,False
2013-12-27,80,False
2013-12-28,77,False
2013-12-29,65,False
2013-12-30,72,False
2013-12-31,64,False
2014-01-01,44,False
2014-01-02,77,False
2014-01-03,81,False
2014-01-04,75,False
2014-01-05,69,False
2014-01-06,78,False
2014-01-07,77,False
2014-01-08,79,False
2014-01-09,79,False
2014-01-10,77,False
2014-01-11,72,False
2014-01-12,71,False
2014-01-13,75,False
2014-01-14,80,False
2014-01-15,77,False
2014-01-16,77,False
2014-01-17,77,False
2014-01-18,72,False
2014-01-19,66,False
2014-01-20,75,False
2014-01-21,83,False
2014-01-22,77,False
2014-01-23,77,False
2014-01-24,79,False
2014-01-25,74,False
2014-01-26,70,False
2014-01-27,79,False
2014-01-28,84,False
2014-01-29,83,False
2014-01-30,83,False
2014-01-31,79,False
2014-02-01,78,False
2014-02-02,71,False
2014-02-03,78,False
2014-02-04,81,False
2014-02-05,83,False
2014-02-06,89,False
2014-02-07,72,False
2014-02-08,73,False
2014-02-09,70,False
2014-02-10,81,False
2014-02-11,81,False
2014-02-12,78,False
2014-02-13,76,False
2014-02-14,72,False
2014-02-15,69,False
2014-02-16,68,False
2014-02-17,79,False
2014-02-18,79,False
2014-02-19,79,False
2014-02-20,77,False
2014-02-21,74,False
2014-02-22,72,False
2014-02-23,71,False
2014-02-24,78,False
2014-02-25,80,False
2014-02-26,77,False
2014-02-27,75,False
2014-02-28,72,False
2014-03-01,70,False
2014-03-02,67,False
2014-03-03,66,False
2014-03-04,74,False
2014-03-05,79,False
2014-03-06,81,False
2014-03-07,78,False
2014-03-08,77,False
2014-03-09,75,False
2014-03-10,84,False
2014-03-11,83,False
2014-03-12,81,False
2014-03-13,82,False
2014-03-14,82,False
2014-03-15,78,False
2014-03-16,75,False
2014-03-17,100,False
2014-03-18,82,False
2014-03-19,85,False
2014-03-20,80,False
2014-03-21,81,False
2014-03-22,79,False
2014-03-23,69,False
2014-03-24,75,False
2014-03-25,82,False
2014-03-26,86,False
2014-03-27,86,False
2014-03-28,78,False
2014-03-29,75,False
2014-03-30,77,False
2014-03-31,81,False
2014-04-01,80,False
2014-04-02,80,False
2014-04-03,81,False
2014-04-04,78,False
2014-04-05,80,False
2014-04-06,74,False
2014-04-07,80,False
2014-04-08,83,False
2014-04-09,78,False
2014-04-10,83,False
2014-04-11,77,False
2014-04-12,78,False
2014-04-13,74,False
2014-04-14,77,False
2014-04-15,78,False
2014-04-16,71,False
2014-04-17,69,False
2014-04-18,65,False
2014-04-19,73,False
2014-04-20,72,False
2014-04-21,90,False
2014-04-22,87,False
2014-04-23,81,False
2014-04-24,84,False
2014-04-25,81,False
2014-04-26,77,False
2014-04-27,73,False
2014-04-28,80,False
2014-04-29,80,False
2014-04-30,76,False
2014-05-01,74,False
2014-05-02,78,False
2014-05-03,78,False
2014-05-04,73,False
2014-05-05,82,False
2014-05-06,82,False
2014-05-07,81,False
2014-05-08,79,False
2014-05-09,81,False
2014-05-10,72,False
2014-05-11,71,False
2014-05-12,80,False
2014-05-13,79,False
2014-05-14,79,False
2014-05-15,82,False
2014-05-16,84,False
2014-05-17,84,False
2014-05-18,76,False
2014-05-19,85,False
2014-05-20,85,False
2014-05-21,87,False
2014-05-22,86,False
2014-05-23,83,False
2014-05-24,77,False
2014-05-25,77,False
2014-05-26,87,False
2014-05-27,84,False
2014-05-28,85,False
2014-05-29,87,False
2014-05-30,85,False
2014-05-31,79,False
2014-06-01,74,False
2014-06-02,84,False
2014-06-03,86,False
2014-06-04,88,False
2014-06-05,87,False
2014-06-06,82,False
2014-06-07,83,False
2014-06-08,78,False
2014-06-09,87,False
2014-06-10,87,False
2014-06-11,87,False
2014-06-12,76,False
2014-06-13,73,False
2014-06-14,74,False
2014-06-15,63,False
2014-06-16,74,False
2014-06-17,77,False
2014-06-18,76,False
2014-06-19,75,False
2014-06-20,75,False
2014-06-21,72,False
2014-06-22,71,False
2014-06-23,76,False
2014-06-24,74,False
2014-06-25,78,False
2014-06-26,80,False
2014-06-27,83,False
2014-06-28,73,False
2014-06-29,69,False
2014-06-30,79,False
2014-07-01,83,False
2014-07-02,85,False
2014-07-03,81,False
2014-07-04,79,False
2014-07-05,78,False
2014-07-06,79,False
2014-07-07,83,False
2014-07-08,78,False
