date,MercadoLibre,isPartial
2016-09-11,84,False
2016-09-12,98,False
2016-09-13,100,False
2016-09-14,97,False
2016-09-15,90,False
2016-09-16,86,False
2016-09-17,81,False
2016-09-18,77,False
2016-09-19,93,False
2016-09-20,90,False
2016-09-21,88,False
2016-09-22,84,False
2016-09-23,80,False
2016-09-24,78,False
2016-09-25,72,False
2016-09-26,87,False
2016-09-27,87,False
2016-09-28,86,False
2016-09-29,85,False
2016-09-30,81,False
2016-10-01,77,False
2016-10-02,72,False
2016-10-03,84,False
2016-10-04,86,False
2016-10-05,84,False
2016-10-06,80,False
2016-10-07,76,False
2016-10-08,69,False
2016-10-09,66,False
2016-10-10,75,False
2016-10-11,82,False
2016-10-12,79,False
2016-10-13,81,False
2016-10-14,78,False
2016-10-15,74,False
2016-10-16,67,False
2016-10-17,79,False
2016-10-18,82,False
2016-10-19,79,False
2016-10-20,64,False
2016-10-21,59,False
2016-10-22,55,False
2016-10-23,50,False
2016-10-24,62,False
2016-10-25,63,False
2016-10-26,62,False
2016-10-27,58,False
2016-10-28,57,False
2016-10-29,54,False
2016-10-30,51,False
2016-10-31,64,False
2016-11-01,61,False
2016-11-02,59,False
2016-11-03,56,False
2016-11-04,58,False
2016-11-05,52,False
2016-11-06,49,False
2016-11-07,61,False
2016-11-08,61,False
2016-11-09,53,False
2016-11-10,59,False
2016-11-11,57,False
2016-11-12,55,False
2016-11-13,56,False
2016-11-14,57,False
2016-11-15,55,False
2016-11-16,54,False
2016-11-17,56,False
2016-11-18,50,False
2016-11-19,43,False
2016-11-20,45,False
2016-11-21,53,False
2016-11-22,56,False
2016-11-23,56,False
2016-11-24,57,False
2016-11-25,56,False
2016-11-26,53,False
2016-11-27,42,False
2016-11-28,54,False
2016-11-29,56,False
2016-11-30,55,False
2016-12-01,54,False
2016-12-02,55,False
2016-12-03,54,False
2016-12-04,51,False
2016-12-05,60,False
2016-12-06,58,False
2016-12-07,60,False
2016-12-08,59,False
2016-12-09,54,False
2016-12-10,52,False
2016-12-11,48,False
2016-12-12,59,False
2016-12-13,61,False
2016-12-14,61,False
2016-12-15,60,False
2016-12-16,56,False
2016-12-17,52,False
2016-12-18,54,False
2016-12-19,63,False
2016-12-20,64,False
2016-12-21,63,False
2016-12-22,63,False
2016-12-23,54,False
2016-12-24,43,False
2016-12-25,41,False
2016-12-26,59,False
2016-12-27,61,False
2016-12-28,59,False
2016-12-29,54,False
2016-12-30,52,False
2016-12-31,36,False
2017-01-01,30,False
2017-01-02,49,False
2017-01-03,57,False
2017-01-04,58,False
2017-01-05,60,False
2017-01-06,58,False
2017-01-07,52,False
2017-01-08,53,False
2017-01-09,59,False
2017-01-10,64,False
2017-01-11,67,False
2017-01-12,64,False
2017-01-13,66,False
2017-01-14,61,False
2017-01-15,61,False
2017-01-16,73,False
2017-01-17,71,False
2017-01-18,68,False
2017-01-19,66,False
2017-01-20,63,False
2017-01-21,60,False
2017-01-22,62,False
2017-01-23,71,False
2017-01-24,69,False
2017-01-25,71,False
2017-01-26,68,False
2017-01-27,66,False
2017-01-28,66,False
2017-01-29,62,False
2017-01-30,71,False
2017-01-31,75,False
2017-02-01,71,False
2017-02-02,72,False
2017-02-03,73,False
2017-02-04,68,False
2017-02-05,64,False
2017-02-06,72,False
2017-02-07,73,False
2017-02-08,74,False
2017-02-09,75,False
2017-02-10,75,False
2017-02-11,68,False
2017-02-12,64,False
2017-02-13,74,False
2017-02-14,70,False
2017-02-15,69,False
2017-02-16,75,False
2017-02-17,71,False
2017-02-18,71,False
2017-02-19,66,False
2017-02-20,74,False
2017-02-21,76,False
2017-02-22,74,False
2017-02-23,73,False
2017-02-24,67,False
2017-02-25,64,False
2017-02-26,57,False
2017-02-27,59,False
2017-02-28,65,False
2017-03-01,75,False
2017-03-02,81,False
2017-03-03,76,False
2017-03-04,71,False
2017-03-05,67,False
2017-03-06,79,False
2017-03-07,80,False
2017-03-08,75,False
2017-03-09,75,False
2017-03-10,76,False
2017-03-11,71,False
2017-03-12,68,False
2017-03-13,76,False
2017-03-14,80,False
2017-03-15,81,False
2017-03-16,80,False
2017-03-17,74,False
2017-03-18,68,False
2017-03-19,63,False
2017-03-20,79,False
2017-03-21,80,False
2017-03-22,79,False
2017-03-23,71,False
2017-03-24,70,False
2017-03-25,70,False
2017-03-26,69,False
2017-03-27,75,False
2017-03-28,81,False
2017-03-29,75,False
2017-03-30,69,False
2017-03-31,69,False
2017-04-01,66,False
2017-04-02,64,False
2017-04-03,66,False
2017-04-04,74,False
2017-04-05,67,False
2017-04-06,68,False
2017-04-07,65,False
2017-04-08,63,False
2017-04-09,65,False
2017-04-10,68,False
2017-04-11,65,False
2017-04-12,59,False
2017-04-13,54,False
2017-04-14,55,False
2017-04-15,58,False
2017-04-16,58,False
2017-04-17,71,False
2017-04-18,67,False
2017-04-19,64,False
2017-04-20,69,False
2017-04-21,63,False
2017-04-22,62,False
2017-04-23,56,False
2017-04-24,70,False
2017-04-25,74,False
2017-04-26,70,False
2017-04-27,70,False
2017-04-28,65,False
2017-04-29,61,False
2017-04-30,59,False
2017-05-01,61,False
2017-05-02,70,False
2017-05-03,68,False
2017-05-04,67,False
2017-05-05,62,False
2017-05-06,58,False
2017-05-07,57,False
2017-05-08,66,False
