date,Henry Schein,isPartial
2012-06-04,59,False
2012-06-05,59,False
2012-06-06,64,False
2012-06-07,42,False
2012-06-08,44,False
2012-06-09,10,False
2012-06-10,10,False
2012-06-11,57,False
2012-06-12,70,False
2012-06-13,51,False
2012-06-14,83,False
2012-06-15,46,False
2012-06-16,20,False
2012-06-17,12,False
2012-06-18,54,False
2012-06-19,60,False
2012-06-20,53,False
2012-06-21,72,False
2012-06-22,44,False
2012-06-23,12,False
2012-06-24,10,False
2012-06-25,55,False
2012-06-26,49,False
2012-06-27,60,False
2012-06-28,73,False
2012-06-29,57,False
2012-06-30,12,False
2012-07-01,10,False
2012-07-02,52,False
2012-07-03,43,False
2012-07-04,39,False
2012-07-05,60,False
2012-07-06,31,False
2012-07-07,12,False
2012-07-08,20,False
2012-07-09,61,False
2012-07-10,53,False
2012-07-11,75,False
2012-07-12,51,False
2012-07-13,61,False
2012-07-14,27,False
2012-07-15,10,False
2012-07-16,72,False
2012-07-17,71,False
2012-07-18,64,False
2012-07-19,57,False
2012-07-20,47,False
2012-07-21,13,False
2012-07-22,13,False
2012-07-23,40,False
2012-07-24,76,False
2012-07-25,61,False
2012-07-26,47,False
2012-07-27,45,False
2012-07-28,10,False
2012-07-29,15,False
2012-07-30,65,False
2012-07-31,66,False
2012-08-01,75,False
2012-08-02,67,False
2012-08-03,58,False
2012-08-04,15,False
2012-08-05,15,False
2012-08-06,66,False
2012-08-07,63,False
2012-08-08,69,False
2012-08-09,63,False
2012-08-10,55,False
2012-08-11,10,False
2012-08-12,17,False
2012-08-13,20,False
2012-08-14,67,False
2012-08-15,69,False
2012-08-16,76,False
2012-08-17,43,False
2012-08-18,23,False
2012-08-19,10,False
2012-08-20,68,False
2012-08-21,74,False
2012-08-22,66,False
2012-08-23,51,False
2012-08-24,46,False
2012-08-25,24,False
2012-08-26,12,False
2012-08-27,47,False
2012-08-28,77,False
2012-08-29,49,False
2012-08-30,50,False
2012-08-31,37,False
2012-09-01,22,False
2012-09-02,10,False
2012-09-03,40,False
2012-09-04,65,False
2012-09-05,85,False
2012-09-06,64,False
2012-09-07,58,False
2012-09-08,12,False
2012-09-09,19,False
2012-09-10,70,False
2012-09-11,73,False
2012-09-12,70,False
2012-09-13,67,False
2012-09-14,48,False
2012-09-15,21,False
2012-09-16,14,False
2012-09-17,54,False
2012-09-18,77,False
2012-09-19,71,False
2012-09-20,86,False
2012-09-21,56,False
2012-09-22,16,False
2012-09-23,22,False
2012-09-24,61,False
2012-09-25,84,False
2012-09-26,45,False
2012-09-27,50,False
2012-09-28,68,False
2012-09-29,27,False
2012-09-30,14,False
2012-10-01,53,False
2012-10-02,73,False
2012-10-03,75,False
2012-10-04,64,False
2012-10-05,56,False
2012-10-06,18,False
2012-10-07,24,False
2012-10-08,58,False
2012-10-09,61,False
2012-10-10,76,False
2012-10-11,70,False
2012-10-12,54,False
2012-10-13,13,False
2012-10-14,4,False
2012-10-15,79,False
2012-10-16,70,False
2012-10-17,58,False
2012-10-18,72,False
2012-10-19,59,False
2012-10-20,13,False
2012-10-21,15,False
2012-10-22,54,False
2012-10-23,59,False
2012-10-24,77,False
2012-10-25,69,False
2012-10-26,63,False
2012-10-27,27,False
2012-10-28,19,False
2012-10-29,60,False
2012-10-30,60,False
2012-10-31,63,False
2012-11-01,58,False
2012-11-02,63,False
2012-11-03,13,False
2012-11-04,15,False
2012-11-05,61,False
2012-11-06,55,False
2012-11-07,49,False
2012-11-08,100,False
2012-11-09,48,False
2012-11-10,30,False
2012-11-11,11,False
2012-11-12,60,False
2012-11-13,81,False
2012-11-14,58,False
2012-11-15,44,False
2012-11-16,45,False
2012-11-17,19,False
2012-11-18,17,False
2012-11-19,76,False
2012-11-20,57,False
2012-11-21,42,False
2012-11-22,41,False
2012-11-23,45,False
2012-11-24,15,False
2012-11-25,21,False
2012-11-26,64,False
2012-11-27,63,False
2012-11-28,79,False
2012-11-29,60,False
2012-11-30,53,False
2012-12-01,30,False
2012-12-02,21,False
2012-12-03,59,False
2012-12-04,87,False
2012-12-05,81,False
2012-12-06,67,False
2012-12-07,45,False
2012-12-08,21,False
2012-12-09,8,False
2012-12-10,69,False
2012-12-11,72,False
2012-12-12,64,False
2012-12-13,55,False
2012-12-14,48,False
2012-12-15,15,False
2012-12-16,6,False
2012-12-17,79,False
2012-12-18,66,False
2012-12-19,51,False
2012-12-20,42,False
2012-12-21,46,False
2012-12-22,22,False
2012-12-23,16,False
2012-12-24,13,False
2012-12-25,12,False
2012-12-26,26,False
2012-12-27,53,False
2012-12-28,52,False
2012-12-29,15,False
2012-12-30,13,False
2012-12-31,24,False
2013-01-01,5,False
2013-01-02,60,False
2013-01-03,73,False
2013-01-04,40,False
2013-01-05,14,False
2013-01-06,18,False
2013-01-07,46,False
2013-01-08,63,False
2013-01-09,79,False
2013-01-10,63,False
2013-01-11,64,False
2013-01-12,22,False
2013-01-13,29,False
2013-01-14,80,False
2013-01-15,83,False
2013-01-16,73,False
2013-01-17,61,False
2013-01-18,58,False
2013-01-19,22,False
2013-01-20,20,False
2013-01-21,59,False
2013-01-22,64,False
2013-01-23,62,False
2013-01-24,63,False
2013-01-25,55,False
2013-01-26,26,False
2013-01-27,14,False
2013-01-28,66,False
2013-01-29,77,False
2013-01-30,69,False
2013-01-31,72,False
2013-02-01,57,False
2013-02-02,8,False
2013-02-03,25,False
2013-02-04,65,False
2013-02-05,72,False
2013-02-06,73,False
2013-02-07,89,False
2013-02-08,59,False
2013-02-09,20,False
2013-02-10,14,False
2013-02-11,63,False
2013-02-12,59,False
2013-02-13,59,False
2013-02-14,59,False
2013-02-15,54,False
2013-02-16,14,False
2013-02-17,17,False
2013-02-18,69,False
2013-02-19,74,False
