date,Henry Schein,isPartial
2015-12-26,4,False
2015-12-27,23,False
2015-12-28,52,False
2015-12-29,44,False
2015-12-30,48,False
2015-12-31,44,False
2016-01-01,8,False
2016-01-02,7,False
2016-01-03,18,False
2016-01-04,71,False
2016-01-05,60,False
2016-01-06,63,False
2016-01-07,75,False
2016-01-08,57,False
2016-01-09,18,False
2016-01-10,19,False
2016-01-11,95,False
2016-01-12,63,False
2016-01-13,67,False
2016-01-14,76,False
2016-01-15,58,False
2016-01-16,16,False
2016-01-17,7,False
2016-01-18,60,False
2016-01-19,61,False
2016-01-20,84,False
2016-01-21,65,False
2016-01-22,60,False
2016-01-23,12,False
2016-01-24,12,False
2016-01-25,67,False
2016-01-26,75,False
2016-01-27,70,False
2016-01-28,63,False
2016-01-29,69,False
2016-01-30,14,False
2016-01-31,14,False
2016-02-01,79,False
2016-02-02,79,False
2016-02-03,47,False
2016-02-04,70,False
2016-02-05,66,False
2016-02-06,23,False
2016-02-07,19,False
2016-02-08,48,False
2016-02-09,72,False
2016-02-10,71,False
2016-02-11,63,False
2016-02-12,63,False
2016-02-13,19,False
2016-02-14,20,False
2016-02-15,60,False
2016-02-16,77,False
2016-02-17,72,False
2016-02-18,82,False
2016-02-19,50,False
2016-02-20,22,False
2016-02-21,19,False
2016-02-22,65,False
2016-02-23,61,False
2016-02-24,71,False
2016-02-25,59,False
2016-02-26,58,False
2016-02-27,22,False
2016-02-28,22,False
2016-02-29,67,False
2016-03-01,85,False
2016-03-02,77,False
2016-03-03,81,False
2016-03-04,48,False
2016-03-05,12,False
2016-03-06,15,False
2016-03-07,59,False
2016-03-08,84,False
2016-03-09,69,False
2016-03-10,67,False
2016-03-11,60,False
2016-03-12,29,False
2016-03-13,15,False
2016-03-14,69,False
2016-03-15,85,False
2016-03-16,52,False
2016-03-17,55,False
2016-03-18,44,False
2016-03-19,22,False
2016-03-20,5,False
2016-03-21,90,False
2016-03-22,65,False
2016-03-23,53,False
2016-03-24,67,False
2016-03-25,49,False
2016-03-26,11,False
2016-03-27,11,False
2016-03-28,35,False
2016-03-29,60,False
2016-03-30,71,False
2016-03-31,56,False
2016-04-01,51,False
2016-04-02,15,False
2016-04-03,19,False
2016-04-04,63,False
2016-04-05,72,False
2016-04-06,66,False
2016-04-07,79,False
2016-04-08,50,False
2016-04-09,14,False
2016-04-10,17,False
2016-04-11,68,False
2016-04-12,56,False
2016-04-13,73,False
2016-04-14,67,False
2016-04-15,63,False
2016-04-16,16,False
2016-04-17,14,False
2016-04-18,67,False
2016-04-19,74,False
2016-04-20,64,False
2016-04-21,51,False
2016-04-22,54,False
2016-04-23,21,False
2016-04-24,24,False
2016-04-25,72,False
2016-04-26,62,False
2016-04-27,77,False
2016-04-28,100,False
2016-04-29,65,False
2016-04-30,25,False
2016-05-01,12,False
2016-05-02,64,False
2016-05-03,66,False
2016-05-04,61,False
2016-05-05,47,False
2016-05-06,51,False
2016-05-07,21,False
2016-05-08,7,False
2016-05-09,57,False
2016-05-10,85,False
2016-05-11,58,False
2016-05-12,53,False
2016-05-13,65,False
2016-05-14,14,False
2016-05-15,17,False
2016-05-16,45,False
2016-05-17,65,False
2016-05-18,69,False
2016-05-19,67,False
2016-05-20,52,False
2016-05-21,9,False
2016-05-22,12,False
2016-05-23,37,False
2016-05-24,79,False
2016-05-25,65,False
2016-05-26,67,False
2016-05-27,49,False
2016-05-28,12,False
2016-05-29,7,False
2016-05-30,37,False
2016-05-31,69,False
2016-06-01,71,False
2016-06-02,65,False
2016-06-03,57,False
2016-06-04,20,False
2016-06-05,11,False
2016-06-06,62,False
2016-06-07,78,False
2016-06-08,56,False
2016-06-09,82,False
2016-06-10,61,False
2016-06-11,28,False
2016-06-12,19,False
2016-06-13,94,False
2016-06-14,76,False
2016-06-15,75,False
2016-06-16,47,False
2016-06-17,58,False
2016-06-18,9,False
2016-06-19,18,False
2016-06-20,89,False
2016-06-21,81,False
2016-06-22,65,False
2016-06-23,68,False
2016-06-24,66,False
2016-06-25,20,False
2016-06-26,16,False
2016-06-27,55,False
2016-06-28,74,False
2016-06-29,67,False
2016-06-30,63,False
2016-07-01,39,False
2016-07-02,11,False
2016-07-03,17,False
2016-07-04,48,False
2016-07-05,68,False
2016-07-06,83,False
2016-07-07,73,False
2016-07-08,55,False
2016-07-09,11,False
2016-07-10,30,False
2016-07-11,47,False
2016-07-12,56,False
2016-07-13,63,False
2016-07-14,58,False
2016-07-15,47,False
2016-07-16,11,False
2016-07-17,4,False
2016-07-18,50,False
2016-07-19,74,False
2016-07-20,64,False
2016-07-21,51,False
2016-07-22,67,False
2016-07-23,21,False
2016-07-24,13,False
2016-07-25,42,False
2016-07-26,50,False
2016-07-27,66,False
2016-07-28,73,False
2016-07-29,59,False
2016-07-30,21,False
2016-07-31,7,False
2016-08-01,50,False
2016-08-02,61,False
2016-08-03,50,False
2016-08-04,87,False
2016-08-05,54,False
2016-08-06,22,False
2016-08-07,14,False
2016-08-08,51,False
2016-08-09,74,False
2016-08-10,57,False
2016-08-11,56,False
2016-08-12,66,False
2016-08-13,14,False
2016-08-14,10,False
2016-08-15,55,False
2016-08-16,46,False
2016-08-17,75,False
2016-08-18,69,False
2016-08-19,55,False
2016-08-20,14,False
2016-08-21,12,False
2016-08-22,66,False
2016-08-23,58,False
2016-08-24,67,False
2016-08-25,56,False
2016-08-26,43,False
2016-08-27,17,False
2016-08-28,9,False
2016-08-29,71,False
2016-08-30,77,False
2016-08-31,72,False
2016-09-01,66,False
2016-09-02,68,False
2016-09-03,13,False
2016-09-04,7,False
2016-09-05,25,False
2016-09-06,49,False
2016-09-07,68,False
2016-09-08,55,False
2016-09-09,48,False
2016-09-10,17,False
2016-09-11,18,False
