date,Henry Schein,isPartial
2011-05-11,69,False
2011-05-12,58,False
2011-05-13,67,False
2011-05-14,22,False
2011-05-15,11,False
2011-05-16,71,False
2011-05-17,72,False
2011-05-18,75,False
2011-05-19,76,False
2011-05-20,65,False
2011-05-21,48,False
2011-05-22,33,False
2011-05-23,45,False
2011-05-24,61,False
2011-05-25,75,False
2011-05-26,49,False
2011-05-27,56,False
2011-05-28,22,False
2011-05-29,8,False
2011-05-30,40,False
2011-05-31,80,False
2011-06-01,61,False
2011-06-02,49,False
2011-06-03,75,False
2011-06-04,12,False
2011-06-05,15,False
2011-06-06,43,False
2011-06-07,71,False
2011-06-08,72,False
2011-06-09,79,False
2011-06-10,52,False
2011-06-11,30,False
2011-06-12,26,False
2011-06-13,64,False
2011-06-14,65,False
2011-06-15,60,False
2011-06-16,67,False
2011-06-17,67,False
2011-06-18,18,False
2011-06-19,44,False
2011-06-20,71,False
2011-06-21,60,False
2011-06-22,66,False
2011-06-23,66,False
2011-06-24,47,False
2011-06-25,30,False
2011-06-26,23,False
2011-06-27,48,False
2011-06-28,86,False
2011-06-29,88,False
2011-06-30,53,False
2011-07-01,56,False
2011-07-02,15,False
2011-07-03,19,False
2011-07-04,40,False
2011-07-05,71,False
2011-07-06,55,False
2011-07-07,74,False
2011-07-08,65,False
2011-07-09,8,False
2011-07-10,15,False
2011-07-11,69,False
2011-07-12,84,False
2011-07-13,76,False
2011-07-14,78,False
2011-07-15,73,False
2011-07-16,19,False
2011-07-17,11,False
2011-07-18,92,False
2011-07-19,79,False
2011-07-20,73,False
2011-07-21,65,False
2011-07-22,40,False
2011-07-23,11,False
2011-07-24,15,False
2011-07-25,69,False
2011-07-26,66,False
2011-07-27,52,False
2011-07-28,47,False
2011-07-29,43,False
2011-07-30,26,False
2011-07-31,15,False
2011-08-01,70,False
2011-08-02,74,False
2011-08-03,72,False
2011-08-04,49,False
2011-08-05,73,False
2011-08-06,4,False
2011-08-07,11,False
2011-08-08,96,False
2011-08-09,47,False
2011-08-10,63,False
2011-08-11,61,False
2011-08-12,46,False
2011-08-13,11,False
2011-08-14,29,False
2011-08-15,86,False
2011-08-16,58,False
2011-08-17,88,False
2011-08-18,63,False
2011-08-19,69,False
2011-08-20,14,False
2011-08-21,28,False
2011-08-22,70,False
2011-08-23,64,False
2011-08-24,56,False
2011-08-25,45,False
2011-08-26,85,False
2011-08-27,27,False
2011-08-28,14,False
2011-08-29,80,False
2011-08-30,87,False
2011-08-31,61,False
2011-09-01,83,False
2011-09-02,81,False
2011-09-03,27,False
2011-09-04,3,False
2011-09-05,30,False
2011-09-06,89,False
2011-09-07,81,False
2011-09-08,98,False
2011-09-09,50,False
2011-09-10,17,False
2011-09-11,13,False
2011-09-12,64,False
2011-09-13,71,False
2011-09-14,66,False
2011-09-15,59,False
2011-09-16,68,False
2011-09-17,13,False
2011-09-18,22,False
2011-09-19,80,False
2011-09-20,68,False
2011-09-21,68,False
2011-09-22,64,False
2011-09-23,53,False
2011-09-24,17,False
2011-09-25,22,False
2011-09-26,71,False
2011-09-27,75,False
2011-09-28,85,False
2011-09-29,79,False
2011-09-30,56,False
2011-10-01,20,False
2011-10-02,10,False
2011-10-03,74,False
2011-10-04,70,False
2011-10-05,56,False
2011-10-06,66,False
2011-10-07,66,False
2011-10-08,32,False
2011-10-09,22,False
2011-10-10,42,False
2011-10-11,75,False
2011-10-12,51,False
2011-10-13,66,False
2011-10-14,60,False
2011-10-15,22,False
2011-10-16,16,False
2011-10-17,44,False
2011-10-18,72,False
2011-10-19,67,False
2011-10-20,83,False
2011-10-21,64,False
2011-10-22,13,False
2011-10-23,24,False
2011-10-24,86,False
2011-10-25,81,False
2011-10-26,65,False
2011-10-27,94,False
2011-10-28,50,False
2011-10-29,16,False
2011-10-30,16,False
2011-10-31,72,False
2011-11-01,83,False
2011-11-02,88,False
2011-11-03,100,False
2011-11-04,53,False
2011-11-05,31,False
2011-11-06,9,False
2011-11-07,49,False
2011-11-08,70,False
2011-11-09,74,False
2011-11-10,74,False
2011-11-11,70,False
2011-11-12,25,False
2011-11-13,21,False
2011-11-14,47,False
2011-11-15,63,False
2011-11-16,47,False
2011-11-17,73,False
2011-11-18,58,False
2011-11-19,37,False
2011-11-20,21,False
2011-11-21,79,False
2011-11-22,60,False
2011-11-23,61,False
2011-11-24,64,False
2011-11-25,50,False
2011-11-26,19,False
2011-11-27,21,False
2011-11-28,66,False
2011-11-29,89,False
2011-11-30,67,False
2011-12-01,69,False
2011-12-02,55,False
2011-12-03,9,False
2011-12-04,12,False
2011-12-05,64,False
2011-12-06,64,False
2011-12-07,73,False
2011-12-08,59,False
2011-12-09,66,False
2011-12-10,30,False
2011-12-11,15,False
2011-12-12,47,False
2011-12-13,80,False
2011-12-14,79,False
2011-12-15,74,False
2011-12-16,80,False
2011-12-17,34,False
2011-12-18,22,False
2011-12-19,59,False
2011-12-20,72,False
2011-12-21,63,False
2011-12-22,54,False
2011-12-23,49,False
2011-12-24,24,False
2011-12-25,7,False
2011-12-26,15,False
2011-12-27,43,False
2011-12-28,46,False
2011-12-29,57,False
2011-12-30,40,False
2011-12-31,20,False
2012-01-01,10,False
2012-01-02,29,False
2012-01-03,50,False
2012-01-04,80,False
2012-01-05,69,False
2012-01-06,75,False
2012-01-07,20,False
2012-01-08,14,False
2012-01-09,82,False
2012-01-10,71,False
2012-01-11,84,False
2012-01-12,94,False
2012-01-13,57,False
2012-01-14,29,False
2012-01-15,34,False
2012-01-16,52,False
2012-01-17,69,False
2012-01-18,77,False
2012-01-19,69,False
2012-01-20,49,False
2012-01-21,23,False
2012-01-22,17,False
2012-01-23,79,False
2012-01-24,75,False
2012-01-25,80,False
2012-01-26,66,False
