date,Henry Schein,isPartial
2013-02-19,87,False
2013-02-20,90,False
2013-02-21,76,False
2013-02-22,62,False
2013-02-23,28,False
2013-02-24,17,False
2013-02-25,74,False
2013-02-26,74,False
2013-02-27,78,False
2013-02-28,85,False
2013-03-01,70,False
2013-03-02,24,False
2013-03-03,30,False
2013-03-04,75,False
2013-03-05,80,False
2013-03-06,78,False
2013-03-07,88,False
2013-03-08,80,False
2013-03-09,28,False
2013-03-10,19,False
2013-03-11,66,False
2013-03-12,81,False
2013-03-13,90,False
2013-03-14,85,False
2013-03-15,58,False
2013-03-16,27,False
2013-03-17,28,False
2013-03-18,79,False
2013-03-19,83,False
2013-03-20,84,False
2013-03-21,93,False
2013-03-22,63,False
2013-03-23,18,False
2013-03-24,19,False
2013-03-25,84,False
2013-03-26,76,False
2013-03-27,70,False
2013-03-28,74,False
2013-03-29,30,False
2013-03-30,17,False
2013-03-31,12,False
2013-04-01,57,False
2013-04-02,84,False
2013-04-03,88,False
2013-04-04,82,False
2013-04-05,62,False
2013-04-06,29,False
2013-04-07,20,False
2013-04-08,72,False
2013-04-09,69,False
2013-04-10,90,False
2013-04-11,69,False
2013-04-12,61,False
2013-04-13,18,False
2013-04-14,17,False
2013-04-15,74,False
2013-04-16,85,False
2013-04-17,63,False
2013-04-18,95,False
2013-04-19,62,False
2013-04-20,19,False
2013-04-21,18,False
2013-04-22,79,False
2013-04-23,73,False
2013-04-24,79,False
2013-04-25,81,False
2013-04-26,57,False
2013-04-27,15,False
2013-04-28,19,False
2013-04-29,65,False
2013-04-30,73,False
2013-05-01,67,False
2013-05-02,90,False
2013-05-03,72,False
2013-05-04,15,False
2013-05-05,24,False
2013-05-06,88,False
2013-05-07,93,False
2013-05-08,79,False
2013-05-09,63,False
2013-05-10,54,False
2013-05-11,19,False
2013-05-12,20,False
2013-05-13,75,False
2013-05-14,93,False
2013-05-15,84,False
2013-05-16,72,False
2013-05-17,52,False
2013-05-18,19,False
2013-05-19,20,False
2013-05-20,56,False
2013-05-21,77,False
2013-05-22,81,False
2013-05-23,65,False
2013-05-24,50,False
2013-05-25,16,False
2013-05-26,23,False
2013-05-27,45,False
2013-05-28,58,False
2013-05-29,87,False
2013-05-30,69,False
2013-05-31,63,False
2013-06-01,14,False
2013-06-02,17,False
2013-06-03,86,False
2013-06-04,80,False
2013-06-05,94,False
2013-06-06,75,False
2013-06-07,56,False
2013-06-08,26,False
2013-06-09,21,False
2013-06-10,70,False
2013-06-11,82,False
2013-06-12,80,False
2013-06-13,67,False
2013-06-14,61,False
2013-06-15,27,False
2013-06-16,15,False
2013-06-17,74,False
2013-06-18,87,False
2013-06-19,60,False
2013-06-20,90,False
2013-06-21,67,False
2013-06-22,19,False
2013-06-23,22,False
2013-06-24,72,False
2013-06-25,76,False
2013-06-26,77,False
2013-06-27,86,False
2013-06-28,56,False
2013-06-29,16,False
2013-06-30,20,False
2013-07-01,77,False
2013-07-02,94,False
2013-07-03,65,False
2013-07-04,54,False
2013-07-05,39,False
2013-07-06,15,False
2013-07-07,18,False
2013-07-08,73,False
2013-07-09,82,False
2013-07-10,72,False
2013-07-11,86,False
2013-07-12,70,False
2013-07-13,25,False
2013-07-14,18,False
2013-07-15,87,False
2013-07-16,85,False
2013-07-17,86,False
2013-07-18,81,False
2013-07-19,54,False
2013-07-20,16,False
2013-07-21,12,False
2013-07-22,76,False
2013-07-23,89,False
2013-07-24,77,False
2013-07-25,77,False
2013-07-26,53,False
2013-07-27,18,False
2013-07-28,9,False
2013-07-29,76,False
2013-07-30,69,False
2013-07-31,85,False
2013-08-01,81,False
2013-08-02,53,False
2013-08-03,18,False
2013-08-04,19,False
2013-08-05,71,False
2013-08-06,92,False
2013-08-07,89,False
2013-08-08,82,False
2013-08-09,56,False
2013-08-10,17,False
2013-08-11,21,False
2013-08-12,60,False
2013-08-13,82,False
2013-08-14,63,False
2013-08-15,74,False
2013-08-16,57,False
2013-08-17,19,False
2013-08-18,20,False
2013-08-19,80,False
2013-08-20,71,False
2013-08-21,98,False
2013-08-22,68,False
2013-08-23,60,False
2013-08-24,17,False
2013-08-25,10,False
2013-08-26,65,False
2013-08-27,79,False
2013-08-28,79,False
2013-08-29,68,False
2013-08-30,35,False
2013-08-31,18,False
2013-09-01,18,False
2013-09-02,42,False
2013-09-03,87,False
2013-09-04,70,False
2013-09-05,91,False
2013-09-06,73,False
2013-09-07,18,False
2013-09-08,15,False
2013-09-09,88,False
2013-09-10,87,False
2013-09-11,85,False
2013-09-12,76,False
2013-09-13,64,False
2013-09-14,31,False
2013-09-15,13,False
2013-09-16,72,False
2013-09-17,66,False
2013-09-18,77,False
2013-09-19,88,False
2013-09-20,73,False
2013-09-21,23,False
2013-09-22,15,False
2013-09-23,80,False
2013-09-24,83,False
2013-09-25,86,False
2013-09-26,85,False
2013-09-27,78,False
2013-09-28,13,False
2013-09-29,25,False
2013-09-30,80,False
2013-10-01,78,False
2013-10-02,93,False
2013-10-03,59,False
2013-10-04,78,False
2013-10-05,20,False
2013-10-06,16,False
2013-10-07,99,False
2013-10-08,86,False
2013-10-09,100,False
2013-10-10,92,False
2013-10-11,69,False
2013-10-12,16,False
2013-10-13,24,False
2013-10-14,65,False
2013-10-15,95,False
2013-10-16,83,False
2013-10-17,81,False
2013-10-18,70,False
2013-10-19,26,False
2013-10-20,19,False
2013-10-21,85,False
2013-10-22,69,False
2013-10-23,89,False
2013-10-24,68,False
2013-10-25,65,False
2013-10-26,21,False
2013-10-27,20,False
2013-10-28,80,False
2013-10-29,84,False
2013-10-30,76,False
2013-10-31,76,False
2013-11-01,58,False
2013-11-02,17,False
2013-11-03,30,False
2013-11-04,72,False
2013-11-05,96,False
2013-11-06,78,False
