date,Sirius,isPartial
2014-03-16,72,False
2014-03-17,68,False
2014-03-18,66,False
2014-03-19,65,False
2014-03-20,68,False
2014-03-21,68,False
2014-03-22,70,False
2014-03-23,75,False
2014-03-24,66,False
2014-03-25,67,False
2014-03-26,65,False
2014-03-27,66,False
2014-03-28,72,False
2014-03-29,72,False
2014-03-30,73,False
2014-03-31,66,False
2014-04-01,64,False
2014-04-02,68,False
2014-04-03,65,False
2014-04-04,63,False
2014-04-05,64,False
2014-04-06,66,False
2014-04-07,62,False
2014-04-08,67,False
2014-04-09,62,False
2014-04-10,66,False
2014-04-11,67,False
2014-04-12,63,False
2014-04-13,69,False
2014-04-14,64,False
2014-04-15,65,False
2014-04-16,61,False
2014-04-17,65,False
2014-04-18,66,False
2014-04-19,64,False
2014-04-20,63,False
2014-04-21,66,False
2014-04-22,65,False
2014-04-23,65,False
2014-04-24,67,False
2014-04-25,62,False
2014-04-26,63,False
2014-04-27,65,False
2014-04-28,66,False
2014-04-29,63,False
2014-04-30,68,False
2014-05-01,78,False
2014-05-02,74,False
2014-05-03,68,False
2014-05-04,62,False
2014-05-05,60,False
2014-05-06,61,False
2014-05-07,67,False
2014-05-08,64,False
2014-05-09,67,False
2014-05-10,62,False
2014-05-11,60,False
2014-05-12,63,False
2014-05-13,64,False
2014-05-14,63,False
2014-05-15,59,False
2014-05-16,64,False
2014-05-17,64,False
2014-05-18,59,False
2014-05-19,60,False
2014-05-20,64,False
2014-05-21,62,False
2014-05-22,64,False
2014-05-23,70,False
2014-05-24,63,False
2014-05-25,69,False
2014-05-26,58,False
2014-05-27,64,False
2014-05-28,64,False
2014-05-29,67,False
2014-05-30,63,False
2014-05-31,67,False
2014-06-01,63,False
2014-06-02,70,False
2014-06-03,66,False
2014-06-04,67,False
2014-06-05,67,False
2014-06-06,64,False
2014-06-07,75,False
2014-06-08,62,False
2014-06-09,63,False
2014-06-10,66,False
2014-06-11,63,False
2014-06-12,68,False
2014-06-13,69,False
2014-06-14,74,False
2014-06-15,60,False
2014-06-16,67,False
2014-06-17,63,False
2014-06-18,63,False
2014-06-19,63,False
2014-06-20,65,False
2014-06-21,69,False
2014-06-22,67,False
2014-06-23,63,False
2014-06-24,68,False
2014-06-25,67,False
2014-06-26,76,False
2014-06-27,67,False
2014-06-28,63,False
2014-06-29,65,False
2014-06-30,62,False
2014-07-01,75,False
2014-07-02,64,False
2014-07-03,65,False
2014-07-04,68,False
2014-07-05,65,False
2014-07-06,66,False
2014-07-07,65,False
2014-07-08,72,False
2014-07-09,68,False
2014-07-10,66,False
2014-07-11,71,False
2014-07-12,70,False
2014-07-13,73,False
2014-07-14,70,False
2014-07-15,69,False
2014-07-16,71,False
2014-07-17,87,False
2014-07-18,83,False
2014-07-19,79,False
2014-07-20,71,False
2014-07-21,73,False
2014-07-22,75,False
2014-07-23,73,False
2014-07-24,74,False
2014-07-25,75,False
2014-07-26,71,False
2014-07-27,68,False
2014-07-28,72,False
2014-07-29,72,False
2014-07-30,71,False
2014-07-31,70,False
2014-08-01,69,False
2014-08-02,61,False
2014-08-03,66,False
2014-08-04,67,False
2014-08-05,65,False
2014-08-06,68,False
2014-08-07,71,False
2014-08-08,71,False
2014-08-09,68,False
2014-08-10,65,False
2014-08-11,63,False
2014-08-12,68,False
2014-08-13,66,False
2014-08-14,67,False
2014-08-15,68,False
2014-08-16,65,False
2014-08-17,62,False
2014-08-18,65,False
2014-08-19,62,False
2014-08-20,62,False
2014-08-21,62,False
2014-08-22,63,False
2014-08-23,66,False
2014-08-24,64,False
2014-08-25,64,False
2014-08-26,66,False
2014-08-27,67,False
2014-08-28,69,False
2014-08-29,70,False
2014-08-30,86,False
2014-08-31,69,False
2014-09-01,61,False
2014-09-02,69,False
2014-09-03,64,False
2014-09-04,68,False
2014-09-05,71,False
2014-09-06,74,False
2014-09-07,89,False
2014-09-08,75,False
2014-09-09,64,False
2014-09-10,63,False
2014-09-11,68,False
2014-09-12,69,False
2014-09-13,80,False
2014-09-14,91,False
2014-09-15,69,False
2014-09-16,62,False
2014-09-17,66,False
2014-09-18,66,False
2014-09-19,66,False
2014-09-20,73,False
2014-09-21,90,False
2014-09-22,65,False
2014-09-23,67,False
2014-09-24,61,False
2014-09-25,61,False
2014-09-26,63,False
2014-09-27,70,False
2014-09-28,84,False
2014-09-29,64,False
2014-09-30,62,False
2014-10-01,65,False
2014-10-02,64,False
2014-10-03,78,False
2014-10-04,82,False
2014-10-05,80,False
2014-10-06,63,False
2014-10-07,61,False
2014-10-08,64,False
2014-10-09,63,False
2014-10-10,64,False
2014-10-11,77,False
2014-10-12,80,False
2014-10-13,67,False
2014-10-14,65,False
2014-10-15,61,False
2014-10-16,65,False
2014-10-17,67,False
2014-10-18,69,False
2014-10-19,83,False
2014-10-20,59,False
2014-10-21,65,False
2014-10-22,61,False
2014-10-23,63,False
2014-10-24,67,False
2014-10-25,72,False
2014-10-26,87,False
