date,Sirius,isPartial
2017-01-19,60,False
2017-01-20,71,False
2017-01-21,58,False
2017-01-22,70,False
2017-01-23,66,False
2017-01-24,60,False
2017-01-25,60,False
2017-01-26,59,False
2017-01-27,59,False
2017-01-28,57,False
2017-01-29,49,False
2017-01-30,62,False
2017-01-31,59,False
2017-02-01,65,False
2017-02-02,59,False
2017-02-03,58,False
2017-02-04,60,False
2017-02-05,63,False
2017-02-06,66,False
2017-02-07,61,False
2017-02-08,61,False
2017-02-09,56,False
2017-02-10,63,False
2017-02-11,56,False
2017-02-12,58,False
2017-02-13,58,False
2017-02-14,57,False
2017-02-15,60,False
2017-02-16,63,False
2017-02-17,61,False
2017-02-18,59,False
2017-02-19,61,False
2017-02-20,59,False
2017-02-21,65,False
2017-02-22,59,False
2017-02-23,62,False
2017-02-24,66,False
2017-02-25,62,False
2017-02-26,64,False
2017-02-27,64,False
2017-02-28,70,False
2017-03-01,63,False
2017-03-02,59,False
2017-03-03,60,False
2017-03-04,57,False
2017-03-05,61,False
2017-03-06,65,False
2017-03-07,59,False
2017-03-08,55,False
2017-03-09,60,False
2017-03-10,67,False
2017-03-11,60,False
2017-03-12,58,False
2017-03-13,64,False
2017-03-14,61,False
2017-03-15,52,False
2017-03-16,62,False
2017-03-17,69,False
2017-03-18,57,False
2017-03-19,56,False
2017-03-20,56,False
2017-03-21,61,False
2017-03-22,56,False
2017-03-23,57,False
2017-03-24,63,False
2017-03-25,60,False
2017-03-26,55,False
2017-03-27,56,False
2017-03-28,61,False
2017-03-29,60,False
2017-03-30,63,False
2017-03-31,66,False
2017-04-01,64,False
2017-04-02,59,False
2017-04-03,82,False
2017-04-04,64,False
2017-04-05,60,False
2017-04-06,63,False
2017-04-07,68,False
2017-04-08,59,False
2017-04-09,73,False
2017-04-10,58,False
2017-04-11,62,False
2017-04-12,62,False
2017-04-13,63,False
2017-04-14,61,False
2017-04-15,59,False
2017-04-16,58,False
2017-04-17,61,False
2017-04-18,59,False
2017-04-19,59,False
2017-04-20,59,False
2017-04-21,64,False
2017-04-22,55,False
2017-04-23,58,False
2017-04-24,71,False
2017-04-25,66,False
2017-04-26,62,False
2017-04-27,74,False
2017-04-28,66,False
2017-04-29,54,False
2017-04-30,59,False
2017-05-01,70,False
2017-05-02,71,False
2017-05-03,60,False
2017-05-04,66,False
2017-05-05,73,False
2017-05-06,67,False
2017-05-07,57,False
2017-05-08,66,False
2017-05-09,62,False
2017-05-10,62,False
