date,Sirius,isPartial
2012-10-12,52,False
2012-10-13,59,False
2012-10-14,62,False
2012-10-15,49,False
2012-10-16,49,False
2012-10-17,51,False
2012-10-18,50,False
2012-10-19,50,False
2012-10-20,61,False
2012-10-21,57,False
2012-10-22,49,False
2012-10-23,50,False
2012-10-24,50,False
2012-10-25,48,False
2012-10-26,50,False
2012-10-27,56,False
2012-10-28,60,False
2012-10-29,45,False
2012-10-30,46,False
2012-10-31,55,False
2012-11-01,53,False
2012-11-02,54,False
2012-11-03,59,False
2012-11-04,56,False
2012-11-05,50,False
2012-11-06,53,False
2012-11-07,46,False
2012-11-08,50,False
2012-11-09,54,False
2012-11-10,58,False
2012-11-11,57,False
2012-11-12,49,False
2012-11-13,55,False
2012-11-14,56,False
2012-11-15,57,False
2012-11-16,56,False
2012-11-17,59,False
2012-11-18,60,False
2012-11-19,53,False
2012-11-20,57,False
2012-11-21,56,False
2012-11-22,54,False
2012-11-23,62,False
2012-11-24,69,False
2012-11-25,72,False
2012-11-26,57,False
2012-11-27,57,False
2012-11-28,57,False
2012-11-29,58,False
2012-11-30,56,False
2012-12-01,67,False
2012-12-02,69,False
2012-12-03,58,False
2012-12-04,62,False
2012-12-05,57,False
2012-12-06,57,False
2012-12-07,63,False
2012-12-08,66,False
2012-12-09,65,False
2012-12-10,57,False
2012-12-11,55,False
2012-12-12,54,False
2012-12-13,57,False
2012-12-14,59,False
2012-12-15,62,False
2012-12-16,67,False
2012-12-17,54,False
2012-12-18,55,False
2012-12-19,56,False
2012-12-20,58,False
2012-12-21,61,False
2012-12-22,62,False
2012-12-23,70,False
2012-12-24,66,False
2012-12-25,58,False
2012-12-26,53,False
2012-12-27,51,False
2012-12-28,52,False
2012-12-29,51,False
2012-12-30,62,False
2012-12-31,57,False
2013-01-01,58,False
2013-01-02,54,False
2013-01-03,56,False
2013-01-04,55,False
2013-01-05,57,False
2013-01-06,52,False
2013-01-07,52,False
2013-01-08,54,False
2013-01-09,47,False
2013-01-10,47,False
2013-01-11,49,False
2013-01-12,49,False
2013-01-13,48,False
2013-01-14,47,False
2013-01-15,49,False
2013-01-16,47,False
2013-01-17,47,False
2013-01-18,49,False
2013-01-19,45,False
2013-01-20,52,False
2013-01-21,43,False
2013-01-22,49,False
2013-01-23,46,False
2013-01-24,46,False
2013-01-25,50,False
2013-01-26,49,False
2013-01-27,46,False
2013-01-28,45,False
2013-01-29,47,False
2013-01-30,50,False
2013-01-31,46,False
2013-02-01,54,False
2013-02-02,50,False
2013-02-03,46,False
2013-02-04,50,False
2013-02-05,50,False
2013-02-06,44,False
2013-02-07,46,False
2013-02-08,45,False
2013-02-09,42,False
2013-02-10,44,False
2013-02-11,47,False
2013-02-12,46,False
2013-02-13,50,False
2013-02-14,46,False
2013-02-15,50,False
2013-02-16,50,False
2013-02-17,47,False
2013-02-18,47,False
2013-02-19,48,False
2013-02-20,47,False
2013-02-21,50,False
2013-02-22,47,False
2013-02-23,48,False
2013-02-24,49,False
2013-02-25,47,False
2013-02-26,47,False
2013-02-27,46,False
2013-02-28,48,False
2013-03-01,49,False
2013-03-02,49,False
2013-03-03,46,False
2013-03-04,48,False
2013-03-05,52,False
2013-03-06,50,False
2013-03-07,48,False
2013-03-08,49,False
2013-03-09,49,False
2013-03-10,47,False
2013-03-11,50,False
2013-03-12,48,False
2013-03-13,46,False
2013-03-14,50,False
2013-03-15,50,False
2013-03-16,53,False
2013-03-17,53,False
2013-03-18,48,False
2013-03-19,45,False
2013-03-20,48,False
2013-03-21,48,False
2013-03-22,50,False
2013-03-23,48,False
2013-03-24,49,False
2013-03-25,47,False
2013-03-26,48,False
2013-03-27,50,False
2013-03-28,56,False
2013-03-29,52,False
2013-03-30,55,False
2013-03-31,49,False
2013-04-01,55,False
2013-04-02,48,False
2013-04-03,52,False
2013-04-04,48,False
2013-04-05,51,False
2013-04-06,53,False
2013-04-07,49,False
2013-04-08,52,False
2013-04-09,66,False
2013-04-10,74,False
2013-04-11,65,False
2013-04-12,66,False
2013-04-13,63,False
2013-04-14,64,False
2013-04-15,58,False
2013-04-16,54,False
2013-04-17,56,False
2013-04-18,54,False
2013-04-19,58,False
2013-04-20,55,False
2013-04-21,60,False
2013-04-22,78,False
2013-04-23,100,False
2013-04-24,96,False
2013-04-25,90,False
2013-04-26,74,False
2013-04-27,63,False
2013-04-28,61,False
2013-04-29,58,False
2013-04-30,62,False
2013-05-01,68,False
2013-05-02,62,False
2013-05-03,55,False
2013-05-04,57,False
2013-05-05,58,False
2013-05-06,55,False
2013-05-07,52,False
2013-05-08,55,False
2013-05-09,54,False
2013-05-10,58,False
2013-05-11,58,False
2013-05-12,55,False
2013-05-13,54,False
2013-05-14,51,False
2013-05-15,53,False
2013-05-16,53,False
2013-05-17,51,False
2013-05-18,50,False
2013-05-19,55,False
2013-05-20,51,False
2013-05-21,50,False
2013-05-22,50,False
2013-05-23,47,False
2013-05-24,50,False
2013-05-25,52,False
2013-05-26,49,False
2013-05-27,48,False
2013-05-28,51,False
2013-05-29,51,False
2013-05-30,50,False
2013-05-31,51,False
2013-06-01,48,False
2013-06-02,51,False
2013-06-03,47,False
2013-06-04,50,False
2013-06-05,49,False
2013-06-06,49,False
2013-06-07,54,False
2013-06-08,51,False
2013-06-09,46,False
2013-06-10,49,False
2013-06-11,50,False
2013-06-12,49,False
2013-06-13,46,False
2013-06-14,50,False
2013-06-15,50,False
2013-06-16,52,False
2013-06-17,48,False
2013-06-18,49,False
2013-06-19,46,False
2013-06-20,45,False
2013-06-21,52,False
2013-06-22,52,False
2013-06-23,47,False
2013-06-24,48,False
2013-06-25,46,False
2013-06-26,48,False
2013-06-27,47,False
2013-06-28,52,False
2013-06-29,48,False
