date,Sirius,isPartial
2012-01-26,59,False
2012-01-27,51,False
2012-01-28,56,False
2012-01-29,52,False
2012-01-30,52,False
2012-01-31,58,False
2012-02-01,55,False
2012-02-02,56,False
2012-02-03,56,False
2012-02-04,55,False
2012-02-05,52,False
2012-02-06,64,False
2012-02-07,56,False
2012-02-08,56,False
2012-02-09,56,False
2012-02-10,60,False
2012-02-11,62,False
2012-02-12,58,False
2012-02-13,60,False
2012-02-14,49,False
2012-02-15,58,False
2012-02-16,60,False
2012-02-17,60,False
2012-02-18,69,False
2012-02-19,61,False
2012-02-20,54,False
2012-02-21,54,False
2012-02-22,60,False
2012-02-23,55,False
2012-02-24,61,False
2012-02-25,57,False
2012-02-26,58,False
2012-02-27,67,False
2012-02-28,61,False
2012-02-29,56,False
2012-03-01,60,False
2012-03-02,58,False
2012-03-03,68,False
2012-03-04,60,False
2012-03-05,58,False
2012-03-06,59,False
2012-03-07,53,False
2012-03-08,59,False
2012-03-09,60,False
2012-03-10,69,False
2012-03-11,58,False
2012-03-12,59,False
2012-03-13,60,False
2012-03-14,60,False
2012-03-15,63,False
2012-03-16,58,False
2012-03-17,66,False
2012-03-18,65,False
2012-03-19,59,False
2012-03-20,55,False
2012-03-21,57,False
2012-03-22,59,False
2012-03-23,63,False
2012-03-24,62,False
2012-03-25,60,False
2012-03-26,52,False
2012-03-27,55,False
2012-03-28,53,False
2012-03-29,51,False
2012-03-30,57,False
2012-03-31,54,False
2012-04-01,59,False
2012-04-02,57,False
2012-04-03,52,False
2012-04-04,55,False
2012-04-05,60,False
2012-04-06,67,False
2012-04-07,63,False
2012-04-08,59,False
2012-04-09,51,False
2012-04-10,60,False
2012-04-11,60,False
2012-04-12,56,False
2012-04-13,56,False
2012-04-14,56,False
2012-04-15,48,False
2012-04-16,52,False
2012-04-17,60,False
2012-04-18,51,False
2012-04-19,53,False
2012-04-20,55,False
2012-04-21,52,False
2012-04-22,57,False
2012-04-23,57,False
2012-04-24,56,False
2012-04-25,54,False
2012-04-26,56,False
2012-04-27,61,False
2012-04-28,61,False
2012-04-29,53,False
2012-04-30,58,False
2012-05-01,67,False
2012-05-02,59,False
2012-05-03,55,False
2012-05-04,57,False
2012-05-05,59,False
2012-05-06,47,False
2012-05-07,54,False
2012-05-08,60,False
2012-05-09,59,False
2012-05-10,55,False
2012-05-11,55,False
2012-05-12,54,False
2012-05-13,50,False
2012-05-14,52,False
2012-05-15,56,False
2012-05-16,48,False
2012-05-17,62,False
2012-05-18,62,False
2012-05-19,61,False
2012-05-20,57,False
2012-05-21,52,False
2012-05-22,59,False
2012-05-23,53,False
2012-05-24,50,False
2012-05-25,59,False
2012-05-26,52,False
2012-05-27,55,False
2012-05-28,45,False
2012-05-29,58,False
2012-05-30,58,False
2012-05-31,54,False
2012-06-01,56,False
2012-06-02,51,False
2012-06-03,57,False
2012-06-04,55,False
2012-06-05,57,False
2012-06-06,59,False
2012-06-07,67,False
2012-06-08,73,False
2012-06-09,66,False
2012-06-10,55,False
2012-06-11,61,False
2012-06-12,57,False
2012-06-13,59,False
2012-06-14,100,False
2012-06-15,62,False
2012-06-16,61,False
2012-06-17,59,False
2012-06-18,59,False
2012-06-19,56,False
2012-06-20,62,False
2012-06-21,61,False
2012-06-22,59,False
2012-06-23,55,False
2012-06-24,53,False
2012-06-25,51,False
2012-06-26,56,False
2012-06-27,59,False
2012-06-28,55,False
2012-06-29,58,False
2012-06-30,67,False
2012-07-01,67,False
2012-07-02,53,False
2012-07-03,62,False
2012-07-04,48,False
2012-07-05,52,False
2012-07-06,54,False
2012-07-07,59,False
2012-07-08,56,False
2012-07-09,56,False
2012-07-10,56,False
