date,Sirius,isPartial
2011-09-18,78,False
2011-09-19,56,False
2011-09-20,55,False
2011-09-21,53,False
2011-09-22,52,False
2011-09-23,64,False
2011-09-24,70,False
2011-09-25,72,False
2011-09-26,63,False
2011-09-27,59,False
2011-09-28,51,False
2011-09-29,55,False
2011-09-30,61,False
2011-10-01,64,False
2011-10-02,76,False
2011-10-03,62,False
2011-10-04,63,False
2011-10-05,72,False
2011-10-06,60,False
2011-10-07,61,False
2011-10-08,67,False
2011-10-09,69,False
2011-10-10,57,False
2011-10-11,56,False
2011-10-12,63,False
2011-10-13,60,False
2011-10-14,66,False
2011-10-15,83,False
2011-10-16,80,False
2011-10-17,69,False
2011-10-18,69,False
2011-10-19,65,False
2011-10-20,67,False
2011-10-21,61,False
2011-10-22,76,False
2011-10-23,75,False
2011-10-24,62,False
2011-10-25,60,False
2011-10-26,63,False
2011-10-27,67,False
2011-10-28,67,False
2011-10-29,73,False
2011-10-30,85,False
2011-10-31,77,False
2011-11-01,70,False
2011-11-02,62,False
2011-11-03,61,False
2011-11-04,63,False
2011-11-05,70,False
2011-11-06,75,False
2011-11-07,59,False
2011-11-08,62,False
2011-11-09,59,False
2011-11-10,61,False
2011-11-11,60,False
2011-11-12,68,False
2011-11-13,75,False
2011-11-14,63,False
2011-11-15,62,False
2011-11-16,64,False
2011-11-17,58,False
2011-11-18,68,False
2011-11-19,70,False
2011-11-20,77,False
2011-11-21,67,False
2011-11-22,68,False
2011-11-23,71,False
2011-11-24,70,False
2011-11-25,72,False
2011-11-26,85,False
2011-11-27,83,False
2011-11-28,80,False
2011-11-29,68,False
2011-11-30,68,False
2011-12-01,79,False
2011-12-02,79,False
2011-12-03,81,False
2011-12-04,87,False
2011-12-05,79,False
2011-12-06,74,False
2011-12-07,68,False
2011-12-08,63,False
2011-12-09,67,False
2011-12-10,74,False
2011-12-11,77,False
2011-12-12,80,False
2011-12-13,67,False
2011-12-14,65,False
2011-12-15,75,False
2011-12-16,75,False
2011-12-17,89,False
2011-12-18,82,False
2011-12-19,69,False
2011-12-20,75,False
2011-12-21,68,False
