date,Sirius,isPartial
2012-06-04,60,False
2012-06-05,62,False
2012-06-06,63,False
2012-06-07,64,False
2012-06-08,69,False
2012-06-09,68,False
2012-06-10,60,False
2012-06-11,60,False
2012-06-12,60,False
2012-06-13,61,False
2012-06-14,100,False
2012-06-15,61,False
2012-06-16,66,False
2012-06-17,61,False
2012-06-18,62,False
2012-06-19,63,False
2012-06-20,63,False
2012-06-21,59,False
2012-06-22,58,False
2012-06-23,57,False
2012-06-24,56,False
2012-06-25,55,False
2012-06-26,60,False
2012-06-27,63,False
2012-06-28,58,False
2012-06-29,59,False
2012-06-30,62,False
2012-07-01,63,False
2012-07-02,59,False
2012-07-03,59,False
2012-07-04,53,False
2012-07-05,54,False
2012-07-06,57,False
2012-07-07,62,False
2012-07-08,60,False
2012-07-09,58,False
2012-07-10,54,False
2012-07-11,60,False
2012-07-12,58,False
2012-07-13,64,False
2012-07-14,60,False
2012-07-15,66,False
2012-07-16,60,False
2012-07-17,58,False
2012-07-18,62,False
2012-07-19,62,False
2012-07-20,57,False
2012-07-21,59,False
2012-07-22,61,False
2012-07-23,57,False
2012-07-24,61,False
2012-07-25,66,False
2012-07-26,63,False
2012-07-27,65,False
2012-07-28,62,False
2012-07-29,60,False
2012-07-30,62,False
2012-07-31,63,False
2012-08-01,56,False
2012-08-02,59,False
2012-08-03,61,False
2012-08-04,59,False
2012-08-05,58,False
2012-08-06,62,False
2012-08-07,63,False
2012-08-08,64,False
2012-08-09,65,False
2012-08-10,59,False
2012-08-11,64,False
2012-08-12,61,False
2012-08-13,61,False
2012-08-14,62,False
2012-08-15,60,False
2012-08-16,62,False
2012-08-17,67,False
2012-08-18,64,False
2012-08-19,63,False
2012-08-20,61,False
2012-08-21,66,False
2012-08-22,57,False
2012-08-23,62,False
2012-08-24,57,False
2012-08-25,60,False
2012-08-26,58,False
2012-08-27,55,False
2012-08-28,58,False
2012-08-29,59,False
2012-08-30,63,False
2012-08-31,66,False
2012-09-01,77,False
2012-09-02,72,False
2012-09-03,57,False
2012-09-04,64,False
2012-09-05,62,False
2012-09-06,60,False
2012-09-07,62,False
2012-09-08,75,False
2012-09-09,79,False
2012-09-10,61,False
2012-09-11,57,False
2012-09-12,61,False
2012-09-13,60,False
2012-09-14,67,False
2012-09-15,68,False
2012-09-16,80,False
2012-09-17,62,False
2012-09-18,61,False
2012-09-19,58,False
2012-09-20,62,False
2012-09-21,65,False
2012-09-22,72,False
2012-09-23,79,False
2012-09-24,60,False
2012-09-25,63,False
2012-09-26,64,False
2012-09-27,58,False
2012-09-28,70,False
2012-09-29,74,False
2012-09-30,76,False
2012-10-01,65,False
2012-10-02,65,False
2012-10-03,68,False
2012-10-04,60,False
2012-10-05,61,False
2012-10-06,68,False
2012-10-07,70,False
2012-10-08,54,False
2012-10-09,56,False
2012-10-10,58,False
2012-10-11,60,False
2012-10-12,59,False
2012-10-13,69,False
2012-10-14,74,False
2012-10-15,59,False
2012-10-16,59,False
2012-10-17,61,False
2012-10-18,61,False
2012-10-19,60,False
2012-10-20,68,False
2012-10-21,66,False
2012-10-22,58,False
2012-10-23,61,False
2012-10-24,59,False
2012-10-25,58,False
2012-10-26,59,False
2012-10-27,68,False
2012-10-28,71,False
2012-10-29,57,False
2012-10-30,54,False
2012-10-31,63,False
2012-11-01,61,False
2012-11-02,62,False
2012-11-03,66,False
2012-11-04,68,False
2012-11-05,59,False
2012-11-06,59,False
2012-11-07,53,False
2012-11-08,57,False
2012-11-09,60,False
2012-11-10,69,False
2012-11-11,65,False
2012-11-12,58,False
2012-11-13,61,False
2012-11-14,65,False
2012-11-15,65,False
2012-11-16,65,False
2012-11-17,72,False
2012-11-18,71,False
2012-11-19,63,False
2012-11-20,64,False
2012-11-21,68,False
2012-11-22,64,False
2012-11-23,70,False
2012-11-24,83,False
2012-11-25,83,False
2012-11-26,68,False
2012-11-27,65,False
2012-11-28,64,False
2012-11-29,65,False
2012-11-30,69,False
2012-12-01,76,False
2012-12-02,79,False
2012-12-03,70,False
2012-12-04,73,False
2012-12-05,68,False
2012-12-06,67,False
2012-12-07,77,False
2012-12-08,80,False
2012-12-09,75,False
2012-12-10,66,False
2012-12-11,66,False
2012-12-12,64,False
2012-12-13,67,False
2012-12-14,67,False
2012-12-15,74,False
2012-12-16,76,False
2012-12-17,62,False
2012-12-18,65,False
2012-12-19,65,False
2012-12-20,63,False
2012-12-21,69,False
2012-12-22,73,False
2012-12-23,80,False
2012-12-24,79,False
2012-12-25,66,False
2012-12-26,63,False
2012-12-27,60,False
2012-12-28,64,False
2012-12-29,60,False
2012-12-30,72,False
2012-12-31,70,False
2013-01-01,66,False
2013-01-02,67,False
2013-01-03,64,False
2013-01-04,64,False
2013-01-05,64,False
2013-01-06,62,False
2013-01-07,60,False
2013-01-08,61,False
2013-01-09,57,False
2013-01-10,56,False
2013-01-11,57,False
2013-01-12,59,False
2013-01-13,60,False
2013-01-14,55,False
2013-01-15,56,False
2013-01-16,55,False
2013-01-17,59,False
2013-01-18,57,False
2013-01-19,54,False
2013-01-20,58,False
2013-01-21,51,False
2013-01-22,54,False
2013-01-23,55,False
2013-01-24,54,False
2013-01-25,58,False
2013-01-26,62,False
2013-01-27,56,False
2013-01-28,55,False
2013-01-29,57,False
2013-01-30,58,False
2013-01-31,54,False
2013-02-01,61,False
2013-02-02,58,False
2013-02-03,52,False
2013-02-04,57,False
2013-02-05,57,False
2013-02-06,54,False
2013-02-07,53,False
2013-02-08,52,False
2013-02-09,50,False
2013-02-10,53,False
2013-02-11,54,False
2013-02-12,57,False
2013-02-13,58,False
2013-02-14,57,False
2013-02-15,60,False
2013-02-16,60,False
2013-02-17,54,False
2013-02-18,57,False
2013-02-19,56,False
