date,Sirius,isPartial
2016-09-11,90,False
2016-09-12,63,False
2016-09-13,60,False
2016-09-14,55,False
2016-09-15,60,False
2016-09-16,56,False
2016-09-17,73,False
2016-09-18,78,False
2016-09-19,55,False
2016-09-20,56,False
2016-09-21,54,False
2016-09-22,56,False
2016-09-23,61,False
2016-09-24,63,False
2016-09-25,81,False
2016-09-26,60,False
2016-09-27,54,False
2016-09-28,55,False
2016-09-29,53,False
2016-09-30,62,False
2016-10-01,70,False
2016-10-02,77,False
2016-10-03,58,False
2016-10-04,56,False
2016-10-05,60,False
2016-10-06,56,False
2016-10-07,61,False
2016-10-08,68,False
2016-10-09,83,False
2016-10-10,58,False
2016-10-11,57,False
2016-10-12,57,False
2016-10-13,55,False
2016-10-14,55,False
2016-10-15,66,False
2016-10-16,81,False
2016-10-17,65,False
2016-10-18,59,False
2016-10-19,56,False
2016-10-20,59,False
2016-10-21,58,False
2016-10-22,64,False
2016-10-23,72,False
2016-10-24,65,False
2016-10-25,63,False
2016-10-26,61,False
2016-10-27,59,False
2016-10-28,65,False
2016-10-29,73,False
2016-10-30,76,False
2016-10-31,76,False
2016-11-01,64,False
2016-11-02,74,False
2016-11-03,78,False
2016-11-04,70,False
2016-11-05,68,False
2016-11-06,68,False
2016-11-07,57,False
2016-11-08,60,False
2016-11-09,54,False
2016-11-10,61,False
2016-11-11,62,False
2016-11-12,68,False
2016-11-13,74,False
2016-11-14,60,False
2016-11-15,64,False
2016-11-16,59,False
2016-11-17,61,False
2016-11-18,67,False
2016-11-19,80,False
2016-11-20,89,False
2016-11-21,68,False
2016-11-22,68,False
2016-11-23,66,False
2016-11-24,70,False
2016-11-25,83,False
2016-11-26,100,False
2016-11-27,89,False
2016-11-28,76,False
2016-11-29,70,False
2016-11-30,79,False
2016-12-01,76,False
2016-12-02,83,False
2016-12-03,89,False
2016-12-04,88,False
2016-12-05,74,False
2016-12-06,76,False
2016-12-07,67,False
2016-12-08,68,False
2016-12-09,64,False
2016-12-10,72,False
2016-12-11,73,False
2016-12-12,66,False
2016-12-13,66,False
2016-12-14,63,False
2016-12-15,59,False
2016-12-16,66,False
