date,NVIDIA,isPartial
2017-10-06,66,False
2017-10-07,62,False
2017-10-08,62,False
2017-10-09,61,False
2017-10-10,70,False
2017-10-11,68,False
2017-10-12,62,False
2017-10-13,65,False
2017-10-14,69,False
2017-10-15,65,False
2017-10-16,61,False
2017-10-17,63,False
2017-10-18,65,False
2017-10-19,65,False
2017-10-20,65,False
2017-10-21,65,False
2017-10-22,62,False
2017-10-23,61,False
2017-10-24,68,False
2017-10-25,70,False
2017-10-26,69,False
2017-10-27,74,False
2017-10-28,74,False
2017-10-29,71,False
2017-10-30,69,False
2017-10-31,72,False
2017-11-01,72,False
2017-11-02,69,False
2017-11-03,73,False
2017-11-04,75,False
2017-11-05,70,False
2017-11-06,72,False
2017-11-07,67,False
2017-11-08,76,False
2017-11-09,81,False
2017-11-10,85,False
2017-11-11,70,False
2017-11-12,73,False
2017-11-13,72,False
2017-11-14,66,False
2017-11-15,71,False
2017-11-16,75,False
2017-11-17,71,False
2017-11-18,79,False
2017-11-19,77,False
2017-11-20,71,False
2017-11-21,74,False
2017-11-22,70,False
2017-11-23,74,False
2017-11-24,93,False
2017-11-25,85,False
2017-11-26,78,False
2017-11-27,79,False
2017-11-28,74,False
2017-11-29,76,False
2017-11-30,79,False
2017-12-01,75,False
2017-12-02,69,False
2017-12-03,70,False
2017-12-04,70,False
2017-12-05,74,False
2017-12-06,76,False
2017-12-07,71,False
2017-12-08,94,False
2017-12-09,89,False
2017-12-10,78,False
2017-12-11,82,False
2017-12-12,77,False
2017-12-13,80,False
2017-12-14,77,False
2017-12-15,72,False
2017-12-16,77,False
2017-12-17,77,False
2017-12-18,74,False
2017-12-19,73,False
2017-12-20,81,False
2017-12-21,84,False
2017-12-22,77,False
2017-12-23,81,False
2017-12-24,77,False
2017-12-25,85,False
2017-12-26,84,False
2017-12-27,86,False
2017-12-28,82,False
2017-12-29,82,False
2017-12-30,81,False
2017-12-31,69,False
2018-01-01,68,False
2018-01-02,75,False
2018-01-03,83,False
2018-01-04,78,False
2018-01-05,81,False
2018-01-06,75,False
2018-01-07,76,False
2018-01-08,93,False
2018-01-09,100,False
2018-01-10,92,False
2018-01-11,84,False
2018-01-12,86,False
2018-01-13,84,False
2018-01-14,77,False
2018-01-15,76,False
2018-01-16,75,False
2018-01-17,72,False
2018-01-18,80,False
2018-01-19,77,False
2018-01-20,84,False
2018-01-21,76,False
2018-01-22,80,False
2018-01-23,81,False
2018-01-24,78,False
2018-01-25,80,False
2018-01-26,79,False
2018-01-27,77,False
2018-01-28,74,False
2018-01-29,84,False
2018-01-30,79,False
2018-01-31,78,False
2018-02-01,83,False
2018-02-02,82,False
2018-02-03,75,False
2018-02-04,73,False
2018-02-05,73,False
2018-02-06,77,False
2018-02-07,72,False
2018-02-08,80,False
2018-02-09,82,False
2018-02-10,74,False
2018-02-11,70,False
2018-02-12,79,False
2018-02-13,73,False
2018-02-14,75,False
2018-02-15,73,False
2018-02-16,74,False
2018-02-17,74,False
2018-02-18,71,False
2018-02-19,68,False
2018-02-20,67,False
2018-02-21,70,False
2018-02-22,71,False
2018-02-23,69,False
2018-02-24,73,False
2018-02-25,67,False
2018-02-26,70,False
2018-02-27,75,False
2018-02-28,72,False
2018-03-01,68,False
2018-03-02,72,False
2018-03-03,70,False
2018-03-04,66,False
2018-03-05,67,False
2018-03-06,68,False
2018-03-07,67,False
2018-03-08,68,False
2018-03-09,71,False
2018-03-10,69,False
2018-03-11,64,False
2018-03-12,67,False
2018-03-13,66,False
2018-03-14,65,False
2018-03-15,64,False
2018-03-16,67,False
2018-03-17,61,False
2018-03-18,57,False
2018-03-19,66,False
2018-03-20,72,False
2018-03-21,72,False
2018-03-22,71,False
2018-03-23,73,False
2018-03-24,72,False
2018-03-25,72,False
2018-03-26,71,False
2018-03-27,93,False
2018-03-28,86,False
2018-03-29,81,False
2018-03-30,74,False
2018-03-31,70,False
2018-04-01,68,False
2018-04-02,72,False
2018-04-03,70,False
2018-04-04,65,False
2018-04-05,64,False
2018-04-06,63,False
2018-04-07,59,False
2018-04-08,59,False
2018-04-09,59,False
2018-04-10,62,False
2018-04-11,61,False
2018-04-12,57,False
2018-04-13,62,False
2018-04-14,58,False
2018-04-15,57,False
2018-04-16,60,False
2018-04-17,61,False
2018-04-18,60,False
2018-04-19,58,False
2018-04-20,54,False
2018-04-21,56,False
2018-04-22,51,False
2018-04-23,50,False
2018-04-24,56,False
2018-04-25,63,False
2018-04-26,61,False
2018-04-27,64,False
2018-04-28,61,False
2018-04-29,57,False
2018-04-30,59,False
2018-05-01,60,False
2018-05-02,54,False
2018-05-03,61,False
2018-05-04,61,False
2018-05-05,60,False
2018-05-06,56,False
2018-05-07,57,False
2018-05-08,60,False
2018-05-09,62,False
2018-05-10,80,False
2018-05-11,78,False
2018-05-12,62,False
2018-05-13,55,False
2018-05-14,58,False
2018-05-15,62,False
2018-05-16,59,False
2018-05-17,59,False
2018-05-18,60,False
2018-05-19,56,False
2018-05-20,58,False
2018-05-21,59,False
2018-05-22,59,False
2018-05-23,59,False
2018-05-24,66,False
2018-05-25,65,False
2018-05-26,59,False
2018-05-27,56,False
2018-05-28,57,False
2018-05-29,60,False
2018-05-30,66,False
2018-05-31,60,False
2018-06-01,59,False
2018-06-02,60,False
2018-06-03,58,False
2018-06-04,60,False
2018-06-05,64,False
2018-06-06,64,False
2018-06-07,61,False
2018-06-08,63,False
2018-06-09,60,False
2018-06-10,59,False
2018-06-11,60,False
2018-06-12,64,False
2018-06-13,63,False
2018-06-14,60,False
2018-06-15,58,False
2018-06-16,57,False
2018-06-17,55,False
2018-06-18,59,False
2018-06-19,56,False
2018-06-20,59,False
2018-06-21,59,False
2018-06-22,61,False
2018-06-23,59,False
