date,MAR stock
2015-04-10,0
2015-04-11,14
2015-04-12,14
2015-04-13,48
2015-04-14,12
2015-04-15,12
2015-04-16,12
2015-04-17,0
2015-04-18,0
2015-04-19,0
2015-04-20,24
2015-04-21,24
2015-04-22,59
2015-04-23,12
2015-04-24,38
2015-04-25,14
2015-04-26,0
2015-04-27,0
2015-04-28,23
2015-04-29,0
2015-04-30,0
2015-05-01,27
2015-05-02,14
2015-05-03,14
2015-05-04,36
2015-05-05,12
2015-05-06,71
2015-05-07,0
2015-05-08,25
2015-05-09,0
2015-05-10,14
2015-05-11,48
2015-05-12,36
2015-05-13,24
2015-05-14,0
2015-05-15,0
2015-05-16,14
2015-05-17,0
2015-05-18,35
2015-05-19,35
2015-05-20,82
2015-05-21,24
2015-05-22,0
2015-05-23,0
2015-05-24,43
2015-05-25,0
2015-05-26,47
2015-05-27,35
2015-05-28,0
2015-05-29,12
2015-05-30,14
2015-05-31,14
2015-06-01,0
2015-06-02,24
2015-06-03,12
2015-06-04,37
2015-06-05,13
2015-06-06,0
2015-06-07,0
2015-06-08,12
2015-06-09,0
2015-06-10,12
2015-06-11,24
2015-06-12,0
2015-06-13,14
2015-06-14,14
2015-06-15,23
2015-06-16,35
2015-06-17,0
2015-06-18,24
2015-06-19,25
2015-06-20,0
2015-06-21,0
2015-06-22,12
2015-06-23,24
2015-06-24,0
2015-06-25,12
2015-06-26,12
2015-06-27,0
2015-06-28,0
2015-06-29,24
2015-06-30,12
2015-07-01,12
2015-07-02,12
2015-07-03,26
2015-07-04,15
2015-07-05,15
2015-07-06,24
2015-07-07,35
2015-07-08,12
2015-07-09,36
2015-07-10,25
2015-07-11,14
2015-07-12,14
2015-07-13,0
2015-07-14,36
2015-07-15,24
2015-07-16,12
2015-07-17,13
2015-07-18,15
2015-07-19,0
2015-07-20,25
2015-07-21,36
2015-07-22,12
2015-07-23,12
2015-07-24,12
2015-07-25,14
2015-07-26,28
2015-07-27,12
2015-07-28,12
2015-07-29,12
2015-07-30,36
2015-07-31,13
2015-08-01,29
2015-08-02,0
2015-08-03,12
2015-08-04,12
2015-08-05,12
2015-08-06,0
2015-08-07,13
2015-08-08,14
2015-08-09,29
2015-08-10,0
2015-08-11,12
2015-08-12,0
2015-08-13,12
2015-08-14,0
2015-08-15,28
2015-08-16,0
2015-08-17,24
2015-08-18,23
2015-08-19,12
2015-08-20,83
2015-08-21,36
2015-08-22,0
2015-08-23,14
2015-08-24,57
2015-08-25,46
2015-08-26,58
2015-08-27,35
2015-08-28,37
2015-08-29,14
2015-08-30,0
2015-08-31,23
2015-09-01,23
2015-09-02,46
2015-09-03,0
2015-09-04,24
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,23
2015-09-09,11
2015-09-10,23
2015-09-11,12
2015-09-12,0
2015-09-13,0
2015-09-14,23
2015-09-15,11
2015-09-16,11
2015-09-17,11
2015-09-18,24
2015-09-19,0
2015-09-20,0
2015-09-21,22
2015-09-22,56
2015-09-23,23
2015-09-24,23
2015-09-25,48
2015-09-26,13
2015-09-27,0
2015-09-28,22
2015-09-29,22
2015-09-30,11
2015-10-01,11
2015-10-02,59
2015-10-03,13
2015-10-04,13
2015-10-05,0
2015-10-06,22
2015-10-07,0
2015-10-08,11
2015-10-09,35
2015-10-10,13
2015-10-11,0
2015-10-12,11
2015-10-13,33
2015-10-14,11
2015-10-15,0
2015-10-16,12
2015-10-17,39
2015-10-18,13
2015-10-19,11
2015-10-20,11
2015-10-21,22
2015-10-22,22
2015-10-23,23
2015-10-24,0
2015-10-25,0
2015-10-26,0
2015-10-27,44
2015-10-28,33
2015-10-29,22
2015-10-30,12
2015-10-31,0
2015-11-01,0
2015-11-02,11
2015-11-03,11
2015-11-04,0
2015-11-05,11
2015-11-06,12
2015-11-07,13
2015-11-08,0
2015-11-09,11
2015-11-10,0
2015-11-11,34
2015-11-12,11
2015-11-13,0
2015-11-14,0
2015-11-15,0
2015-11-16,100
2015-11-17,55
2015-11-18,22
2015-11-19,56
2015-11-20,23
2015-11-21,0
2015-11-22,0
2015-11-23,11
2015-11-24,0
2015-11-25,11
2015-11-26,23
2015-11-27,12
2015-11-28,26
2015-11-29,25
2015-11-30,32
2015-12-01,21
2015-12-02,33
2015-12-03,11
2015-12-04,11
2015-12-05,0
2015-12-06,0
2015-12-07,33
2015-12-08,22
2015-12-09,33
2015-12-10,0
2015-12-11,0
2015-12-12,13
2015-12-13,26
2015-12-14,11
2015-12-15,56
2015-12-16,56
2015-12-17,35
2015-12-18,0
2015-12-19,0
2015-12-20,0
2015-12-21,12
2015-12-22,12
2015-12-23,25
2015-12-24,28
2015-12-25,15
2015-12-26,14
