date,MAR stock
2014-12-01,14
2014-12-02,43
2014-12-03,15
2014-12-04,0
2014-12-05,0
2014-12-06,18
2014-12-07,17
2014-12-08,30
2014-12-09,0
2014-12-10,0
2014-12-11,15
2014-12-12,16
2014-12-13,0
2014-12-14,0
2014-12-15,0
2014-12-16,44
2014-12-17,30
2014-12-18,46
2014-12-19,32
2014-12-20,0
2014-12-21,18
2014-12-22,0
2014-12-23,33
2014-12-24,0
2014-12-25,0
2014-12-26,0
2014-12-27,35
2014-12-28,18
2014-12-29,32
2014-12-30,16
2014-12-31,0
2015-01-01,38
2015-01-02,33
2015-01-03,0
2015-01-04,0
2015-01-05,29
2015-01-06,44
2015-01-07,0
2015-01-08,14
2015-01-09,15
2015-01-10,0
2015-01-11,16
2015-01-12,14
2015-01-13,0
2015-01-14,42
2015-01-15,14
2015-01-16,0
2015-01-17,33
2015-01-18,0
2015-01-19,43
2015-01-20,28
2015-01-21,14
2015-01-22,0
2015-01-23,29
2015-01-24,0
2015-01-25,16
2015-01-26,28
2015-01-27,28
2015-01-28,14
2015-01-29,14
2015-01-30,29
2015-01-31,33
2015-02-01,0
2015-02-02,41
2015-02-03,27
2015-02-04,28
2015-02-05,0
2015-02-06,29
2015-02-07,16
2015-02-08,0
2015-02-09,0
2015-02-10,14
2015-02-11,14
2015-02-12,0
2015-02-13,15
2015-02-14,33
2015-02-15,17
2015-02-16,0
2015-02-17,14
2015-02-18,100
2015-02-19,28
2015-02-20,44
2015-02-21,0
2015-02-22,0
2015-02-23,14
2015-02-24,41
2015-02-25,56
2015-02-26,14
2015-02-27,57
2015-02-28,0
2015-03-01,0
2015-03-02,27
2015-03-03,55
2015-03-04,0
2015-03-05,28
2015-03-06,29
2015-03-07,0
2015-03-08,0
2015-03-09,14
2015-03-10,41
2015-03-11,27
2015-03-12,28
2015-03-13,29
2015-03-14,49
2015-03-15,16
2015-03-16,14
2015-03-17,41
2015-03-18,55
2015-03-19,0
2015-03-20,14
2015-03-21,32
2015-03-22,0
2015-03-23,68
2015-03-24,27
2015-03-25,0
2015-03-26,16
2015-03-27,0
2015-03-28,17
2015-03-29,0
2015-03-30,0
2015-03-31,55
2015-04-01,28
2015-04-02,15
2015-04-03,16
2015-04-04,17
2015-04-05,17
2015-04-06,0
2015-04-07,14
2015-04-08,14
2015-04-09,42
2015-04-10,0
2015-04-11,17
2015-04-12,17
2015-04-13,28
2015-04-14,0
2015-04-15,14
2015-04-16,14
2015-04-17,0
2015-04-18,0
2015-04-19,16
2015-04-20,14
2015-04-21,14
2015-04-22,55
2015-04-23,0
2015-04-24,44
2015-04-25,16
2015-04-26,0
2015-04-27,0
2015-04-28,27
2015-04-29,56
2015-04-30,14
2015-05-01,16
2015-05-02,33
2015-05-03,0
2015-05-04,42
2015-05-05,55
2015-05-06,55
2015-05-07,14
2015-05-08,29
2015-05-09,0
2015-05-10,17
2015-05-11,14
2015-05-12,41
2015-05-13,28
2015-05-14,0
2015-05-15,14
2015-05-16,17
2015-05-17,0
2015-05-18,14
2015-05-19,0
2015-05-20,69
2015-05-21,0
2015-05-22,29
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,27
2015-05-27,27
2015-05-28,14
2015-05-29,0
2015-05-30,17
2015-05-31,16
2015-06-01,14
2015-06-02,55
2015-06-03,14
2015-06-04,43
2015-06-05,0
2015-06-06,0
2015-06-07,0
2015-06-08,14
2015-06-09,0
2015-06-10,14
2015-06-11,28
2015-06-12,0
2015-06-13,0
2015-06-14,33
2015-06-15,27
2015-06-16,0
2015-06-17,14
2015-06-18,28
2015-06-19,29
2015-06-20,0
2015-06-21,0
2015-06-22,27
2015-06-23,27
2015-06-24,14
2015-06-25,14
2015-06-26,44
2015-06-27,17
2015-06-28,17
2015-06-29,14
2015-06-30,14
2015-07-01,14
2015-07-02,0
2015-07-03,15
2015-07-04,17
2015-07-05,17
2015-07-06,28
2015-07-07,28
2015-07-08,14
2015-07-09,28
2015-07-10,29
2015-07-11,17
2015-07-12,33
2015-07-13,0
2015-07-14,0
2015-07-15,14
2015-07-16,43
2015-07-17,44
2015-07-18,18
2015-07-19,0
2015-07-20,0
2015-07-21,42
2015-07-22,14
2015-07-23,28
2015-07-24,0
2015-07-25,50
2015-07-26,17
2015-07-27,14
2015-07-28,0
2015-07-29,14
2015-07-30,56
2015-07-31,29
2015-08-01,50
2015-08-02,17
2015-08-03,14
2015-08-04,14
2015-08-05,14
2015-08-06,14
2015-08-07,29
2015-08-08,33
2015-08-09,33
2015-08-10,0
2015-08-11,14
2015-08-12,14
2015-08-13,57
2015-08-14,0
2015-08-15,17
2015-08-16,0
2015-08-17,55
2015-08-18,0
