date,MAR stock
2017-10-06,26
2017-10-07,24
2017-10-08,12
2017-10-09,41
2017-10-10,15
2017-10-11,36
2017-10-12,31
2017-10-13,43
2017-10-14,12
2017-10-15,12
2017-10-16,46
2017-10-17,20
2017-10-18,10
2017-10-19,36
2017-10-20,27
2017-10-21,0
2017-10-22,23
2017-10-23,20
2017-10-24,40
2017-10-25,20
2017-10-26,31
2017-10-27,21
2017-10-28,12
2017-10-29,17
2017-10-30,51
2017-10-31,62
2017-11-01,62
2017-11-02,31
2017-11-03,31
2017-11-04,17
2017-11-05,22
2017-11-06,15
2017-11-07,69
2017-11-08,100
2017-11-09,60
2017-11-10,57
2017-11-11,17
2017-11-12,11
2017-11-13,20
2017-11-14,30
2017-11-15,64
2017-11-16,20
2017-11-17,31
2017-11-18,23
2017-11-19,11
2017-11-20,29
2017-11-21,10
2017-11-22,40
2017-11-23,21
2017-11-24,31
2017-11-25,22
2017-11-26,22
2017-11-27,48
2017-11-28,39
2017-11-29,79
2017-11-30,20
2017-12-01,62
2017-12-02,11
2017-12-03,11
2017-12-04,29
2017-12-05,25
2017-12-06,10
2017-12-07,20
2017-12-08,21
2017-12-09,17
2017-12-10,11
2017-12-11,19
2017-12-12,30
2017-12-13,25
2017-12-14,30
2017-12-15,21
2017-12-16,12
2017-12-17,12
2017-12-18,60
2017-12-19,41
2017-12-20,47
2017-12-21,21
2017-12-22,45
2017-12-23,24
2017-12-24,25
2017-12-25,32
2017-12-26,34
2017-12-27,32
2017-12-28,32
2017-12-29,28
2017-12-30,24
2017-12-31,25
2018-01-01,12
2018-01-02,47
2018-01-03,60
2018-01-04,40
2018-01-05,41
2018-01-06,17
2018-01-07,11
2018-01-08,24
2018-01-09,24
2018-01-10,39
2018-01-11,30
2018-01-12,30
2018-01-13,33
2018-01-14,27
2018-01-15,19
2018-01-16,24
2018-01-17,14
2018-01-18,38
2018-01-19,10
2018-01-20,22
2018-01-21,11
2018-01-22,66
2018-01-23,38
2018-01-24,43
2018-01-25,34
2018-01-26,55
2018-01-27,11
2018-01-28,22
2018-01-29,62
2018-01-30,29
2018-01-31,48
2018-02-01,19
2018-02-02,45
2018-02-03,38
2018-02-04,11
2018-02-05,43
2018-02-06,62
2018-02-07,33
2018-02-08,14
2018-02-09,30
2018-02-10,39
2018-02-11,0
2018-02-12,34
2018-02-13,49
2018-02-14,63
2018-02-15,83
2018-02-16,35
2018-02-17,28
2018-02-18,11
2018-02-19,15
2018-02-20,19
2018-02-21,42
2018-02-22,34
2018-02-23,45
2018-02-24,11
2018-02-25,16
2018-02-26,47
2018-02-27,37
2018-02-28,52
2018-03-01,33
2018-03-02,25
2018-03-03,33
2018-03-04,11
2018-03-05,55
2018-03-06,61
2018-03-07,52
2018-03-08,38
2018-03-09,35
2018-03-10,16
2018-03-11,27
2018-03-12,47
2018-03-13,61
2018-03-14,76
2018-03-15,48
2018-03-16,30
2018-03-17,11
2018-03-18,16
2018-03-19,72
2018-03-20,52
2018-03-21,38
2018-03-22,43
2018-03-23,45
2018-03-24,50
2018-03-25,17
2018-03-26,24
2018-03-27,34
2018-03-28,20
2018-03-29,36
2018-03-30,55
2018-03-31,17
2018-04-01,17
2018-04-02,15
2018-04-03,62
2018-04-04,53
2018-04-05,20
2018-04-06,50
2018-04-07,11
2018-04-08,22
2018-04-09,10
