date,MAR stock
2015-12-26,0
2015-12-27,12
2015-12-28,21
2015-12-29,52
2015-12-30,21
2015-12-31,23
2016-01-01,13
2016-01-02,0
2016-01-03,0
2016-01-04,31
2016-01-05,0
2016-01-06,10
2016-01-07,52
2016-01-08,21
2016-01-09,11
2016-01-10,0
2016-01-11,0
2016-01-12,10
2016-01-13,30
2016-01-14,20
2016-01-15,0
2016-01-16,12
2016-01-17,11
2016-01-18,20
2016-01-19,30
2016-01-20,30
2016-01-21,21
2016-01-22,21
2016-01-23,11
2016-01-24,0
2016-01-25,20
2016-01-26,50
2016-01-27,30
2016-01-28,30
2016-01-29,31
2016-01-30,0
2016-01-31,0
2016-02-01,10
2016-02-02,20
2016-02-03,50
2016-02-04,10
2016-02-05,31
2016-02-06,0
2016-02-07,0
2016-02-08,10
2016-02-09,10
2016-02-10,39
2016-02-11,50
2016-02-12,21
2016-02-13,0
2016-02-14,0
2016-02-15,10
2016-02-16,30
2016-02-17,20
2016-02-18,30
2016-02-19,0
2016-02-20,23
2016-02-21,22
2016-02-22,58
2016-02-23,20
2016-02-24,60
2016-02-25,20
2016-02-26,42
2016-02-27,0
2016-02-28,0
2016-02-29,10
2016-03-01,39
2016-03-02,39
2016-03-03,20
2016-03-04,10
2016-03-05,0
2016-03-06,33
2016-03-07,49
2016-03-08,10
2016-03-09,50
2016-03-10,10
2016-03-11,41
2016-03-12,12
2016-03-13,11
2016-03-14,39
2016-03-15,20
2016-03-16,30
2016-03-17,41
2016-03-18,31
2016-03-19,11
2016-03-20,11
2016-03-21,50
2016-03-22,50
2016-03-23,31
2016-03-24,53
2016-03-25,22
2016-03-26,12
2016-03-27,48
2016-03-28,42
2016-03-29,60
2016-03-30,10
2016-03-31,20
2016-04-01,52
2016-04-02,11
2016-04-03,23
2016-04-04,20
2016-04-05,39
2016-04-06,20
2016-04-07,20
2016-04-08,21
2016-04-09,23
2016-04-10,23
2016-04-11,20
2016-04-12,20
2016-04-13,0
2016-04-14,20
2016-04-15,10
2016-04-16,0
2016-04-17,0
2016-04-18,60
2016-04-19,30
2016-04-20,30
2016-04-21,0
2016-04-22,21
2016-04-23,23
2016-04-24,11
2016-04-25,39
2016-04-26,0
2016-04-27,10
2016-04-28,30
2016-04-29,10
2016-04-30,0
2016-05-01,12
2016-05-02,31
2016-05-03,10
2016-05-04,0
2016-05-05,21
2016-05-06,21
2016-05-07,12
2016-05-08,0
2016-05-09,0
2016-05-10,100
2016-05-11,10
2016-05-12,20
2016-05-13,31
2016-05-14,23
2016-05-15,0
2016-05-16,10
2016-05-17,0
2016-05-18,10
2016-05-19,10
2016-05-20,0
2016-05-21,0
2016-05-22,0
2016-05-23,30
2016-05-24,40
2016-05-25,20
2016-05-26,32
2016-05-27,22
2016-05-28,12
2016-05-29,12
2016-05-30,10
2016-05-31,10
2016-06-01,0
2016-06-02,31
2016-06-03,32
2016-06-04,0
2016-06-05,23
2016-06-06,0
2016-06-07,40
2016-06-08,20
2016-06-09,10
2016-06-10,32
2016-06-11,0
2016-06-12,0
2016-06-13,20
2016-06-14,0
2016-06-15,20
2016-06-16,20
2016-06-17,21
2016-06-18,12
2016-06-19,0
2016-06-20,10
2016-06-21,10
2016-06-22,30
2016-06-23,21
2016-06-24,32
2016-06-25,12
2016-06-26,12
2016-06-27,30
2016-06-28,20
2016-06-29,41
2016-06-30,10
2016-07-01,22
2016-07-02,12
2016-07-03,0
2016-07-04,11
2016-07-05,32
2016-07-06,22
2016-07-07,11
2016-07-08,11
2016-07-09,0
2016-07-10,12
2016-07-11,11
2016-07-12,11
2016-07-13,32
2016-07-14,41
2016-07-15,44
2016-07-16,25
2016-07-17,0
2016-07-18,64
2016-07-19,21
2016-07-20,11
2016-07-21,11
2016-07-22,66
2016-07-23,0
2016-07-24,0
2016-07-25,32
2016-07-26,11
2016-07-27,43
2016-07-28,0
2016-07-29,22
2016-07-30,0
2016-07-31,0
2016-08-01,21
2016-08-02,0
2016-08-03,21
2016-08-04,22
2016-08-05,11
2016-08-06,13
2016-08-07,0
2016-08-08,11
2016-08-09,0
2016-08-10,33
2016-08-11,11
2016-08-12,24
2016-08-13,0
2016-08-14,13
2016-08-15,0
2016-08-16,34
2016-08-17,0
2016-08-18,0
2016-08-19,35
2016-08-20,0
2016-08-21,0
2016-08-22,11
2016-08-23,33
2016-08-24,0
2016-08-25,21
2016-08-26,11
2016-08-27,0
2016-08-28,12
2016-08-29,10
2016-08-30,52
2016-08-31,10
2016-09-01,21
2016-09-02,11
2016-09-03,12
2016-09-04,0
2016-09-05,0
2016-09-06,10
2016-09-07,11
2016-09-08,11
2016-09-09,33
2016-09-10,0
2016-09-11,0
