date,MAR stock
2012-10-12,26
2012-10-13,0
2012-10-14,87
2012-10-15,24
2012-10-16,0
2012-10-17,0
2012-10-18,25
2012-10-19,0
2012-10-20,0
2012-10-21,29
2012-10-22,24
2012-10-23,24
2012-10-24,48
2012-10-25,0
2012-10-26,52
2012-10-27,29
2012-10-28,0
2012-10-29,23
2012-10-30,0
2012-10-31,0
2012-11-01,52
2012-11-02,0
2012-11-03,87
2012-11-04,0
2012-11-05,0
2012-11-06,47
2012-11-07,70
2012-11-08,24
2012-11-09,0
2012-11-10,0
2012-11-11,0
2012-11-12,24
2012-11-13,24
2012-11-14,24
2012-11-15,25
2012-11-16,0
2012-11-17,29
2012-11-18,0
2012-11-19,0
2012-11-20,24
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,28
2012-11-25,0
2012-11-26,23
2012-11-27,0
2012-11-28,47
2012-11-29,0
2012-11-30,25
2012-12-01,0
2012-12-02,0
2012-12-03,23
2012-12-04,69
2012-12-05,23
2012-12-06,0
2012-12-07,0
2012-12-08,0
2012-12-09,0
2012-12-10,46
2012-12-11,0
2012-12-12,24
2012-12-13,24
2012-12-14,49
2012-12-15,0
2012-12-16,28
2012-12-17,0
2012-12-18,24
2012-12-19,0
2012-12-20,0
2012-12-21,0
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,63
2012-12-26,26
2012-12-27,76
2012-12-28,26
2012-12-29,0
2012-12-30,0
2012-12-31,0
2013-01-01,30
2013-01-02,73
2013-01-03,24
2013-01-04,0
2013-01-05,54
2013-01-06,0
2013-01-07,23
2013-01-08,46
2013-01-09,0
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,26
2013-01-14,22
2013-01-15,44
2013-01-16,67
2013-01-17,68
2013-01-18,23
2013-01-19,26
2013-01-20,26
2013-01-21,22
2013-01-22,22
2013-01-23,22
2013-01-24,0
2013-01-25,70
2013-01-26,0
2013-01-27,0
2013-01-28,44
2013-01-29,22
2013-01-30,22
2013-01-31,22
2013-02-01,0
2013-02-02,0
2013-02-03,0
2013-02-04,22
2013-02-05,66
2013-02-06,22
2013-02-07,0
2013-02-08,0
2013-02-09,27
2013-02-10,0
2013-02-11,22
2013-02-12,45
2013-02-13,0
2013-02-14,0
2013-02-15,0
2013-02-16,52
2013-02-17,0
2013-02-18,22
2013-02-19,0
2013-02-20,0
2013-02-21,0
2013-02-22,46
2013-02-23,0
2013-02-24,26
2013-02-25,21
2013-02-26,22
2013-02-27,66
2013-02-28,0
2013-03-01,0
2013-03-02,26
2013-03-03,53
2013-03-04,43
2013-03-05,22
2013-03-06,22
2013-03-07,44
2013-03-08,91
2013-03-09,51
2013-03-10,25
2013-03-11,64
2013-03-12,21
2013-03-13,42
2013-03-14,44
2013-03-15,44
2013-03-16,51
2013-03-17,50
2013-03-18,21
2013-03-19,85
2013-03-20,0
2013-03-21,0
2013-03-22,22
2013-03-23,0
2013-03-24,25
2013-03-25,64
2013-03-26,65
2013-03-27,44
2013-03-28,92
2013-03-29,100
2013-03-30,0
2013-03-31,0
2013-04-01,45
2013-04-02,21
2013-04-03,21
2013-04-04,0
2013-04-05,67
2013-04-06,26
2013-04-07,25
2013-04-08,21
2013-04-09,0
2013-04-10,43
2013-04-11,22
2013-04-12,45
2013-04-13,52
2013-04-14,0
2013-04-15,21
2013-04-16,0
2013-04-17,21
2013-04-18,22
2013-04-19,0
2013-04-20,26
2013-04-21,0
2013-04-22,0
2013-04-23,42
2013-04-24,22
2013-04-25,22
2013-04-26,22
2013-04-27,26
2013-04-28,51
2013-04-29,43
2013-04-30,22
2013-05-01,23
2013-05-02,22
2013-05-03,46
2013-05-04,0
2013-05-05,53
2013-05-06,0
2013-05-07,21
2013-05-08,22
2013-05-09,0
2013-05-10,23
2013-05-11,26
2013-05-12,0
2013-05-13,21
2013-05-14,64
2013-05-15,64
2013-05-16,0
2013-05-17,68
2013-05-18,26
2013-05-19,0
2013-05-20,43
2013-05-21,0
2013-05-22,0
2013-05-23,21
2013-05-24,67
2013-05-25,0
2013-05-26,26
2013-05-27,0
2013-05-28,0
2013-05-29,21
2013-05-30,0
2013-05-31,22
2013-06-01,26
2013-06-02,0
2013-06-03,21
2013-06-04,21
2013-06-05,21
2013-06-06,0
2013-06-07,44
2013-06-08,26
2013-06-09,26
2013-06-10,21
2013-06-11,84
2013-06-12,0
2013-06-13,43
2013-06-14,0
2013-06-15,26
2013-06-16,0
2013-06-17,21
2013-06-18,43
2013-06-19,21
2013-06-20,0
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,0
2013-06-27,43
2013-06-28,23
2013-06-29,80
