date,MAR stock
2010-08-24,23
2010-08-25,0
2010-08-26,23
2010-08-27,0
2010-08-28,0
2010-08-29,0
2010-08-30,0
2010-08-31,0
2010-09-01,0
2010-09-02,0
2010-09-03,24
2010-09-04,0
2010-09-05,0
2010-09-06,0
2010-09-07,0
2010-09-08,0
2010-09-09,0
2010-09-10,24
2010-09-11,29
2010-09-12,0
2010-09-13,0
2010-09-14,22
2010-09-15,0
2010-09-16,22
2010-09-17,24
2010-09-18,29
2010-09-19,0
2010-09-20,0
2010-09-21,0
2010-09-22,22
2010-09-23,0
2010-09-24,23
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,21
2010-09-29,43
2010-09-30,22
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,23
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,44
2010-10-15,23
2010-10-16,0
2010-10-17,26
2010-10-18,0
2010-10-19,0
2010-10-20,21
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,21
2010-10-27,0
2010-10-28,43
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,22
2010-11-02,62
2010-11-03,20
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,26
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,21
2010-11-12,22
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,21
2010-11-18,0
2010-11-19,0
2010-11-20,26
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,22
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,40
2010-12-02,20
2010-12-03,0
2010-12-04,0
2010-12-05,0
2010-12-06,0
2010-12-07,0
2010-12-08,21
2010-12-09,0
2010-12-10,0
2010-12-11,53
2010-12-12,26
2010-12-13,0
2010-12-14,0
2010-12-15,42
2010-12-16,21
2010-12-17,0
2010-12-18,0
2010-12-19,0
2010-12-20,0
2010-12-21,0
2010-12-22,0
2010-12-23,0
2010-12-24,0
2010-12-25,65
2010-12-26,0
2010-12-27,23
2010-12-28,0
2010-12-29,23
2010-12-30,0
2010-12-31,55
2011-01-01,30
2011-01-02,26
2011-01-03,21
2011-01-04,0
2011-01-05,21
2011-01-06,21
2011-01-07,21
2011-01-08,0
2011-01-09,0
2011-01-10,20
2011-01-11,39
2011-01-12,20
2011-01-13,0
2011-01-14,0
2011-01-15,0
2011-01-16,0
2011-01-17,0
2011-01-18,39
2011-01-19,20
2011-01-20,19
2011-01-21,40
2011-01-22,0
2011-01-23,0
2011-01-24,38
2011-01-25,0
2011-01-26,19
2011-01-27,0
2011-01-28,0
2011-01-29,0
2011-01-30,0
2011-01-31,0
2011-02-01,0
2011-02-02,37
2011-02-03,0
2011-02-04,20
2011-02-05,0
2011-02-06,23
2011-02-07,37
2011-02-08,0
2011-02-09,19
2011-02-10,39
2011-02-11,0
2011-02-12,24
2011-02-13,47
2011-02-14,38
2011-02-15,0
2011-02-16,19
2011-02-17,19
2011-02-18,20
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,19
2011-02-25,0
2011-02-26,23
2011-02-27,0
2011-02-28,37
2011-03-01,37
2011-03-02,19
2011-03-03,57
2011-03-04,40
2011-03-05,0
2011-03-06,47
2011-03-07,57
2011-03-08,39
2011-03-09,19
2011-03-10,0
2011-03-11,19
2011-03-12,0
2011-03-13,23
2011-03-14,59
2011-03-15,19
2011-03-16,37
2011-03-17,19
2011-03-18,20
2011-03-19,47
2011-03-20,23
2011-03-21,19
2011-03-22,19
2011-03-23,0
2011-03-24,0
2011-03-25,100
2011-03-26,0
2011-03-27,46
2011-03-28,37
2011-03-29,19
2011-03-30,57
2011-03-31,19
2011-04-01,20
2011-04-02,0
2011-04-03,47
2011-04-04,37
2011-04-05,37
2011-04-06,0
2011-04-07,38
2011-04-08,20
2011-04-09,48
2011-04-10,0
2011-04-11,0
2011-04-12,37
2011-04-13,0
2011-04-14,19
2011-04-15,60
2011-04-16,0
2011-04-17,24
2011-04-18,19
2011-04-19,0
2011-04-20,0
2011-04-21,0
2011-04-22,0
2011-04-23,25
2011-04-24,26
2011-04-25,21
2011-04-26,0
2011-04-27,0
2011-04-28,0
2011-04-29,0
2011-04-30,24
2011-05-01,0
2011-05-02,19
2011-05-03,37
2011-05-04,0
2011-05-05,38
2011-05-06,20
2011-05-07,24
2011-05-08,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
