date,MAR stock
2012-01-26,33
2012-01-27,34
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,32
2012-02-02,0
2012-02-03,34
2012-02-04,0
2012-02-05,0
2012-02-06,0
2012-02-07,16
2012-02-08,16
2012-02-09,33
2012-02-10,17
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,32
2012-02-15,16
2012-02-16,0
2012-02-17,51
2012-02-18,0
2012-02-19,0
2012-02-20,17
2012-02-21,17
2012-02-22,0
2012-02-23,16
2012-02-24,17
2012-02-25,20
2012-02-26,0
2012-02-27,32
2012-02-28,32
2012-02-29,16
2012-03-01,100
2012-03-02,0
2012-03-03,61
2012-03-04,0
2012-03-05,0
2012-03-06,48
2012-03-07,64
2012-03-08,0
2012-03-09,17
2012-03-10,0
2012-03-11,0
2012-03-12,0
2012-03-13,32
2012-03-14,16
2012-03-15,49
2012-03-16,34
2012-03-17,0
2012-03-18,38
2012-03-19,16
2012-03-20,16
2012-03-21,16
2012-03-22,65
2012-03-23,17
2012-03-24,79
2012-03-25,20
2012-03-26,16
2012-03-27,16
2012-03-28,32
2012-03-29,16
2012-03-30,17
2012-03-31,0
2012-04-01,0
2012-04-02,0
2012-04-03,32
2012-04-04,17
2012-04-05,51
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,19
2012-04-10,0
2012-04-11,16
2012-04-12,0
2012-04-13,34
2012-04-14,0
2012-04-15,38
2012-04-16,16
2012-04-17,0
2012-04-18,79
2012-04-19,0
2012-04-20,17
2012-04-21,19
2012-04-22,0
2012-04-23,16
2012-04-24,47
2012-04-25,0
2012-04-26,0
2012-04-27,0
2012-04-28,0
2012-04-29,0
2012-04-30,17
2012-05-01,35
2012-05-02,16
2012-05-03,0
2012-05-04,17
2012-05-05,0
2012-05-06,19
2012-05-07,16
2012-05-08,0
2012-05-09,0
2012-05-10,32
2012-05-11,17
2012-05-12,0
2012-05-13,39
2012-05-14,16
2012-05-15,0
2012-05-16,0
2012-05-17,16
2012-05-18,0
2012-05-19,20
2012-05-20,0
2012-05-21,0
2012-05-22,16
2012-05-23,32
2012-05-24,16
2012-05-25,68
2012-05-26,0
2012-05-27,20
2012-05-28,33
2012-05-29,0
2012-05-30,16
2012-05-31,16
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,16
2012-06-05,0
2012-06-06,0
2012-06-07,16
2012-06-08,0
2012-06-09,19
2012-06-10,19
2012-06-11,0
2012-06-12,15
2012-06-13,16
2012-06-14,0
2012-06-15,17
2012-06-16,0
2012-06-17,20
2012-06-18,15
2012-06-19,0
2012-06-20,16
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,31
2012-06-26,47
2012-06-27,32
2012-06-28,16
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,16
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,17
2012-07-07,0
2012-07-08,0
2012-07-09,32
2012-07-10,16
2012-07-11,32
2012-07-12,0
2012-07-13,33
2012-07-14,60
2012-07-15,0
2012-07-16,16
2012-07-17,0
2012-07-18,16
2012-07-19,16
2012-07-20,0
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,51
2012-07-28,0
2012-07-29,20
2012-07-30,16
2012-07-31,0
2012-08-01,0
2012-08-02,32
2012-08-03,34
2012-08-04,20
2012-08-05,0
2012-08-06,0
2012-08-07,16
2012-08-08,48
2012-08-09,16
2012-08-10,0
2012-08-11,40
2012-08-12,20
2012-08-13,16
2012-08-14,16
2012-08-15,17
2012-08-16,33
2012-08-17,51
2012-08-18,20
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,16
2012-08-23,0
2012-08-24,17
2012-08-25,0
2012-08-26,19
2012-08-27,15
2012-08-28,31
2012-08-29,16
2012-08-30,0
2012-08-31,16
2012-09-01,0
2012-09-02,0
2012-09-03,16
2012-09-04,0
2012-09-05,0
2012-09-06,16
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,15
2012-09-12,0
2012-09-13,62
2012-09-14,16
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,15
2012-09-21,16
2012-09-22,19
2012-09-23,0
2012-09-24,0
2012-09-25,15
2012-09-26,30
2012-09-27,0
2012-09-28,16
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,15
2012-10-03,0
2012-10-04,0
2012-10-05,31
2012-10-06,0
2012-10-07,17
2012-10-08,15
2012-10-09,14
2012-10-10,15
2012-10-11,30
2012-10-12,0
