date,MAR stock
2016-05-04,37
2016-05-05,38
2016-05-06,13
2016-05-07,22
2016-05-08,14
2016-05-09,25
2016-05-10,67
2016-05-11,24
2016-05-12,31
2016-05-13,32
2016-05-14,14
2016-05-15,14
2016-05-16,24
2016-05-17,24
2016-05-18,49
2016-05-19,18
2016-05-20,32
2016-05-21,14
2016-05-22,14
2016-05-23,24
2016-05-24,25
2016-05-25,19
2016-05-26,19
2016-05-27,33
2016-05-28,29
2016-05-29,22
2016-05-30,25
2016-05-31,12
2016-06-01,19
2016-06-02,38
2016-06-03,39
2016-06-04,0
2016-06-05,29
2016-06-06,37
2016-06-07,25
2016-06-08,44
2016-06-09,25
2016-06-10,33
2016-06-11,0
2016-06-12,21
2016-06-13,24
2016-06-14,18
2016-06-15,19
2016-06-16,19
2016-06-17,33
2016-06-18,22
2016-06-19,0
2016-06-20,37
2016-06-21,12
2016-06-22,12
2016-06-23,19
2016-06-24,46
2016-06-25,30
2016-06-26,22
2016-06-27,25
2016-06-28,19
2016-06-29,32
2016-06-30,26
2016-07-01,67
2016-07-02,0
2016-07-03,0
2016-07-04,26
2016-07-05,13
2016-07-06,54
2016-07-07,27
2016-07-08,14
2016-07-09,0
2016-07-10,15
2016-07-11,13
2016-07-12,0
2016-07-13,33
2016-07-14,38
2016-07-15,34
2016-07-16,45
2016-07-17,15
2016-07-18,46
2016-07-19,33
2016-07-20,27
2016-07-21,20
2016-07-22,54
2016-07-23,16
2016-07-24,0
2016-07-25,46
2016-07-26,26
2016-07-27,39
2016-07-28,52
2016-07-29,55
2016-07-30,15
2016-07-31,15
2016-08-01,13
2016-08-02,26
2016-08-03,53
2016-08-04,33
2016-08-05,43
2016-08-06,16
2016-08-07,0
2016-08-08,34
2016-08-09,20
2016-08-10,41
2016-08-11,21
2016-08-12,29
2016-08-13,24
2016-08-14,16
2016-08-15,15
2016-08-16,35
2016-08-17,28
2016-08-18,43
2016-08-19,29
2016-08-20,0
2016-08-21,0
2016-08-22,27
2016-08-23,14
2016-08-24,27
2016-08-25,33
2016-08-26,27
2016-08-27,15
2016-08-28,30
2016-08-29,19
2016-08-30,26
2016-08-31,13
2016-09-01,19
2016-09-02,27
2016-09-03,0
2016-09-04,15
2016-09-05,13
2016-09-06,13
2016-09-07,46
2016-09-08,26
2016-09-09,13
2016-09-10,0
2016-09-11,0
2016-09-12,33
2016-09-13,26
2016-09-14,26
2016-09-15,39
2016-09-16,20
2016-09-17,15
2016-09-18,14
2016-09-19,13
2016-09-20,100
2016-09-21,19
2016-09-22,19
2016-09-23,27
2016-09-24,0
2016-09-25,15
2016-09-26,44
2016-09-27,56
2016-09-28,44
2016-09-29,44
2016-09-30,26
2016-10-01,14
2016-10-02,21
2016-10-03,19
2016-10-04,38
2016-10-05,38
2016-10-06,19
2016-10-07,19
2016-10-08,36
2016-10-09,0
2016-10-10,31
2016-10-11,25
2016-10-12,19
2016-10-13,13
2016-10-14,39
2016-10-15,15
2016-10-16,14
2016-10-17,31
2016-10-18,12
2016-10-19,31
2016-10-20,25
2016-10-21,39
2016-10-22,15
2016-10-23,14
2016-10-24,37
2016-10-25,25
2016-10-26,31
2016-10-27,25
2016-10-28,13
2016-10-29,29
2016-10-30,29
2016-10-31,13
2016-11-01,26
2016-11-02,32
2016-11-03,19
2016-11-04,20
2016-11-05,0
2016-11-06,14
2016-11-07,49
2016-11-08,36
2016-11-09,79
2016-11-10,19
2016-11-11,39
2016-11-12,43
2016-11-13,14
2016-11-14,37
2016-11-15,43
2016-11-16,49
2016-11-17,19
2016-11-18,39
2016-11-19,14
2016-11-20,14
2016-11-21,36
2016-11-22,79
2016-11-23,30
2016-11-24,13
2016-11-25,51
2016-11-26,0
2016-11-27,0
2016-11-28,29
2016-11-29,35
2016-11-30,18
2016-12-01,36
2016-12-02,25
2016-12-03,14
2016-12-04,19
2016-12-05,22
2016-12-06,58
2016-12-07,59
2016-12-08,24
2016-12-09,12
2016-12-10,0
2016-12-11,13
2016-12-12,12
2016-12-13,12
2016-12-14,36
2016-12-15,37
2016-12-16,52
2016-12-17,35
2016-12-18,14
2016-12-19,43
2016-12-20,25
2016-12-21,19
2016-12-22,26
2016-12-23,20
2016-12-24,15
2016-12-25,16
2016-12-26,34
2016-12-27,25
2016-12-28,25
2016-12-29,19
2016-12-30,20
2016-12-31,15
2017-01-01,15
2017-01-02,13
2017-01-03,24
2017-01-04,60
2017-01-05,49
2017-01-06,25
2017-01-07,14
2017-01-08,20
2017-01-09,23
2017-01-10,12
2017-01-11,35
2017-01-12,18
2017-01-13,24
2017-01-14,0
2017-01-15,20
2017-01-16,12
2017-01-17,46
2017-01-18,11
2017-01-19,41
